Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
5000.0,2018-09-06,Business,,29.13%,365xx,AL,< 1 year,0.0
20000.0,2018-09-06,Credit card refinancing,,45.46%,460xx,IN,< 1 year,0.0
29500.0,2018-09-06,Credit card refinancing,,11.33%,937xx,CA,< 1 year,0.0
20000.0,2018-09-06,Debt consolidation,,71.32%,258xx,WV,< 1 year,0.0
30000.0,2018-09-06,Credit card refinancing,,8.24%,027xx,MA,< 1 year,0.0
4500.0,2018-09-06,Credit card refinancing,,33.84%,029xx,RI,< 1 year,0.0
2150.0,2018-09-07,Debt consolidation,,21.98%,750xx,TX,10+ years,0.0
10000.0,2018-09-07,Credit card refinancing,,8740%,441xx,OH,< 1 year,0.0
6000.0,2018-09-07,Credit card refinancing,,9.94%,212xx,MD,< 1 year,0.0
20000.0,2018-09-07,Credit card refinancing,,26.81%,337xx,FL,< 1 year,0.0
10000.0,2018-09-07,Car financing,,15.41%,956xx,CA,3 years,0.0
20000.0,2018-09-08,Debt consolidation,,48.16%,128xx,NY,< 1 year,0.0
20000.0,2018-09-08,Credit card refinancing,,29.98%,216xx,MD,< 1 year,0.0
25000.0,2018-09-08,Debt consolidation,,29.74%,483xx,MI,< 1 year,0.0
30000.0,2018-09-08,Debt consolidation,,17.1%,952xx,CA,< 1 year,0.0
18000.0,2018-09-08,Debt consolidation,,19.99%,786xx,TX,1 year,0.0
30000.0,2018-09-08,Debt consolidation,,5.66%,600xx,IL,< 1 year,0.0
25000.0,2018-09-08,Debt consolidation,,100%,235xx,VA,< 1 year,0.0
12000.0,2018-09-08,Credit card refinancing,,37.76%,553xx,MN,< 1 year,0.0
1000.0,2018-09-08,Debt consolidation,,18.24%,280xx,NC,< 1 year,0.0
7500.0,2018-09-08,Other,,28.09%,730xx,OK,< 1 year,0.0
10000.0,2018-09-09,Credit card refinancing,,203.67%,875xx,NM,< 1 year,0.0
18000.0,2018-09-09,Debt consolidation,,53.37%,780xx,TX,< 1 year,0.0
2000.0,2018-09-09,Other,621.0,0%,731xx,OK,< 1 year,0.0
20000.0,2018-09-10,Debt consolidation,,13.6%,183xx,PA,< 1 year,0.0
1000.0,2018-09-10,Medical expenses,,0%,273xx,NC,,0.0
1000.0,2018-09-10,Other,,0%,286xx,NC,< 1 year,0.0
25000.0,2018-09-10,Debt consolidation,,21.39%,114xx,NY,< 1 year,0.0
20000.0,2018-09-10,Debt consolidation,,27.77%,075xx,NJ,< 1 year,0.0
10000.0,2018-09-10,Debt consolidation,,0.65%,535xx,WI,< 1 year,0.0
5000.0,2018-09-10,Home improvement,,6.62%,300xx,GA,< 1 year,0.0
15000.0,2018-09-11,Credit card refinancing,,10.93%,191xx,PA,< 1 year,0.0
5000.0,2018-09-11,Debt consolidation,,13.04%,785xx,TX,< 1 year,0.0
31000.0,2018-09-11,Debt consolidation,,100%,787xx,TX,< 1 year,0.0
3500.0,2018-09-11,Other,,5.52%,127xx,NY,< 1 year,0.0
10000.0,2018-09-11,Credit card refinancing,,17.6%,180xx,PA,< 1 year,0.0
4000.0,2018-09-12,Home buying,,19.03%,773xx,TX,< 1 year,0.0
20000.0,2018-09-12,Debt consolidation,,79.47%,891xx,NV,< 1 year,0.0
35000.0,2018-09-13,Debt consolidation,,25.54%,635xx,MO,< 1 year,0.0
2000.0,2018-09-13,Home buying,,19.18%,773xx,TX,,0.0
20000.0,2018-09-13,Debt consolidation,,13.5%,770xx,TX,< 1 year,0.0
12150.0,2018-09-13,Home improvement,,44.88%,109xx,NY,< 1 year,0.0
5500.0,2018-09-13,Credit card refinancing,,37.75%,923xx,CA,< 1 year,0.0
35000.0,2018-09-13,Debt consolidation,,52.1%,750xx,TX,< 1 year,0.0
16000.0,2018-09-14,Debt consolidation,,44.4%,895xx,NV,< 1 year,0.0
10000.0,2018-09-14,Debt consolidation,,11.34%,800xx,CO,< 1 year,0.0
5000.0,2018-09-15,Debt consolidation,,4.63%,234xx,VA,< 1 year,0.0
10000.0,2018-09-15,Credit card refinancing,,21.49%,441xx,OH,< 1 year,0.0
10000.0,2018-09-15,Credit card refinancing,,1%,231xx,VA,< 1 year,0.0
15000.0,2018-09-15,Car financing,,17.22%,481xx,MI,< 1 year,0.0
30000.0,2018-09-15,Other,,16.05%,608xx,IL,< 1 year,0.0
1000.0,2018-09-15,Debt consolidation,,42.68%,303xx,GA,< 1 year,0.0
13500.0,2018-09-15,Other,,24.86%,112xx,NY,< 1 year,0.0
5000.0,2018-09-16,Debt consolidation,,22.13%,480xx,MI,< 1 year,0.0
10000.0,2018-09-16,Other,,49.64%,871xx,NM,< 1 year,0.0
20500.0,2018-09-16,Credit card refinancing,,45.5%,752xx,TX,< 1 year,0.0
34500.0,2018-09-16,Debt consolidation,,12.56%,085xx,NJ,< 1 year,0.0
10000.0,2018-09-16,Business,,1.44%,472xx,IN,< 1 year,0.0
20000.0,2018-09-16,Debt consolidation,,13.37%,786xx,TX,< 1 year,0.0
2000.0,2018-09-17,Other,,24.32%,317xx,GA,< 1 year,0.0
15000.0,2018-09-17,Credit card refinancing,675.0,137.07%,618xx,IL,< 1 year,0.0
10000.0,2018-09-18,Credit card refinancing,,10.46%,373xx,TN,< 1 year,0.0
15000.0,2018-09-18,Car financing,,0%,110xx,NY,< 1 year,0.0
40000.0,2018-09-18,Home improvement,,27.36%,321xx,FL,< 1 year,0.0
17000.0,2018-09-18,Major purchase,,19.5%,337xx,FL,< 1 year,0.0
5000.0,2018-09-18,Major purchase,,4.13%,700xx,LA,< 1 year,0.0
10000.0,2018-09-18,Credit card refinancing,,27.71%,303xx,GA,< 1 year,0.0
16500.0,2018-09-19,Home buying,,0.69%,549xx,WI,< 1 year,0.0
5000.0,2018-09-19,Home improvement,,34.47%,170xx,PA,< 1 year,0.0
25000.0,2018-09-19,Home buying,,9.84%,344xx,FL,< 1 year,0.0
5000.0,2018-09-19,Other,,0%,283xx,NC,< 1 year,0.0
15000.0,2018-09-19,Credit card refinancing,,18.47%,081xx,NJ,< 1 year,0.0
12000.0,2018-09-19,Credit card refinancing,,7.55%,300xx,GA,< 1 year,0.0
1000.0,2018-09-20,Credit card refinancing,,25.4%,926xx,CA,< 1 year,0.0
8000.0,2018-09-20,Other,,35.21%,341xx,FL,10+ years,0.0
5000.0,2018-09-20,Credit card refinancing,,17.71%,448xx,OH,< 1 year,0.0
10000.0,2018-09-20,Debt consolidation,,10.02%,850xx,AZ,< 1 year,0.0
25000.0,2018-09-20,Credit card refinancing,,20.3%,274xx,NC,< 1 year,0.0
10000.0,2018-09-20,Debt consolidation,,63.22%,789xx,TX,< 1 year,0.0
2250.0,2018-09-20,Moving and relocation,,100%,104xx,NY,< 1 year,0.0
10000.0,2018-09-20,Debt consolidation,,26.93%,875xx,NM,< 1 year,0.0
20000.0,2018-09-20,Debt consolidation,,29.71%,988xx,WA,< 1 year,0.0
20000.0,2018-09-21,Credit card refinancing,,13.63%,280xx,NC,< 1 year,0.0
30000.0,2018-09-21,Debt consolidation,,49.39%,199xx,DE,,0.0
2000.0,2018-09-21,Home improvement,,100%,597xx,MT,< 1 year,0.0
5000.0,2018-09-21,Debt consolidation,,5.02%,275xx,NC,< 1 year,0.0
5000.0,2018-09-21,Debt consolidation,,32.29%,785xx,TX,5 years,2.0
10000.0,2018-09-22,Credit card refinancing,651.0,27.76%,189xx,PA,< 1 year,0.0
10000.0,2018-09-22,Debt consolidation,,48.59%,334xx,FL,< 1 year,0.0
10000.0,2018-09-22,Debt consolidation,,53.09%,342xx,FL,< 1 year,0.0
5000.0,2018-09-22,Other,,76%,756xx,TX,9 years,0.0
5000.0,2018-09-22,Other,,9.63%,080xx,NJ,8 years,0.0
10000.0,2018-09-23,Credit card refinancing,658.0,18.09%,285xx,NC,< 1 year,0.0
11500.0,2018-09-23,Debt consolidation,,23.92%,774xx,TX,< 1 year,0.0
26000.0,2018-09-23,Credit card refinancing,,11.58%,920xx,CA,< 1 year,0.0
5000.0,2018-09-23,Credit card refinancing,,40.16%,021xx,MA,< 1 year,0.0
1000.0,2018-09-23,Other,,32%,481xx,MI,< 1 year,0.0
35000.0,2018-09-23,Debt consolidation,,24.41%,338xx,FL,< 1 year,0.0
10000.0,2018-09-24,Credit card refinancing,,18.87%,481xx,MI,< 1 year,0.0
15000.0,2018-09-24,Debt consolidation,,33.46%,777xx,TX,< 1 year,0.0
15000.0,2018-09-24,Business,,5.78%,349xx,FL,2 years,0.0
35000.0,2018-09-24,Credit card refinancing,,11.42%,913xx,CA,2 years,2.0
10000.0,2018-09-24,Other,,100%,209xx,MD,< 1 year,0.0
5000.0,2018-09-25,Other,,17.17%,687xx,NE,< 1 year,0.0
20000.0,2018-09-25,Medical expenses,,0%,135xx,NY,< 1 year,0.0
18000.0,2018-09-25,Credit card refinancing,,100%,370xx,TN,< 1 year,0.0
40000.0,2018-09-25,Debt consolidation,823.0,100%,530xx,WI,< 1 year,0.0
35000.0,2018-09-25,Home buying,,3.54%,541xx,WI,< 1 year,0.0
5000.0,2018-09-25,Other,,1.17%,104xx,NY,3 years,0.0
20000.0,2018-09-26,Debt consolidation,,12.53%,357xx,AL,< 1 year,0.0
10000.0,2018-09-26,Credit card refinancing,,4.9%,147xx,NY,< 1 year,0.0
10000.0,2018-09-26,Debt consolidation,590.0,100%,374xx,TN,< 1 year,0.0
8000.0,2018-09-26,Debt consolidation,,23.48%,113xx,NY,< 1 year,0.0
17000.0,2018-09-26,Credit card refinancing,,100%,923xx,CA,< 1 year,0.0
6000.0,2018-09-26,Debt consolidation,,15.34%,080xx,NJ,< 1 year,0.0
1000.0,2018-09-26,Home improvement,,100%,637xx,MO,< 1 year,0.0
35000.0,2018-09-27,Debt consolidation,,37.8%,296xx,SC,< 1 year,0.0
10000.0,2018-09-27,Other,,0%,441xx,OH,5 years,0.0
35000.0,2018-09-27,Credit card refinancing,,18.87%,432xx,OH,10+ years,2.0
35000.0,2018-09-27,Other,,11.83%,329xx,FL,< 1 year,0.0
35000.0,2018-09-27,Debt consolidation,,37.31%,178xx,PA,< 1 year,0.0
5000.0,2018-09-27,Business,,21.52%,067xx,CT,< 1 year,0.0
5000.0,2018-09-27,Other,,5.89%,019xx,MA,< 1 year,0.0
25500.0,2018-09-27,Home buying,,18.58%,334xx,FL,< 1 year,0.0
5000.0,2018-09-28,Debt consolidation,,24.69%,655xx,MO,< 1 year,0.0
7500.0,2018-09-28,Major purchase,,23.72%,941xx,CA,< 1 year,0.0
16250.0,2018-09-28,Credit card refinancing,,100%,919xx,CA,< 1 year,0.0
15000.0,2018-09-29,Credit card refinancing,,43.82%,606xx,IL,< 1 year,0.0
3000.0,2018-09-29,Home buying,,4.41%,377xx,TN,< 1 year,0.0
30000.0,2018-09-29,Other,,27.76%,486xx,MI,< 1 year,0.0
3000.0,2018-09-30,Debt consolidation,,54.18%,331xx,FL,< 1 year,0.0
15000.0,2018-09-30,Debt consolidation,,49.65%,352xx,AL,< 1 year,0.0
10000.0,2013-01-09,other,656.0,18.46%,750xx,TX,< 1 year,0.0
25000.0,2013-01-12,debt_consolidation,712.0,42.76%,164xx,PA,< 1 year,0.0
5000.0,2013-01-17,other,634.0,21.47%,354xx,AL,< 1 year,0.0
4000.0,2013-01-20,house,731.0,43.64%,451xx,OH,< 1 year,0.0
15000.0,2013-02-11,Debt consolidation,702.0,21.6%,956xx,CA,,0.0
17000.0,2013-02-19,debt_consolidation,659.0,38.08%,370xx,TN,< 1 year,0.0
33000.0,2013-02-21,debt_consolidation,655.0,41.94%,786xx,TX,< 1 year,0.0
35000.0,2013-02-26,debt_consolidation,621.0,30.07%,120xx,NY,< 1 year,0.0
8000.0,2013-03-01,credit_card,569.0,13.27%,019xx,MA,< 1 year,0.0
15000.0,2013-03-08,debt_consolidation,667.0,36.56%,070xx,NJ,< 1 year,0.0
25000.0,2013-03-13,credit_card,635.0,15.34%,495xx,MI,< 1 year,0.0
20000.0,2013-03-22,other,713.0,24.76%,337xx,FL,< 1 year,0.0
1500.0,2013-03-23,other,498.0,0%,237xx,VA,< 1 year,0.0
35000.0,2013-03-25,debt_consolidation,656.0,17.15%,951xx,CA,< 1 year,0.0
10000.0,2013-04-03,home_improvement,713.0,47.15%,713xx,LA,< 1 year,0.0
24000.0,2013-04-06,car,707.0,2.84%,088xx,NJ,< 1 year,0.0
10000.0,2013-04-13,home_improvement,659.0,16.09%,282xx,NC,< 1 year,0.0
25000.0,2013-04-14,debt_consolidation,605.0,19.47%,765xx,TX,< 1 year,0.0
10000.0,2013-04-18,debt_consolidation,553.0,12.65%,117xx,NY,< 1 year,0.0
1000.0,2013-04-24,other,492.0,4.16%,770xx,TX,< 1 year,0.0
15000.0,2013-04-25,debt_consolidation,566.0,31.92%,743xx,OK,< 1 year,0.0
10000.0,2013-04-25,debt_consolidation,668.0,28.72%,236xx,VA,< 1 year,0.0
2500.0,2013-04-26,debt_consolidation,597.0,17.07%,473xx,IN,< 1 year,0.0
15000.0,2013-05-05,home_improvement,642.0,5.17%,850xx,AZ,< 1 year,0.0
15000.0,2013-05-06,debt consolidation,686.0,15.8%,826xx,WY,10+ years,0.0
25000.0,2013-05-06,major_purchase,700.0,38.87%,541xx,WI,< 1 year,0.0
10000.0,2013-05-08,other,0.0,0%,443xx,OH,< 1 year,0.0
2000.0,2013-05-08,car,542.0,9.07%,080xx,NJ,< 1 year,0.0
20000.0,2013-05-11,debt_consolidation,632.0,18.29%,554xx,MN,< 1 year,0.0
24000.0,2013-05-11,credit_card,703.0,32.78%,065xx,CT,< 1 year,0.0
1500.0,2013-05-22,moving,600.0,25.64%,327xx,FL,< 1 year,0.0
7000.0,2013-05-23,other,644.0,4.89%,358xx,AL,< 1 year,0.0
15000.0,2013-05-27,debt_consolidation,640.0,17.68%,945xx,CA,< 1 year,0.0
1000.0,2013-05-28,major_purchase,539.0,13.5%,245xx,VA,< 1 year,0.0
10000.0,2013-05-29,debt_consolidation,631.0,12.95%,900xx,CA,< 1 year,0.0
20000.0,2013-05-31,home_improvement,476.0,0.91%,336xx,FL,< 1 year,0.0
35000.0,2013-06-01,debt_consolidation,641.0,26.69%,722xx,AR,< 1 year,0.0
1500.0,2013-06-05,other,569.0,19.24%,365xx,AL,< 1 year,0.0
35000.0,2013-06-12,debt_consolidation,769.0,39.02%,917xx,CA,< 1 year,0.0
25000.0,2013-06-12,debt_consolidation,665.0,15.49%,170xx,PA,< 1 year,0.0
2500.0,2013-06-13,other,582.0,44.7%,446xx,OH,< 1 year,0.0
15000.0,2013-06-13,debt_consolidation,630.0,46.18%,956xx,CA,< 1 year,0.0
1000.0,2013-06-15,car,514.0,5.5%,760xx,TX,< 1 year,0.0
2000.0,2013-06-17,vacation,570.0,7.9%,064xx,CT,< 1 year,0.0
4500.0,2013-06-18,debt_consolidation,617.0,20.16%,953xx,CA,< 1 year,0.0
25000.0,2013-06-20,debt_consolidation,609.0,34.1%,955xx,CA,< 1 year,0.0
15000.0,2013-06-23,credit_card,626.0,13.02%,333xx,FL,< 1 year,0.0
20000.0,2013-06-24,debt_consolidation,694.0,31.83%,560xx,MN,10+ years,0.0
1600.0,2013-06-24,debt_consolidation,495.0,3.77%,917xx,CA,< 1 year,0.0
18000.0,2013-06-27,debt_consolidation,687.0,4.78%,313xx,GA,< 1 year,0.0
35000.0,2013-06-27,small_business,678.0,0.27%,274xx,NC,< 1 year,0.0
7500.0,2013-07-06,debt_consolidation,621.0,7.2%,935xx,CA,< 1 year,0.0
15000.0,2013-07-08,debt_consolidation,549.0,15.84%,104xx,NY,< 1 year,0.0
1000.0,2013-07-08,credit_card,710.0,4.94%,945xx,CA,< 1 year,0.0
5000.0,2013-07-09,credit_card,673.0,22.34%,100xx,NY,< 1 year,0.0
20000.0,2013-07-11,debt_consolidation,674.0,56.59%,722xx,AR,< 1 year,0.0
17000.0,2013-07-11,debt_consolidation,643.0,20.47%,891xx,NV,7 years,0.0
35000.0,2013-07-15,debt_consolidation,708.0,72.17%,371xx,TN,< 1 year,0.0
13000.0,2013-07-22,debt_consolidation,603.0,11.96%,778xx,TX,< 1 year,0.0
35000.0,2013-07-24,debt_consolidation,658.0,37.89%,473xx,IN,< 1 year,0.0
35000.0,2013-07-24,debt consolidation,700.0,31.94%,367xx,AL,< 1 year,0.0
15000.0,2013-07-24,debt_consolidation,648.0,8.98%,662xx,KS,< 1 year,0.0
7000.0,2013-07-24,credit_card,653.0,23.76%,481xx,MI,< 1 year,0.0
10500.0,2013-07-26,credit_card,663.0,56.91%,857xx,AZ,< 1 year,0.0
7000.0,2013-07-27,other,644.0,21.92%,142xx,NY,< 1 year,0.0
3000.0,2013-07-29,vacation,608.0,15.46%,021xx,MA,< 1 year,0.0
25000.0,2013-07-30,other,613.0,14.67%,770xx,TX,1 year,0.0
2000.0,2013-08-01,major_purchase,552.0,19.85%,752xx,TX,< 1 year,0.0
1000.0,2013-08-06,debt_consolidation,650.0,19.32%,238xx,VA,< 1 year,0.0
3000.0,2013-08-07,car,515.0,3.79%,490xx,MI,< 1 year,0.0
20000.0,2013-08-08,home_improvement,566.0,18.51%,381xx,TN,< 1 year,0.0
5000.0,2013-08-08,debt_consolidation,615.0,15.49%,890xx,NV,< 1 year,0.0
6000.0,2013-08-11,debt_consolidation,603.0,0.56%,968xx,HI,< 1 year,0.0
10000.0,2013-08-16,debt_consolidation,545.0,21.01%,344xx,FL,< 1 year,0.0
35000.0,2013-08-17,home_improvement,799.0,1.56%,631xx,MO,5 years,0.0
20000.0,2013-08-20,debt_consolidation,673.0,23%,377xx,TN,< 1 year,0.0
5000.0,2013-08-21,small_business,698.0,36.21%,492xx,MI,< 1 year,0.0
25000.0,2013-08-22,debt_consolidation,653.0,14.68%,770xx,TX,< 1 year,0.0
5000.0,2013-08-23,other,670.0,38.07%,921xx,CA,5 years,0.0
23000.0,2013-09-05,debt_consolidation,661.0,35.45%,232xx,VA,< 1 year,0.0
5000.0,2013-09-05,debt_consolidation,587.0,6.58%,957xx,CA,< 1 year,0.0
5000.0,2013-09-08,vacation,551.0,91.2%,301xx,GA,< 1 year,0.0
15000.0,2013-09-09,debt_consolidation,643.0,32.54%,381xx,TN,< 1 year,0.0
35000.0,2013-09-09,credit_card,669.0,43.89%,220xx,VA,< 1 year,0.0
30000.0,2013-09-09,debt_consolidation,580.0,3.93%,070xx,NJ,< 1 year,0.0
3000.0,2013-09-09,medical,491.0,1.27%,461xx,IN,< 1 year,0.0
35000.0,2013-09-10,debt_consolidation,581.0,16.62%,605xx,IL,< 1 year,0.0
10000.0,2013-09-10,debt_consolidation,644.0,24.83%,328xx,FL,< 1 year,0.0
1000.0,2013-09-13,medical,542.0,11.54%,652xx,MO,< 1 year,0.0
35000.0,2013-09-13,debt_consolidation,696.0,74.36%,027xx,MA,< 1 year,0.0
1000.0,2013-09-16,other,582.0,3.87%,356xx,AL,10+ years,0.0
5500.0,2013-09-22,debt_consolidation,504.0,18.43%,611xx,IL,< 1 year,0.0
32000.0,2013-09-23,Credit card refinancing,746.0,27.69%,136xx,NY,10+ years,0.0
7000.0,2013-09-26,home_improvement,0.0,0%,190xx,PA,< 1 year,0.0
10000.0,2013-10-04,credit_card,620.0,17.54%,462xx,IN,< 1 year,0.0
20000.0,2013-10-08,credit_card,705.0,37.35%,201xx,VA,< 1 year,0.0
10000.0,2013-10-11,car,653.0,33.51%,607xx,IL,< 1 year,0.0
2000.0,2013-10-14,other,663.0,1.2%,630xx,MO,< 1 year,0.0
20000.0,2013-10-15,debt_consolidation,676.0,52.79%,312xx,GA,< 1 year,0.0
16000.0,2013-10-15,credit_card,692.0,56.17%,141xx,NY,< 1 year,0.0
5000.0,2013-10-15,other,645.0,10.68%,323xx,FL,< 1 year,0.0
5000.0,2013-10-18,other,454.0,2.47%,245xx,VA,3 years,0.0
1400.0,2013-10-20,credit_card,0.0,0%,361xx,AL,< 1 year,0.0
1000.0,2013-10-21,other,497.0,24.29%,622xx,IL,< 1 year,0.0
2500.0,2013-10-24,credit_card,671.0,40.89%,903xx,CA,< 1 year,0.0
25000.0,2013-10-25,debt_consolidation,633.0,24.14%,315xx,GA,< 1 year,0.0
15000.0,2013-10-30,debt_consolidation,626.0,15.25%,105xx,NY,< 1 year,0.0
5000.0,2013-10-30,other,580.0,2.42%,232xx,VA,< 1 year,0.0
5000.0,2013-10-31,home_improvement,549.0,31.3%,631xx,MO,< 1 year,0.0
35000.0,2013-11-08,debt_consolidation,650.0,165.54%,217xx,MD,,0.0
25000.0,2013-11-09,debt_consolidation,709.0,37.62%,373xx,TN,< 1 year,0.0
3500.0,2013-11-12,major_purchase,700.0,4.38%,285xx,NC,5 years,0.0
1000.0,2013-11-19,Other,781.0,22.8%,333xx,FL,2 years,0.0
35000.0,2013-12-06,KingmanLoan,652.0,12.81%,015xx,MA,10+ years,0.0
20000.0,2013-12-07,credit_card,633.0,33.2%,234xx,VA,< 1 year,0.0
10000.0,2013-12-09,credit_card,503.0,9.29%,604xx,IL,< 1 year,0.0
5000.0,2013-12-09,other,569.0,20.77%,402xx,KY,10+ years,0.0
25000.0,2013-12-10,debt_consolidation,633.0,22.22%,775xx,TX,< 1 year,0.0
2500.0,2013-12-12,debt_consolidation,605.0,14.93%,307xx,GA,< 1 year,0.0
20000.0,2013-12-12,debt_consolidation,644.0,24.46%,141xx,NY,10+ years,0.0
35000.0,2013-12-13,debt_consolidation,639.0,42.55%,711xx,LA,< 1 year,0.0
30000.0,2013-12-13,debt_consolidation,686.0,40.52%,781xx,TX,< 1 year,0.0
1500.0,2013-12-14,medical,624.0,52.62%,291xx,SC,< 1 year,0.0
35000.0,2013-12-15,debt_consolidation,848.0,41.62%,967xx,HI,< 1 year,0.0
1500.0,2013-12-16,other,681.0,26.85%,770xx,TX,5 years,0.0
10000.0,2013-12-18,moving,501.0,18.63%,356xx,AL,10+ years,0.0
10000.0,2013-12-23,Other,658.0,15.1%,631xx,MO,10+ years,0.0
12000.0,2013-12-23,debt_consolidation,617.0,70.63%,773xx,TX,< 1 year,0.0
25000.0,2013-12-26,credit_card,600.0,20.34%,379xx,TN,< 1 year,0.0
35000.0,2013-12-27,debt_consolidation,619.0,85.98%,633xx,MO,< 1 year,0.0
20000.0,2013-12-27,colledge tuition,661.0,3.99%,104xx,NY,5 years,0.0
35000.0,2013-12-28,debt_consolidation,710.0,35.63%,142xx,NY,< 1 year,0.0
4000.0,2013-12-28,Moving and relocation,623.0,0.11%,927xx,CA,10+ years,0.0
10000.0,2013-12-30,debt_consolidation,501.0,2.55%,065xx,CT,10+ years,0.0
35000.0,2014-01-01,debt_consolidation,702.0,39.96%,441xx,OH,< 1 year,0.0
2500.0,2014-01-07,other,,0%,120xx,NY,< 1 year,0.0
8500.0,2014-01-07,debt_consolidation,644.0,28.57%,756xx,TX,< 1 year,0.0
5000.0,2014-01-08,home_improvement,638.0,32.07%,602xx,IL,10+ years,0.0
15000.0,2014-01-11,debt_consolidation,624.0,9.6%,088xx,NJ,< 1 year,0.0
35000.0,2014-01-14,other,679.0,46.27%,785xx,TX,< 1 year,0.0
10000.0,2014-01-18,debt_consolidation,720.0,8.72%,140xx,NY,< 1 year,0.0
1000.0,2014-01-20,other,,-1%,012xx,MA,< 1 year,0.0
10000.0,2014-01-21,debt_consolidation,681.0,7.68%,128xx,NY,< 1 year,0.0
1500.0,2014-01-21,small_business,683.0,29.84%,740xx,OK,< 1 year,0.0
3000.0,2014-01-22,Debt consolidation,639.0,24.14%,402xx,KY,10+ years,0.0
8000.0,2014-01-22,debt_consolidation,670.0,12.85%,723xx,AR,< 1 year,0.0
15000.0,2014-01-23,Debt consolidation,668.0,15.51%,294xx,SC,6 years,0.0
3000.0,2014-01-23,car,554.0,4%,330xx,FL,< 1 year,0.0
35000.0,2014-01-23,credit_card,561.0,21.7%,109xx,NY,< 1 year,0.0
10000.0,2014-01-24,credit_card,671.0,12.19%,470xx,IN,< 1 year,0.0
3000.0,2014-01-24,car,681.0,6.99%,916xx,CA,< 1 year,0.0
1000.0,2014-01-24,medical,522.0,2.46%,931xx,CA,< 1 year,0.0
15000.0,2014-01-27,Debt consolidation,634.0,4.92%,960xx,CA,10+ years,0.0
12000.0,2014-01-30,Debt consolidation,685.0,27.66%,230xx,VA,10+ years,0.0
1000.0,2014-01-30,major_purchase,615.0,-1%,654xx,MO,< 1 year,0.0
4000.0,2014-01-30,debt_consolidation,607.0,15.23%,300xx,GA,< 1 year,0.0
29000.0,2014-01-31,credit_card,647.0,33.48%,322xx,FL,< 1 year,0.0
35000.0,2014-02-03,credit_card,581.0,35.13%,077xx,NJ,< 1 year,0.0
10000.0,2014-02-04,debt_consolidation,503.0,0.89%,541xx,WI,< 1 year,0.0
8000.0,2014-02-11,credit_card,712.0,56.29%,960xx,CA,< 1 year,0.0
4000.0,2014-02-12,credit_card,630.0,37.07%,787xx,TX,< 1 year,0.0
12000.0,2014-02-14,debt_consolidation,692.0,59.1%,880xx,NM,< 1 year,0.0
10000.0,2014-02-16,debt_consolidation,,-1%,410xx,KY,< 1 year,0.0
30000.0,2014-02-17,debt_consolidation,612.0,3.26%,288xx,NC,< 1 year,0.0
20000.0,2014-02-18,debt_consolidation,670.0,52.03%,207xx,MD,< 1 year,0.0
18000.0,2014-02-19,debt_consolidation,671.0,16.74%,760xx,TX,< 1 year,0.0
6000.0,2014-02-20,credit_card,573.0,17.06%,070xx,NJ,< 1 year,0.0
35000.0,2014-02-20,Other,732.0,8.91%,843xx,UT,10+ years,0.0
25000.0,2014-02-21,major_purchase,721.0,41.49%,785xx,TX,< 1 year,0.0
10000.0,2014-02-21,home_improvement,557.0,6%,935xx,CA,< 1 year,0.0
3000.0,2014-03-04,other,501.0,3.42%,775xx,TX,2 years,0.0
25000.0,2014-03-06,major_purchase,673.0,24.27%,561xx,MN,< 1 year,0.0
4500.0,2014-03-07,debt_consolidation,522.0,7.32%,080xx,NJ,< 1 year,0.0
20000.0,2014-03-10,credit_card,,-1%,070xx,NJ,< 1 year,0.0
5000.0,2014-03-12,debt_consolidation,501.0,21.12%,958xx,CA,< 1 year,0.0
32500.0,2014-03-13,small_business,667.0,15.58%,298xx,SC,< 1 year,0.0
25000.0,2014-03-13,debt_consolidation,667.0,42.66%,760xx,TX,< 1 year,0.0
15000.0,2014-03-14,credit_card,651.0,45.47%,852xx,AZ,< 1 year,0.0
3000.0,2014-03-15,other,633.0,0%,919xx,CA,< 1 year,0.0
26000.0,2014-03-15,debt_consolidation,691.0,28.59%,853xx,AZ,< 1 year,0.0
10000.0,2014-03-15,Debt consolidation,641.0,20.8%,452xx,OH,2 years,0.0
15000.0,2014-03-18,debt_consolidation,634.0,15.39%,283xx,NC,< 1 year,0.0
35000.0,2014-03-20,small_business,632.0,34%,080xx,NJ,< 1 year,0.0
35000.0,2014-03-20,credit_card,667.0,4.34%,300xx,GA,< 1 year,0.0
1000.0,2014-03-21,car,636.0,18.16%,730xx,OK,5 years,0.0
2500.0,2014-03-22,major_purchase,539.0,6.2%,175xx,PA,< 1 year,0.0
6000.0,2014-03-22,debt_consolidation,679.0,19.13%,554xx,MN,< 1 year,0.0
35000.0,2014-03-24,credit_card,666.0,72.95%,490xx,MI,< 1 year,0.0
1000.0,2014-03-25,credit_card,643.0,24.88%,460xx,IN,< 1 year,0.0
7200.0,2014-03-25,other,599.0,305.96%,601xx,IL,< 1 year,0.0
25000.0,2014-03-25,debt_consolidation,647.0,25.48%,305xx,GA,< 1 year,0.0
5000.0,2014-03-26,debt_consolidation,645.0,25.53%,432xx,OH,< 1 year,0.0
2000.0,2014-03-27,home_improvement,629.0,46.48%,251xx,WV,< 1 year,0.0
8000.0,2014-03-29,debt_consolidation,647.0,5.92%,303xx,GA,< 1 year,0.0
