Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
19775.0,2018-08-07,Car financing,,100%,919xx,CA,4 years,0.0
6200.0,2018-08-07,Debt consolidation,,24.57%,378xx,TN,< 1 year,0.0
3000.0,2018-08-07,Debt consolidation,,26.44%,550xx,MN,< 1 year,0.0
20000.0,2018-08-07,Credit card refinancing,,35.17%,891xx,NV,< 1 year,0.0
3000.0,2018-08-07,Debt consolidation,,16.63%,107xx,NY,< 1 year,0.0
40000.0,2018-08-07,Debt consolidation,,49.11%,970xx,OR,< 1 year,0.0
10000.0,2018-08-07,Credit card refinancing,,43.66%,193xx,PA,< 1 year,0.0
5000.0,2018-08-07,Credit card refinancing,,100%,703xx,LA,< 1 year,0.0
2000.0,2018-08-07,Other,,29.46%,279xx,NC,2 years,0.0
40000.0,2018-08-07,Other,,28.48%,463xx,IN,< 1 year,0.0
15000.0,2018-08-07,Credit card refinancing,,100%,850xx,AZ,< 1 year,0.0
5000.0,2018-08-07,Debt consolidation,,21.39%,228xx,VA,< 1 year,0.0
10000.0,2018-08-07,Home buying,,100%,113xx,NY,< 1 year,0.0
2000.0,2018-08-07,Other,,8.85%,021xx,MA,< 1 year,0.0
5000.0,2018-08-08,Medical expenses,,22.7%,430xx,OH,< 1 year,0.0
25000.0,2018-08-08,Debt consolidation,,48.65%,681xx,NE,< 1 year,0.0
5000.0,2018-08-08,Major purchase,,20.18%,325xx,FL,< 1 year,0.0
5500.0,2018-08-08,Other,,15.7%,132xx,NY,< 1 year,0.0
25000.0,2018-08-08,Debt consolidation,,15.2%,371xx,TN,< 1 year,0.0
3000.0,2018-08-08,Other,,23.2%,070xx,NJ,< 1 year,0.0
1000.0,2018-08-08,Debt consolidation,,11.7%,113xx,NY,< 1 year,0.0
5000.0,2018-08-08,Debt consolidation,,34.45%,641xx,MO,< 1 year,0.0
5000.0,2018-08-08,Credit card refinancing,,18.63%,711xx,LA,< 1 year,0.0
10000.0,2018-08-08,Credit card refinancing,,11.91%,934xx,CA,< 1 year,0.0
40000.0,2018-08-08,Debt consolidation,,37.52%,495xx,MI,< 1 year,0.0
8500.0,2018-08-08,Debt consolidation,,49.32%,021xx,MA,,0.0
35000.0,2018-08-08,Credit card refinancing,,25.73%,071xx,NJ,< 1 year,0.0
1500.0,2018-08-08,Other,,333.69%,810xx,CO,< 1 year,0.0
10000.0,2018-08-08,Debt consolidation,,61.72%,980xx,WA,< 1 year,0.0
10000.0,2018-08-08,Debt consolidation,,22.88%,667xx,KS,< 1 year,0.0
2500.0,2018-08-08,Debt consolidation,,31.67%,193xx,PA,< 1 year,0.0
40000.0,2018-08-08,Debt consolidation,,6.15%,404xx,KY,< 1 year,0.0
7000.0,2018-08-08,Credit card refinancing,,4.77%,730xx,OK,10+ years,0.0
35000.0,2018-08-08,Credit card refinancing,,46.64%,301xx,GA,< 1 year,0.0
20000.0,2018-08-08,Debt consolidation,,100%,430xx,OH,< 1 year,0.0
1600.0,2018-08-08,Credit card refinancing,,25.55%,142xx,NY,< 1 year,0.0
22500.0,2018-08-08,Credit card refinancing,,34.72%,431xx,OH,< 1 year,0.0
10000.0,2018-08-08,Debt consolidation,,14.82%,853xx,AZ,< 1 year,0.0
10000.0,2018-08-08,Debt consolidation,,25.04%,104xx,NY,< 1 year,0.0
12000.0,2018-08-08,Credit card refinancing,,35.55%,850xx,AZ,< 1 year,0.0
15000.0,2018-08-08,Credit card refinancing,,16.32%,618xx,IL,2 years,0.0
9000.0,2018-08-08,Moving and relocation,,34.02%,782xx,TX,< 1 year,0.0
2000.0,2018-08-09,Credit card refinancing,,17.12%,254xx,WV,,0.0
10500.0,2018-08-09,Moving and relocation,,91.62%,235xx,VA,< 1 year,0.0
5000.0,2018-08-09,Debt consolidation,,159.33%,440xx,OH,< 1 year,0.0
6000.0,2018-08-09,Debt consolidation,,45.22%,548xx,WI,< 1 year,0.0
40000.0,2018-08-09,Other,,34.32%,853xx,AZ,< 1 year,0.0
35000.0,2018-08-09,Credit card refinancing,,82.87%,315xx,GA,,0.0
5000.0,2018-08-09,Credit card refinancing,,18.07%,800xx,CO,< 1 year,0.0
1000.0,2018-08-09,Other,,27.55%,776xx,TX,< 1 year,0.0
18575.0,2018-08-09,Car financing,,100%,338xx,FL,1 year,2.0
5500.0,2018-08-09,Debt consolidation,,31.4%,286xx,NC,< 1 year,0.0
17325.0,2018-08-09,Car financing,,100%,286xx,NC,4 years,0.0
10000.0,2018-08-09,Debt consolidation,,40.62%,802xx,CO,< 1 year,0.0
15000.0,2018-08-09,Debt consolidation,,32.1%,141xx,NY,< 1 year,0.0
20000.0,2018-08-09,Debt consolidation,,38.2%,726xx,AR,,0.0
2000.0,2018-08-09,Other,,21.69%,441xx,OH,< 1 year,0.0
26000.0,2018-08-09,Credit card refinancing,,156.52%,806xx,CO,< 1 year,0.0
15000.0,2018-08-09,Debt consolidation,,100%,190xx,PA,< 1 year,0.0
35000.0,2018-08-09,Debt consolidation,,100%,303xx,GA,< 1 year,0.0
1000.0,2018-08-09,Other,,20.58%,176xx,PA,< 1 year,0.0
2000.0,2018-08-09,Debt consolidation,,18.28%,720xx,AR,< 1 year,0.0
8000.0,2018-08-09,Debt consolidation,,155.73%,891xx,NV,< 1 year,0.0
2500.0,2018-08-09,Other,,18.5%,200xx,DC,< 1 year,0.0
3000.0,2018-08-09,Debt consolidation,,41.42%,325xx,FL,< 1 year,0.0
10000.0,2018-08-09,Credit card refinancing,,23.19%,480xx,MI,< 1 year,0.0
8000.0,2018-08-10,Debt consolidation,,21.95%,152xx,PA,< 1 year,0.0
4000.0,2018-08-10,Debt consolidation,,34.08%,344xx,FL,< 1 year,0.0
35000.0,2018-08-10,Debt consolidation,,20.14%,347xx,FL,< 1 year,0.0
30000.0,2018-08-10,Credit card refinancing,,3.55%,770xx,TX,< 1 year,0.0
12000.0,2018-08-10,Other,,25.19%,142xx,NY,< 1 year,0.0
1000.0,2018-08-10,Other,,11.49%,601xx,IL,< 1 year,0.0
10000.0,2018-08-10,Debt consolidation,,21.37%,934xx,CA,< 1 year,0.0
40000.0,2018-08-10,Other,,8.28%,303xx,GA,< 1 year,0.0
1200.0,2018-08-10,Debt consolidation,,6.86%,380xx,TN,< 1 year,0.0
10000.0,2018-08-10,Debt consolidation,,13.47%,765xx,TX,,0.0
40000.0,2018-08-10,Credit card refinancing,,100%,853xx,AZ,< 1 year,0.0
15000.0,2018-08-10,Debt consolidation,,34.71%,132xx,NY,< 1 year,0.0
7000.0,2018-08-10,Debt consolidation,,72.02%,296xx,SC,< 1 year,0.0
15000.0,2018-08-10,Debt consolidation,,19.45%,947xx,CA,< 1 year,0.0
10000.0,2018-08-10,Debt consolidation,,17.43%,473xx,IN,< 1 year,0.0
35000.0,2018-08-10,Debt consolidation,,100%,717xx,AR,< 1 year,0.0
10000.0,2018-08-10,Credit card refinancing,,100%,431xx,OH,< 1 year,0.0
10000.0,2018-08-10,Debt consolidation,,100%,958xx,CA,< 1 year,0.0
15000.0,2018-08-10,Home buying,,72.5%,730xx,OK,< 1 year,0.0
38000.0,2018-08-10,Debt consolidation,,100%,852xx,AZ,< 1 year,0.0
35000.0,2018-08-11,Debt consolidation,,81.61%,330xx,FL,< 1 year,0.0
20000.0,2018-08-11,Debt consolidation,,13.8%,535xx,WI,< 1 year,0.0
40000.0,2018-08-11,Debt consolidation,,11.57%,945xx,CA,< 1 year,0.0
1500.0,2018-08-11,Debt consolidation,,9.38%,802xx,CO,< 1 year,0.0
20000.0,2018-08-11,Car financing,,16.96%,080xx,NJ,< 1 year,0.0
2500.0,2018-08-11,Debt consolidation,,25.42%,305xx,GA,< 1 year,0.0
15500.0,2018-08-11,Credit card refinancing,,48.8%,906xx,CA,< 1 year,0.0
18000.0,2018-08-11,Credit card refinancing,,19.11%,857xx,AZ,< 1 year,0.0
25000.0,2018-08-11,Debt consolidation,,26.34%,773xx,TX,< 1 year,0.0
40000.0,2018-08-11,Other,,1.32%,117xx,NY,< 1 year,0.0
40000.0,2018-08-11,Vacation,,100%,951xx,CA,< 1 year,0.0
20000.0,2018-08-11,Debt consolidation,,100%,148xx,NY,< 1 year,0.0
5000.0,2018-08-11,Debt consolidation,,24.78%,452xx,OH,< 1 year,0.0
2500.0,2018-08-12,Debt consolidation,,32.77%,403xx,KY,< 1 year,0.0
2500.0,2018-08-12,Other,,23.78%,913xx,CA,< 1 year,0.0
10000.0,2018-08-12,Other,,2.29%,773xx,TX,< 1 year,0.0
30000.0,2018-08-12,Debt consolidation,,59.19%,351xx,AL,< 1 year,0.0
15000.0,2018-08-12,Debt consolidation,,27.69%,633xx,MO,< 1 year,0.0
10800.0,2018-08-12,Car financing,,7.79%,604xx,IL,< 1 year,0.0
15000.0,2018-08-12,Credit card refinancing,,8.6%,060xx,CT,< 1 year,0.0
21500.0,2018-08-12,Car financing,,18.16%,275xx,NC,< 1 year,0.0
5000.0,2018-08-12,Credit card refinancing,,34.32%,806xx,CO,< 1 year,0.0
9000.0,2018-08-12,Other,,15.47%,799xx,TX,< 1 year,0.0
3000.0,2018-08-12,Credit card refinancing,,100%,255xx,WV,< 1 year,0.0
30300.0,2018-08-13,Debt consolidation,,31.8%,937xx,CA,< 1 year,0.0
20000.0,2018-08-13,Debt consolidation,,25.05%,300xx,GA,< 1 year,0.0
15000.0,2018-08-13,Debt consolidation,,34.38%,119xx,NY,< 1 year,0.0
30000.0,2018-08-13,Debt consolidation,,27.87%,681xx,NE,< 1 year,0.0
5000.0,2018-08-13,Business,,4.68%,640xx,MO,< 1 year,0.0
15000.0,2018-08-13,Debt consolidation,,38.24%,161xx,PA,< 1 year,0.0
35000.0,2018-08-13,Credit card refinancing,,18.97%,334xx,FL,5 years,0.0
15000.0,2018-08-13,Car financing,,6.27%,945xx,CA,< 1 year,0.0
40000.0,2018-08-13,Debt consolidation,,49.2%,770xx,TX,< 1 year,0.0
7000.0,2018-08-13,Moving and relocation,,7.49%,640xx,MO,< 1 year,0.0
15000.0,2018-08-13,Credit card refinancing,,29.3%,306xx,GA,< 1 year,0.0
2000.0,2018-08-13,Moving and relocation,,337.5%,940xx,CA,< 1 year,0.0
5000.0,2018-08-13,Debt consolidation,,14.79%,704xx,LA,< 1 year,0.0
10000.0,2018-08-13,Debt consolidation,,5.88%,237xx,VA,< 1 year,0.0
1000.0,2018-08-13,Other,,0.5%,761xx,TX,< 1 year,0.0
15000.0,2018-08-13,Other,,21.17%,799xx,TX,< 1 year,0.0
3200.0,2018-08-13,Car financing,,7.8%,782xx,TX,3 years,0.0
2500.0,2018-08-13,Other,,14.94%,271xx,NC,< 1 year,0.0
5000.0,2018-08-13,Debt consolidation,,19.45%,939xx,CA,< 1 year,0.0
30000.0,2018-08-13,Debt consolidation,,21.96%,667xx,KS,< 1 year,0.0
5000.0,2018-08-13,Home improvement,,862.41%,754xx,TX,< 1 year,0.0
10000.0,2018-08-13,Debt consolidation,,100%,336xx,FL,,0.0
4500.0,2018-08-13,Debt consolidation,,4.36%,900xx,CA,< 1 year,0.0
5000.0,2018-08-13,Debt consolidation,,37.23%,138xx,NY,< 1 year,0.0
7000.0,2018-08-13,Debt consolidation,,39.8%,974xx,OR,< 1 year,0.0
15000.0,2018-08-13,Other,,0%,720xx,AR,< 1 year,0.0
5000.0,2018-08-13,Other,,24.58%,484xx,MI,,0.0
10000.0,2018-08-14,Debt consolidation,,11.16%,440xx,OH,< 1 year,0.0
5000.0,2018-08-14,Credit card refinancing,,49.62%,544xx,WI,< 1 year,0.0
6700.0,2018-08-14,Moving and relocation,,6.55%,461xx,IN,3 years,0.0
3775.0,2018-08-14,Other,,15.66%,191xx,PA,< 1 year,0.0
6000.0,2018-08-14,Debt consolidation,,46.93%,917xx,CA,< 1 year,0.0
10000.0,2018-08-14,Other,,2.54%,751xx,TX,< 1 year,0.0
35000.0,2018-08-14,Credit card refinancing,,20.24%,301xx,GA,< 1 year,0.0
10000.0,2018-08-14,Credit card refinancing,,2.38%,805xx,CO,< 1 year,0.0
7500.0,2018-08-14,Debt consolidation,,20.11%,276xx,NC,< 1 year,0.0
25000.0,2018-08-14,Debt consolidation,,44.02%,190xx,PA,< 1 year,0.0
20000.0,2018-08-14,Major purchase,,4.37%,945xx,CA,< 1 year,0.0
10000.0,2018-08-14,Home buying,,11.63%,870xx,NM,< 1 year,0.0
26300.0,2018-08-14,Car financing,,100%,560xx,MN,10+ years,0.0
9000.0,2018-08-14,Credit card refinancing,,6.6%,371xx,TN,< 1 year,0.0
1500.0,2018-08-14,Other,,5.56%,068xx,CT,< 1 year,0.0
15000.0,2018-08-14,Credit card refinancing,,31.05%,920xx,CA,< 1 year,0.0
7000.0,2018-08-14,Debt consolidation,,5.6%,801xx,CO,< 1 year,0.0
10000.0,2018-08-14,Debt consolidation,,100%,201xx,VA,< 1 year,0.0
7500.0,2018-08-14,Debt consolidation,,9.2%,151xx,PA,< 1 year,0.0
10000.0,2018-08-14,Other,,15.82%,774xx,TX,< 1 year,0.0
10500.0,2018-08-14,Debt consolidation,,41.2%,291xx,SC,< 1 year,0.0
35000.0,2018-08-14,Home buying,,13.25%,120xx,NY,< 1 year,0.0
1000.0,2018-08-14,Other,,81.38%,917xx,CA,< 1 year,0.0
10000.0,2018-08-14,Credit card refinancing,,36.68%,423xx,KY,< 1 year,0.0
34500.0,2018-08-15,Major purchase,,2.79%,910xx,CA,< 1 year,0.0
40000.0,2018-08-15,Business,,53.29%,392xx,MS,< 1 year,0.0
20000.0,2018-08-15,Credit card refinancing,,31.01%,463xx,IN,< 1 year,0.0
25000.0,2018-08-15,Home improvement,,509.38%,741xx,OK,< 1 year,0.0
12000.0,2018-08-15,Other,,18.22%,301xx,GA,< 1 year,0.0
5000.0,2018-08-15,Vacation,,32.7%,104xx,NY,< 1 year,0.0
35000.0,2018-08-15,Major purchase,,10.08%,452xx,OH,< 1 year,0.0
25000.0,2018-08-15,Debt consolidation,,25.92%,708xx,LA,< 1 year,0.0
10000.0,2018-08-15,Credit card refinancing,,30.7%,891xx,NV,< 1 year,0.0
8000.0,2018-08-15,Car financing,,7.05%,997xx,AK,4 years,0.0
5000.0,2018-08-15,Other,,21.44%,403xx,KY,< 1 year,0.0
5000.0,2018-08-15,Other,,0.55%,852xx,AZ,< 1 year,0.0
25000.0,2018-08-15,Debt consolidation,,54.2%,470xx,IN,< 1 year,0.0
11000.0,2018-08-15,Home buying,,0%,853xx,AZ,< 1 year,0.0
8000.0,2018-08-15,Home improvement,,49.8%,386xx,MS,< 1 year,0.0
14000.0,2018-08-15,Debt consolidation,,50.08%,537xx,WI,< 1 year,0.0
2000.0,2018-08-15,Medical expenses,,41.48%,782xx,TX,< 1 year,0.0
20000.0,2018-08-15,Credit card refinancing,,32.45%,983xx,WA,< 1 year,0.0
20000.0,2018-08-15,Debt consolidation,,28.58%,211xx,MD,< 1 year,0.0
2500.0,2018-08-15,Other,544.0,2.12%,342xx,FL,< 1 year,0.0
30000.0,2018-08-15,Other,,8.87%,100xx,NY,< 1 year,0.0
15000.0,2018-08-16,Debt consolidation,,14.23%,280xx,NC,< 1 year,0.0
15000.0,2018-08-16,Debt consolidation,,8.37%,657xx,MO,< 1 year,0.0
14000.0,2018-08-16,Debt consolidation,,99.28%,014xx,MA,< 1 year,0.0
25000.0,2018-08-16,Debt consolidation,,23.02%,788xx,TX,< 1 year,0.0
5000.0,2018-08-16,Home improvement,,22.56%,922xx,CA,< 1 year,0.0
20000.0,2018-08-16,Debt consolidation,,25.64%,186xx,PA,< 1 year,0.0
10000.0,2018-08-16,Other,,14.73%,135xx,NY,< 1 year,0.0
1000.0,2018-08-16,Other,,5.92%,297xx,SC,< 1 year,0.0
8000.0,2018-08-16,Debt consolidation,,8.29%,217xx,MD,< 1 year,0.0
5000.0,2018-08-16,Other,,18.8%,071xx,NJ,5 years,0.0
35000.0,2018-08-16,Debt consolidation,,100%,444xx,OH,< 1 year,0.0
6000.0,2018-08-16,Credit card refinancing,,43.45%,028xx,RI,< 1 year,0.0
10000.0,2018-08-16,Debt consolidation,,17.3%,441xx,OH,< 1 year,0.0
10000.0,2018-08-16,Debt consolidation,,25.98%,209xx,MD,< 1 year,0.0
10000.0,2018-08-16,Credit card refinancing,,13.9%,937xx,CA,< 1 year,0.0
5000.0,2018-08-16,Credit card refinancing,,20.4%,855xx,AZ,< 1 year,0.0
10000.0,2018-08-16,Credit card refinancing,,9.78%,900xx,CA,3 years,0.0
5000.0,2018-08-16,Other,,32.64%,952xx,CA,< 1 year,0.0
2000.0,2018-08-16,Debt consolidation,,36.6%,606xx,IL,< 1 year,0.0
32550.0,2018-08-16,Car financing,,100%,409xx,KY,,0.0
5500.0,2018-08-16,Credit card refinancing,,32.7%,170xx,PA,< 1 year,0.0
6000.0,2018-08-16,Credit card refinancing,,25.96%,323xx,FL,< 1 year,0.0
10000.0,2018-08-16,Credit card refinancing,,43.3%,945xx,CA,< 1 year,0.0
10000.0,2018-08-16,Credit card refinancing,,34.52%,229xx,VA,< 1 year,0.0
4000.0,2018-08-16,Debt consolidation,,12.43%,350xx,AL,< 1 year,0.0
10000.0,2018-08-17,Debt consolidation,,13.93%,441xx,OH,< 1 year,0.0
20000.0,2018-08-17,Home buying,,10.27%,762xx,TX,< 1 year,0.0
2000.0,2018-08-17,Other,,100%,296xx,SC,< 1 year,0.0
9500.0,2018-08-17,Other,,8.5%,198xx,DE,< 1 year,0.0
17500.0,2018-08-17,Credit card refinancing,,30.75%,556xx,MN,< 1 year,0.0
8000.0,2018-08-17,Debt consolidation,,24.33%,826xx,WY,< 1 year,0.0
35000.0,2018-08-17,Debt consolidation,,31.24%,995xx,AK,,0.0
35000.0,2018-08-17,Debt consolidation,,18.11%,121xx,NY,< 1 year,0.0
5000.0,2018-08-17,Debt consolidation,,17.8%,275xx,NC,< 1 year,0.0
1000.0,2018-08-17,Other,,100%,301xx,GA,< 1 year,0.0
8000.0,2018-08-17,Debt consolidation,,18.77%,177xx,PA,< 1 year,0.0
11000.0,2018-08-17,Debt consolidation,,46.87%,768xx,TX,< 1 year,0.0
40000.0,2018-08-17,Debt consolidation,,16.36%,956xx,CA,< 1 year,0.0
2500.0,2018-08-17,Debt consolidation,,100%,290xx,SC,< 1 year,0.0
2000.0,2018-08-17,Other,,3.66%,149xx,NY,< 1 year,0.0
10000.0,2018-08-17,Other,,6.95%,335xx,FL,< 1 year,0.0
5000.0,2018-08-17,Credit card refinancing,668.0,31.84%,841xx,UT,< 1 year,0.0
3000.0,2018-08-17,Medical expenses,,100%,954xx,CA,< 1 year,0.0
10000.0,2018-08-17,Debt consolidation,,12.23%,010xx,MA,,0.0
2500.0,2018-08-17,Moving and relocation,612.0,0.81%,103xx,NY,< 1 year,0.0
30000.0,2018-08-17,Car financing,,1.59%,218xx,MD,< 1 year,0.0
19200.0,2018-08-17,Car financing,,100%,479xx,IN,< 1 year,0.0
3500.0,2018-08-17,Debt consolidation,,12.85%,433xx,OH,< 1 year,0.0
2500.0,2018-08-17,Moving and relocation,,19.03%,606xx,IL,< 1 year,0.0
1000.0,2018-08-18,Car financing,,100%,482xx,MI,< 1 year,0.0
30000.0,2018-08-18,Other,,12.69%,700xx,LA,< 1 year,0.0
5000.0,2018-08-18,Debt consolidation,,100%,382xx,TN,< 1 year,0.0
5000.0,2018-08-18,Debt consolidation,,38.75%,330xx,FL,< 1 year,0.0
25000.0,2018-08-18,Debt consolidation,,85.04%,785xx,TX,< 1 year,0.0
5000.0,2018-08-18,Debt consolidation,,17.58%,294xx,SC,< 1 year,0.0
2000.0,2018-08-18,Moving and relocation,,22.31%,271xx,NC,< 1 year,0.0
10000.0,2018-08-18,Debt consolidation,,1.74%,068xx,CT,< 1 year,0.0
15000.0,2018-08-18,Other,,1.02%,614xx,IL,< 1 year,0.0
1000.0,2018-08-18,Other,,26%,112xx,NY,,0.0
2000.0,2018-08-18,Other,,1.2%,303xx,GA,< 1 year,0.0
10000.0,2018-08-18,Credit card refinancing,,11.83%,481xx,MI,< 1 year,0.0
10000.0,2018-08-18,Other,,7.99%,368xx,AL,< 1 year,0.0
10000.0,2018-08-18,Home buying,,13.35%,780xx,TX,< 1 year,0.0
18000.0,2018-08-18,Debt consolidation,,33.18%,957xx,CA,< 1 year,0.0
5000.0,2018-08-18,Car financing,662.0,1.5%,752xx,TX,< 1 year,0.0
1000.0,2018-08-18,Other,,18.91%,474xx,IN,< 1 year,0.0
34000.0,2018-08-18,Credit card refinancing,,21.76%,933xx,CA,< 1 year,0.0
3000.0,2018-08-18,Other,,58.24%,731xx,OK,< 1 year,0.0
3700.0,2018-08-18,Credit card refinancing,,100%,275xx,NC,< 1 year,0.0
40000.0,2018-08-18,Business,,2.04%,914xx,CA,< 1 year,0.0
6000.0,2018-08-19,Debt consolidation,,3.92%,954xx,CA,< 1 year,0.0
1000.0,2018-08-19,Other,586.0,40%,761xx,TX,< 1 year,0.0
23000.0,2018-08-19,Debt consolidation,,30.74%,310xx,GA,< 1 year,0.0
13500.0,2018-08-19,Debt consolidation,,29.69%,805xx,CO,< 1 year,0.0
10000.0,2018-08-19,Credit card refinancing,,14.91%,301xx,GA,< 1 year,0.0
35000.0,2018-08-19,Debt consolidation,,100%,934xx,CA,< 1 year,0.0
35000.0,2018-08-19,Debt consolidation,,16.5%,054xx,VT,< 1 year,0.0
10000.0,2018-08-19,Debt consolidation,,44.85%,421xx,KY,< 1 year,0.0
10000.0,2018-08-19,Credit card refinancing,,53%,925xx,CA,< 1 year,0.0
2000.0,2018-08-19,Credit card refinancing,,44.22%,785xx,TX,< 1 year,0.0
10000.0,2018-08-19,Home improvement,,57.65%,182xx,PA,< 1 year,0.0
5700.0,2018-08-19,Credit card refinancing,,48.01%,605xx,IL,< 1 year,0.0
3000.0,2018-08-19,Debt consolidation,,18.07%,410xx,KY,< 1 year,0.0
25000.0,2018-08-19,Major purchase,,5.97%,020xx,MA,< 1 year,0.0
40000.0,2018-08-19,Debt consolidation,,42.32%,952xx,CA,< 1 year,0.0
35000.0,2018-08-19,Other,,15.1%,074xx,NJ,< 1 year,0.0
2000.0,2018-08-19,Debt consolidation,,2.08%,075xx,NJ,,0.0
1500.0,2018-08-20,Credit card refinancing,,20.78%,296xx,SC,< 1 year,0.0
6000.0,2018-08-20,Debt consolidation,,22.48%,124xx,NY,< 1 year,0.0
10000.0,2018-08-20,Debt consolidation,,43.59%,785xx,TX,< 1 year,0.0
40000.0,2018-08-20,Debt consolidation,,26.72%,773xx,TX,< 1 year,0.0
6000.0,2018-08-20,Other,,98.38%,681xx,NE,< 1 year,0.0
20000.0,2018-08-20,Debt consolidation,,19.55%,104xx,NY,< 1 year,0.0
30000.0,2018-08-20,Debt consolidation,,27.28%,238xx,VA,< 1 year,0.0
2000.0,2018-08-20,Debt consolidation,,25.29%,328xx,FL,< 1 year,0.0
3000.0,2018-08-20,Medical expenses,,31.83%,130xx,NY,< 1 year,0.0
5000.0,2018-08-20,Credit card refinancing,,8.52%,018xx,MA,< 1 year,0.0
40000.0,2018-08-20,Debt consolidation,,37.6%,386xx,MS,< 1 year,0.0
3000.0,2018-08-20,Car financing,,0%,011xx,MA,< 1 year,0.0
5000.0,2018-08-20,Home buying,,0.5%,349xx,FL,,0.0
1000.0,2018-08-20,Credit card refinancing,,5.32%,218xx,MD,< 1 year,0.0
10000.0,2018-08-20,Major purchase,,36.31%,444xx,OH,< 1 year,0.0
2000.0,2018-08-20,Other,,73.59%,371xx,TN,< 1 year,0.0
35000.0,2018-08-20,Other,,7.31%,750xx,TX,< 1 year,0.0
5500.0,2018-08-20,Debt consolidation,,14.51%,688xx,NE,< 1 year,0.0
20000.0,2018-08-20,Other,,100%,975xx,OR,< 1 year,0.0
15000.0,2018-08-20,Credit card refinancing,,1.23%,100xx,NY,< 1 year,0.0
25000.0,2018-08-20,Debt consolidation,,38.84%,317xx,GA,< 1 year,0.0
15000.0,2018-08-20,Debt consolidation,,2.34%,331xx,FL,< 1 year,0.0
5000.0,2018-08-21,Other,,2.37%,207xx,MD,5 years,0.0
6000.0,2018-08-21,Debt consolidation,,4.3%,986xx,WA,< 1 year,0.0
15000.0,2018-08-21,Business,,58.37%,563xx,MN,< 1 year,0.0
20000.0,2018-08-21,Car financing,,100%,146xx,NY,< 1 year,0.0
5000.0,2018-08-21,Debt consolidation,,10.29%,285xx,NC,< 1 year,0.0
10000.0,2018-08-21,Credit card refinancing,,12.4%,752xx,TX,< 1 year,0.0
25000.0,2018-08-21,Credit card refinancing,,13.82%,760xx,TX,< 1 year,0.0
5500.0,2018-08-21,Debt consolidation,,16.7%,662xx,KS,< 1 year,0.0
4500.0,2018-08-21,Credit card refinancing,,10.03%,331xx,FL,< 1 year,0.0
10000.0,2018-08-21,Home buying,,23.66%,374xx,TN,1 year,0.0
2000.0,2018-08-21,Other,,41.77%,537xx,WI,< 1 year,0.0
12500.0,2018-08-21,Credit card refinancing,,39.4%,064xx,CT,< 1 year,0.0
15000.0,2018-08-21,Credit card refinancing,,22.36%,601xx,IL,< 1 year,0.0
5000.0,2018-08-21,Debt consolidation,,2.92%,027xx,MA,< 1 year,0.0
15000.0,2018-08-21,Debt consolidation,,76.67%,571xx,SD,< 1 year,0.0
20000.0,2018-08-21,Debt consolidation,,43.1%,773xx,TX,< 1 year,0.0
18000.0,2018-08-21,Car financing,,0%,926xx,CA,< 1 year,0.0
2500.0,2018-08-21,Debt consolidation,,100%,396xx,MS,< 1 year,0.0
25000.0,2018-08-21,Home buying,,100%,312xx,GA,< 1 year,0.0
15000.0,2018-08-21,Credit card refinancing,,6.92%,114xx,NY,< 1 year,0.0
5000.0,2018-08-21,Car financing,579.0,0.05%,271xx,NC,2 years,0.0
40000.0,2018-08-21,Debt consolidation,,22.45%,604xx,IL,< 1 year,0.0
10000.0,2018-08-21,Debt consolidation,,30.42%,940xx,CA,< 1 year,0.0
15000.0,2018-08-21,Other,,28.66%,216xx,MD,< 1 year,0.0
3000.0,2018-08-22,Debt consolidation,,20.28%,853xx,AZ,< 1 year,0.0
1500.0,2018-08-22,Other,,1.2%,307xx,GA,< 1 year,0.0
1000.0,2018-08-22,Debt consolidation,,896%,714xx,LA,< 1 year,0.0
5000.0,2018-08-22,Debt consolidation,,6.17%,121xx,NY,< 1 year,0.0
10000.0,2018-08-22,Debt consolidation,,27.18%,662xx,KS,< 1 year,0.0
22000.0,2018-08-22,Debt consolidation,,100%,088xx,NJ,< 1 year,0.0
15000.0,2018-08-22,Debt consolidation,,21.39%,199xx,DE,< 1 year,0.0
35000.0,2018-08-22,Debt consolidation,,39.16%,117xx,NY,< 1 year,0.0
40000.0,2018-08-22,Debt consolidation,,6.55%,600xx,IL,3 years,0.0
10000.0,2018-08-22,Debt consolidation,,13.6%,750xx,TX,< 1 year,0.0
22000.0,2018-08-22,Debt consolidation,,53.48%,293xx,SC,< 1 year,0.0
5000.0,2018-08-22,Other,,48.09%,980xx,WA,< 1 year,0.0
10000.0,2018-08-22,Home buying,,4.14%,088xx,NJ,< 1 year,0.0
2600.0,2018-08-22,Other,,28.2%,183xx,PA,4 years,0.0
20000.0,2018-08-22,Debt consolidation,,14.84%,809xx,CO,< 1 year,0.0
27225.0,2018-08-22,Car financing,,100%,606xx,IL,8 years,0.0
4800.0,2018-08-22,Moving and relocation,,2.6%,895xx,NV,< 1 year,0.0
5000.0,2018-08-22,Debt consolidation,,20.21%,494xx,MI,< 1 year,0.0
40000.0,2018-08-22,Credit card refinancing,,5.94%,900xx,CA,7 years,0.0
5000.0,2018-08-22,Debt consolidation,,11.24%,852xx,AZ,< 1 year,0.0
2000.0,2018-08-22,Other,,30.25%,781xx,TX,< 1 year,0.0
3000.0,2018-08-22,Other,,2.21%,776xx,TX,,0.0
