68593616,Unnamed: 1,28000.0,28000.0.1,28000.0.2, 60 months,8.49,574.33,B,B1,Client Service Manager,1 year,MORTGAGE,75000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68593616,Unnamed: 19,debt_consolidation,Debt consolidation,301xx,GA,24.83,0.0,Jan-2004,685.0,689.0,0.0.1,29.0,Unnamed: 31,16.0,0.0.2,18002.0,72.0,23.0,w,0.0.3,0.0.4,32339.7724681812,32339.77,28000.0.3,4339.77,0.0.5,0.0.6,0.0.7,Apr-2018,17440.21,Unnamed: 49,Jul-2018,694.0,690.0,0.0.8,Unnamed: 54,1.0,Individual,Unnamed: 57,Unnamed: 58,Unnamed: 59,0.0.9,428.0,365724.0,0.0.10,4.0,1.0.1,1.0.2,10.0,63294.0,74.0,1.0.3,1.0.4,7762.0,74.0.1,25000.0,6.0,1.0.5,6.0.1,3.0,22858.0,1024.0,91.8,0.0.11,0.0.12,143.0,101.0,8.0,8.0.1,3.0.1,27.0,Unnamed: 90,0.0.13,29.0.1,0.0.14,4.0.1,10.0.1,4.0.2,5.0,8.0.2,10.0.2,12.0,10.0.3,16.0.1,0.0.15,0.0.16,0.0.17,2.0,95.7,75.0,0.0.18,0.0.19,406511.0,81296.0,12500.0,85509.0,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,N,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Cash,N.1,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150
77459537,,10000.0,10000.0,10000.0, 60 months,12.99,227.48,C,C2,Trader,9 years,MORTGAGE,100000.0,Source Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77459537,,debt_consolidation,Debt consolidation,606xx,IL,18.44,0.0,Jan-1995,700.0,704.0,0.0,70.0,,15.0,0.0,46149.0,68.3,30.0,w,4959.94,4959.94,7954.58,7954.58,5040.06,2914.52,0.0,0.0,0.0,Mar-2019,227.48,Apr-2019,Mar-2019,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,445697.0,1.0,1.0,0.0,1.0,15.0,13980.0,86.0,2.0,5.0,18651.0,74.0,67600.0,0.0,3.0,0.0,8.0,34284.0,20651.0,69.1,0.0,0.0,143.0,184.0,1.0,1.0,2.0,1.0,,17.0,,0.0,7.0,7.0,8.0,13.0,4.0,9.0,17.0,7.0,15.0,0.0,0.0,0.0,2.0,96.7,62.5,0.0,0.0,481321.0,67627.0,66800.0,16229.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76393905,,20000.0,20000.0,20000.0, 36 months,9.16,637.49,B,B2,Chief Psychiatrist,< 1 year,MORTGAGE,210000.0,Source Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76393905,,other,Other,856xx,AZ,13.06,0.0,Jan-1983,760.0,764.0,0.0,,,12.0,0.0,7358.0,48.4,20.0,w,634.68,634.68,22301.97,22301.97,19365.32,2936.65,0.0,0.0,0.0,Mar-2019,637.49,Apr-2019,Mar-2019,824.0,820.0,0.0,,1.0,Individual,,,,0.0,0.0,458573.0,1.0,8.0,1.0,2.0,9.0,149794.0,125.0,1.0,2.0,1328.0,108.0,15200.0,0.0,7.0,1.0,4.0,41688.0,1672.0,44.3,0.0,0.0,308.0,130.0,4.0,4.0,1.0,4.0,,12.0,,0.0,1.0,2.0,1.0,1.0,13.0,2.0,5.0,2.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,474661.0,157152.0,3000.0,139814.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78149537,,8400.0,8400.0,8400.0, 36 months,18.25,304.74,D,D3,Superintendent,1 year,RENT,157000.0,Source Verified,Apr-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78149537,,debt_consolidation,Debt consolidation,147xx,NY,21.75,0.0,Mar-1995,710.0,714.0,2.0,,87.0,20.0,1.0,8904.0,21.6,42.0,f,0.0,0.0,9784.5578688872,9784.56,8400.0,1384.56,0.0,0.0,0.0,May-2017,6449.45,,Jul-2017,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,422298.0,3.0,5.0,4.0,4.0,2.0,143757.0,91.0,5.0,7.0,3027.0,63.0,41200.0,1.0,8.0,13.0,11.0,21115.0,2491.0,69.2,0.0,0.0,138.0,253.0,3.0,2.0,4.0,3.0,,3.0,,0.0,2.0,7.0,3.0,4.0,13.0,14.0,25.0,7.0,20.0,0.0,0.0,0.0,9.0,100.0,33.3,1.0,0.0,489750.0,152661.0,8100.0,168650.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77390963,,5000.0,5000.0,5000.0, 36 months,5.32,150.58,A,A1,Licensed Massage Therapist,10+ years,MORTGAGE,32000.0,Not Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77390963,,debt_consolidation,Debt consolidation,344xx,FL,12.12,0.0,Mar-2002,725.0,729.0,0.0,,,12.0,0.0,10543.0,38.5,29.0,w,0.0,0.0,5415.851174806,5415.85,5000.0,415.85,0.0,0.0,0.0,Feb-2019,598.77,,Feb-2019,824.0,820.0,0.0,,1.0,Individual,,,,0.0,0.0,61284.0,0.0,1.0,0.0,0.0,54.0,2418.0,57.0,2.0,3.0,3413.0,41.0,27400.0,0.0,2.0,0.0,3.0,5107.0,5635.0,57.0,0.0,0.0,169.0,155.0,10.0,10.0,2.0,10.0,,,,0.0,4.0,5.0,5.0,9.0,10.0,10.0,17.0,5.0,12.0,0.0,0.0,0.0,2.0,100.0,20.0,0.0,0.0,86629.0,12961.0,13100.0,4244.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77665241,,11200.0,11200.0,11200.0, 60 months,11.99,249.09,C,C1,Satellite technician ,3 years,MORTGAGE,50000.0,Not Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77665241,,debt_consolidation,Debt consolidation,452xx,OH,17.71,0.0,May-2006,670.0,674.0,0.0,,60.0,9.0,1.0,7396.0,65.5,18.0,w,5421.79,5421.79,8753.23,8753.23,5778.21,2975.02,0.0,0.0,0.0,Mar-2019,249.09,Apr-2019,Mar-2019,594.0,590.0,0.0,,1.0,Individual,,,,0.0,0.0,118206.0,1.0,2.0,1.0,3.0,11.0,13554.0,55.0,3.0,7.0,2650.0,58.0,11300.0,1.0,5.0,1.0,10.0,13134.0,2595.0,70.2,0.0,0.0,46.0,119.0,4.0,4.0,1.0,4.0,,8.0,,0.0,3.0,4.0,4.0,7.0,4.0,6.0,13.0,4.0,9.0,0.0,0.0,0.0,4.0,100.0,50.0,1.0,0.0,147418.0,20950.0,8700.0,24778.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77351728,,12000.0,12000.0,12000.0, 60 months,19.53,314.8,D,D5,Lead Machinist,4 years,MORTGAGE,65000.0,Verified,Apr-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77351728,,credit_card,Credit card refinancing,564xx,MN,17.9,0.0,Jan-2002,710.0,714.0,1.0,49.0,,10.0,0.0,5933.0,25.2,15.0,w,0.0,0.0,6584.76,6584.76,2963.28,3621.48,0.0,0.0,0.0,Feb-2018,314.8,,Nov-2018,499.0,0.0,0.0,49.0,1.0,Individual,,,,0.0,0.0,102038.0,3.0,3.0,3.0,4.0,7.0,51730.0,89.0,3.0,4.0,3693.0,71.0,23500.0,1.0,0.0,5.0,9.0,10204.0,4841.0,53.0,0.0,0.0,171.0,32.0,2.0,2.0,1.0,2.0,,5.0,,1.0,3.0,4.0,3.0,3.0,9.0,5.0,5.0,4.0,10.0,0.0,0.0,0.0,7.0,93.3,33.3,0.0,0.0,127200.0,57663.0,10300.0,58200.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77501134,,12600.0,12600.0,12600.0, 60 months,25.88,376.36,F,F4,Police officer,10+ years,MORTGAGE,80200.0,Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77501134,,home_improvement,Home improvement,430xx,OH,13.17,0.0,Feb-2004,685.0,689.0,2.0,,,13.0,0.0,16828.0,77.9,18.0,w,0.0,0.0,15484.2277242235,15484.23,12600.0,2865.41,18.82,0.0,0.0,May-2017,68.19,,Mar-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,148938.0,2.0,2.0,2.0,2.0,4.0,11289.0,93.0,3.0,3.0,4822.0,83.0,21600.0,3.0,1.0,10.0,5.0,11457.0,1736.0,86.0,0.0,0.0,66.0,134.0,4.0,4.0,1.0,9.0,,0.0,,0.0,5.0,9.0,5.0,5.0,3.0,10.0,14.0,9.0,13.0,0.0,0.0,0.0,5.0,100.0,80.0,0.0,0.0,190960.0,28117.0,12400.0,12137.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77531009,,22400.0,22400.0,22400.0, 36 months,12.99,754.64,C,C2,Brand Ambassador,2 years,RENT,100000.0,Source Verified,Apr-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77531009,,credit_card,Credit card refinancing,104xx,NY,23.88,0.0,Dec-2007,685.0,689.0,0.0,72.0,,8.0,0.0,19083.0,86.3,19.0,f,0.0,0.0,9460.93,9460.93,5948.81,2319.9,0.0,1192.22,214.5995999869,Mar-2017,754.64,,Jul-2018,519.0,515.0,0.0,,1.0,Individual,,,,0.0,0.0,62322.0,0.0,2.0,1.0,1.0,9.0,35778.0,54.0,2.0,2.0,8710.0,64.0,22100.0,0.0,0.0,4.0,3.0,7790.0,3017.0,86.3,0.0,0.0,100.0,92.0,8.0,8.0,0.0,8.0,,8.0,,0.0,4.0,4.0,4.0,5.0,13.0,4.0,5.0,4.0,8.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,97134.0,62322.0,22100.0,66247.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77051516,,15600.0,15600.0,15600.0, 60 months,19.53,409.24,D,D5,Maintenance Supervisor,4 years,MORTGAGE,88000.0,Source Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77051516,,debt_consolidation,Debt consolidation,894xx,NV,29.11,0.0,Aug-2006,720.0,724.0,1.0,32.0,,7.0,0.0,21.0,0.5,19.0,w,8047.86,8047.86,14556.47,14556.47,7552.14,7004.33,0.0,0.0,0.0,Mar-2019,409.24,Apr-2019,Mar-2019,529.0,525.0,0.0,,1.0,Individual,,,,0.0,0.0,358322.0,1.0,2.0,3.0,4.0,2.0,95423.0,96.0,0.0,0.0,21.0,89.0,4300.0,5.0,6.0,8.0,5.0,51189.0,4279.0,0.5,0.0,0.0,116.0,107.0,43.0,2.0,1.0,43.0,,0.0,,0.0,1.0,1.0,3.0,5.0,13.0,3.0,5.0,1.0,7.0,0.0,0.0,0.0,4.0,94.7,0.0,0.0,0.0,367427.0,95444.0,4300.0,97662.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77339254,,32000.0,32000.0,32000.0, 36 months,17.27,1145.2,D,D2,MDS Nurse,1 year,OWN,75000.0,Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77339254,,other,Other,482xx,MI,3.5,3.0,Nov-1986,690.0,694.0,1.0,14.0,,19.0,0.0,5823.0,25.5,31.0,f,1137.53,1137.53,40020.6,40020.6,30862.47,9158.13,0.0,0.0,0.0,Mar-2019,1145.2,Apr-2019,Mar-2019,599.0,595.0,0.0,14.0,1.0,Individual,,,,0.0,1566.0,49821.0,2.0,0.0,0.0,0.0,34.0,0.0,,3.0,4.0,2612.0,30.0,22800.0,0.0,3.0,2.0,4.0,3559.0,1388.0,65.3,0.0,0.0,153.0,353.0,1.0,1.0,1.0,1.0,,3.0,23.0,2.0,1.0,6.0,2.0,4.0,5.0,15.0,22.0,6.0,19.0,0.0,0.0,1.0,3.0,83.9,50.0,0.0,0.0,100235.0,8233.0,4000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77561596,,14000.0,14000.0,14000.0, 60 months,9.16,291.71,B,B2,Courier,10+ years,OWN,60000.0,Source Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77561596,,debt_consolidation,,983xx,WA,9.66,0.0,Mar-2008,690.0,694.0,0.0,55.0,,5.0,0.0,12292.0,65.4,10.0,w,6615.95,6615.95,10171.09,10171.09,7384.05,2787.04,0.0,0.0,0.0,Mar-2019,291.71,Apr-2019,Mar-2019,744.0,740.0,0.0,55.0,1.0,Joint App,60000.0,12.84,Not Verified,0.0,0.0,298749.0,0.0,1.0,0.0,0.0,67.0,386.0,3.0,1.0,2.0,4265.0,42.0,18800.0,0.0,4.0,0.0,3.0,59750.0,1735.0,71.1,0.0,0.0,83.0,91.0,12.0,12.0,4.0,91.0,,14.0,,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,0.0,320198.0,12678.0,6000.0,11742.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77675256,,6650.0,6650.0,6650.0, 36 months,11.99,220.85,C,C1,Attendent,5 years,MORTGAGE,21000.0,Source Verified,Apr-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77675256,,debt_consolidation,Debt consolidation,450xx,OH,18.46,0.0,Apr-2005,690.0,694.0,0.0,,97.0,11.0,1.0,4770.0,35.1,16.0,f,0.0,0.0,7734.0684503116,7734.07,6650.0,1084.07,0.0,0.0,0.0,Mar-2018,3105.08,,Feb-2019,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,4770.0,0.0,0.0,0.0,0.0,50.0,0.0,,1.0,6.0,1303.0,35.0,13600.0,0.0,0.0,0.0,6.0,434.0,5442.0,42.7,0.0,0.0,119.0,132.0,11.0,11.0,0.0,14.0,,15.0,,0.0,6.0,11.0,6.0,6.0,3.0,11.0,13.0,11.0,11.0,0.0,0.0,0.0,1.0,100.0,33.3,1.0,0.0,13600.0,4770.0,9500.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76449604,,24000.0,24000.0,23750.0, 36 months,12.99,808.54,C,C2,President,1 year,RENT,61000.0,Source Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76449604,,small_business,,921xx,CA,23.53,0.0,Nov-2002,735.0,739.0,0.0,,,8.0,0.0,18479.0,35.1,18.0,f,802.67,794.31,28264.26,27969.84,23197.33,5066.93,0.0,0.0,0.0,Mar-2019,808.54,Apr-2019,Mar-2019,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,29847.0,0.0,2.0,1.0,2.0,7.0,11368.0,37.0,1.0,5.0,16801.0,36.0,52600.0,2.0,0.0,2.0,7.0,3731.0,25021.0,40.3,0.0,0.0,109.0,161.0,10.0,7.0,0.0,13.0,,7.0,,0.0,2.0,4.0,3.0,4.0,9.0,6.0,9.0,4.0,8.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,83663.0,29847.0,41900.0,31063.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77429833,,20000.0,20000.0,20000.0, 60 months,12.99,454.96,C,C2,Regional CFPB Manager,10+ years,RENT,90000.0,Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77429833,,credit_card,Credit card refinancing,980xx,WA,8.77,0.0,Aug-2007,695.0,699.0,0.0,,,3.0,0.0,11600.0,87.2,6.0,f,11795.29,11795.29,14157.89,14157.89,8204.71,5953.18,0.0,0.0,0.0,Mar-2019,454.96,Apr-2019,Mar-2019,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,23402.0,0.0,1.0,1.0,1.0,9.0,11802.0,75.0,0.0,0.0,8444.0,81.0,13300.0,1.0,0.0,2.0,1.0,7801.0,1700.0,87.2,0.0,0.0,72.0,104.0,95.0,9.0,0.0,98.0,,9.0,,0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,29036.0,23402.0,13300.0,15736.0,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,MEDICAL,COMPLETED,3.0,162.46,Feb-2018,May-2018,Feb-2018,3.0,21.0,Late (16-30 days),487.38,15286.03,268.93,Cash,N,,,,,,
77438012,,14000.0,14000.0,14000.0, 60 months,11.47,307.69,B,B5,Lab Tech,10+ years,MORTGAGE,68000.0,Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77438012,,debt_consolidation,Debt consolidation,921xx,CA,18.43,0.0,Aug-1996,670.0,674.0,1.0,,31.0,16.0,1.0,15152.0,53.0,38.0,f,7053.42,7053.42,10412.06,10412.06,6946.58,3465.48,0.0,0.0,0.0,Mar-2019,307.69,Apr-2019,Mar-2019,659.0,655.0,0.0,31.0,1.0,Individual,,,,0.0,0.0,42459.0,2.0,3.0,0.0,1.0,16.0,27307.0,82.0,3.0,8.0,3786.0,53.0,28410.0,0.0,0.0,1.0,9.0,2653.0,2600.0,91.0,0.0,0.0,91.0,236.0,3.0,3.0,4.0,3.0,,3.0,,0.0,4.0,13.0,8.0,14.0,5.0,13.0,31.0,12.0,16.0,,0.0,0.0,3.0,76.0,100.0,1.0,0.0,61615.0,42459.0,10400.0,33205.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77438661,,30000.0,30000.0,30000.0, 60 months,15.31,718.59,C,C5,,,MORTGAGE,85792.0,Not Verified,Apr-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77438661,,debt_consolidation,Debt consolidation,928xx,CA,3.75,0.0,Aug-1975,665.0,669.0,0.0,36.0,67.0,4.0,1.0,2281.0,35.1,17.0,w,0.0,0.0,31307.02,31307.02,30000.0,1307.02,0.0,0.0,0.0,Jul-2016,29895.36,,Aug-2016,664.0,660.0,0.0,,1.0,Joint App,94419.0,3.41,Not Verified,0.0,40826.0,78100.0,0.0,1.0,1.0,1.0,10.0,4358.0,75.0,0.0,2.0,2268.0,54.0,6500.0,1.0,3.0,1.0,3.0,19525.0,4219.0,35.1,0.0,0.0,139.0,488.0,17.0,10.0,3.0,17.0,,1.0,,0.0,2.0,2.0,2.0,3.0,4.0,2.0,10.0,2.0,4.0,0.0,0.0,0.0,1.0,92.9,50.0,1.0,0.0,112329.0,6639.0,6500.0,5839.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77490156,,10000.0,10000.0,10000.0, 36 months,5.32,301.15,A,A1,chef,10+ years,OWN,60000.0,Not Verified,Apr-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77490156,,debt_consolidation,Debt consolidation,077xx,NJ,10.18,0.0,May-1991,805.0,809.0,0.0,,,15.0,0.0,11382.0,17.8,29.0,w,0.0,0.0,10749.8334799134,10749.83,10000.0,749.83,0.0,0.0,0.0,May-2018,3826.34,,May-2018,789.0,785.0,0.0,,1.0,Individual,,,,0.0,0.0,172946.0,0.0,3.0,0.0,0.0,28.0,5844.0,24.0,1.0,2.0,4900.0,19.0,65200.0,0.0,0.0,0.0,2.0,12353.0,46218.0,20.2,0.0,0.0,194.0,299.0,12.0,12.0,3.0,12.0,,,,0.0,4.0,4.0,6.0,10.0,7.0,11.0,19.0,4.0,15.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,274436.0,17226.0,57600.0,24712.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77412541,,3000.0,3000.0,3000.0, 36 months,13.67,102.06,C,C3,cast member,< 1 year,RENT,16000.0,Source Verified,Apr-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77412541,,car,Car financing,921xx,CA,25.43,0.0,Oct-2000,695.0,699.0,0.0,,,4.0,0.0,8189.0,55.7,4.0,f,0.0,0.0,3210.7909183572,3210.79,3000.0,210.79,0.0,0.0,0.0,Nov-2017,25.99,,Nov-2017,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,13675.0,0.0,1.0,0.0,1.0,20.0,5486.0,98.0,1.0,1.0,798.0,67.0,14700.0,0.0,0.0,0.0,2.0,3419.0,202.0,79.8,0.0,0.0,20.0,186.0,7.0,7.0,0.0,7.0,,,,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,20296.0,13675.0,1000.0,5596.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77795702,,9050.0,9050.0,9050.0, 36 months,14.46,311.34,C,C4,Owner,10+ years,MORTGAGE,95000.0,Source Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77795702,,small_business,Business,270xx,NC,18.1,0.0,Jul-2001,710.0,714.0,0.0,,,12.0,0.0,41215.0,75.5,18.0,f,307.34,307.34,10889.63,10889.63,8742.66,2146.97,0.0,0.0,0.0,Mar-2019,311.34,Apr-2019,Mar-2019,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,176415.0,1.0,1.0,0.0,0.0,43.0,1650.0,14.0,1.0,1.0,19923.0,65.0,54600.0,0.0,0.0,0.0,1.0,14701.0,11695.0,77.5,0.0,0.0,150.0,177.0,6.0,6.0,5.0,48.0,,,,0.0,4.0,5.0,4.0,7.0,3.0,6.0,10.0,5.0,12.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,407514.0,42865.0,52000.0,11459.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76449463,,32000.0,32000.0,32000.0, 60 months,6.0,589.32,D,D1,E6,10+ years,MORTGAGE,91900.0,Source Verified,Apr-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76449463,,debt_consolidation,,315xx,GA,23.44,0.0,Oct-1998,705.0,709.0,0.0,,,13.0,0.0,39945.0,71.2,40.0,w,0.0,0.0,35215.9420247729,35215.94,32000.0,3215.94,0.0,0.0,0.0,Dec-2016,27301.34,,Feb-2018,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,370049.0,0.0,2.0,0.0,0.0,26.0,39887.0,52.0,2.0,2.0,5051.0,65.0,56100.0,0.0,19.0,3.0,2.0,28465.0,424.0,96.6,0.0,0.0,210.0,182.0,10.0,10.0,4.0,11.0,,11.0,,0.0,3.0,7.0,3.0,5.0,16.0,9.0,20.0,7.0,13.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,430838.0,79832.0,12400.0,63992.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76864700,,20000.0,20000.0,20000.0, 36 months,14.46,688.03,C,C4,owner,6 years,OWN,100000.0,Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76864700,,small_business,Business,582xx,ND,16.65,0.0,May-2004,695.0,699.0,1.0,41.0,82.0,15.0,1.0,15315.0,52.0,23.0,w,680.61,680.61,24064.98,24064.98,19319.39,4745.59,0.0,0.0,0.0,Mar-2019,688.03,Apr-2019,Mar-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,37704.0,2.0,2.0,0.0,1.0,18.0,22389.0,61.0,5.0,9.0,4246.0,57.0,28900.0,4.0,0.0,2.0,10.0,2514.0,5301.0,66.0,0.0,0.0,143.0,77.0,1.0,1.0,0.0,2.0,,1.0,,0.0,4.0,9.0,5.0,6.0,9.0,13.0,14.0,9.0,15.0,0.0,0.0,0.0,5.0,95.5,60.0,1.0,0.0,65394.0,37704.0,15600.0,36494.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78328552,,28000.0,28000.0,28000.0, 36 months,16.29,988.42,D,D1,Registered Nurse,1 year,RENT,105000.0,Not Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78328552,,debt_consolidation,Debt consolidation,871xx,NM,20.23,0.0,Apr-1990,670.0,674.0,0.0,78.0,,48.0,0.0,32314.0,66.5,65.0,f,974.75,974.75,34569.36,34569.36,27025.25,7544.11,0.0,0.0,0.0,Mar-2019,988.42,Apr-2019,Mar-2019,704.0,700.0,0.0,78.0,1.0,Individual,,,,0.0,227.0,146955.0,3.0,19.0,0.0,2.0,19.0,108269.0,100.0,3.0,7.0,3363.0,89.0,48600.0,0.0,4.0,0.0,9.0,3340.0,6134.0,76.9,0.0,0.0,126.0,312.0,1.0,1.0,1.0,1.0,,18.0,78.0,1.0,11.0,21.0,12.0,16.0,25.0,27.0,38.0,21.0,48.0,0.0,0.0,0.0,3.0,98.4,75.0,0.0,0.0,165502.0,146955.0,26500.0,107794.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77961310,,35000.0,35000.0,35000.0, 36 months,18.99,1282.79,D,D4,Supervisory Border Patrol Agent,8 years,RENT,115000.0,Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77961310,,other,Other,217xx,MD,13.69,0.0,Feb-2004,690.0,694.0,0.0,32.0,,10.0,0.0,18139.0,87.2,15.0,f,1262.51,1262.51,44823.8,44823.8,33737.49,11086.31,0.0,0.0,0.0,Mar-2019,1282.79,Apr-2019,Mar-2019,644.0,640.0,0.0,32.0,1.0,Individual,,,,0.0,0.0,71836.0,0.0,6.0,1.0,2.0,7.0,53697.0,74.0,0.0,2.0,13265.0,77.0,20800.0,1.0,1.0,1.0,4.0,7184.0,1564.0,91.8,0.0,0.0,146.0,100.0,13.0,7.0,0.0,13.0,,7.0,,1.0,3.0,4.0,3.0,4.0,9.0,4.0,5.0,4.0,10.0,0.0,0.0,0.0,1.0,93.3,100.0,0.0,0.0,93161.0,71836.0,19000.0,72361.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77347250,,16475.0,16475.0,16475.0, 60 months,23.13,465.67,F,F1,General Sales Manager,10+ years,RENT,83408.72,Not Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77347250,,debt_consolidation,Debt consolidation,120xx,NY,26.68,0.0,Mar-2006,705.0,709.0,0.0,64.0,99.0,8.0,1.0,21035.0,65.3,13.0,w,9452.77,9452.77,15811.61,15811.61,7022.23,8789.38,0.0,0.0,0.0,Mar-2019,465.67,Apr-2019,Mar-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,60670.0,2.0,3.0,1.0,3.0,5.0,39635.0,78.0,1.0,1.0,9096.0,73.0,32200.0,0.0,1.0,0.0,4.0,7584.0,8670.0,69.8,0.0,0.0,121.0,101.0,6.0,5.0,0.0,6.0,,14.0,,0.0,4.0,5.0,4.0,5.0,6.0,5.0,7.0,5.0,8.0,0.0,0.0,0.0,2.0,92.3,50.0,0.0,1.0,82835.0,60670.0,28700.0,50635.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
