loan_amnt,dti,fico_score,addr_state,emp_length,issue_d,bad_loan,int_rate,grade,annual_inc,home_ownership,rejected
15000.0,18.59,772.0,MD,4.0,2017-08-01,0.0,5.32,A,96000.0,MORTGAGE,0
9000.0,15.04,662.0,MD,1.0,2017-08-01,0.0,16.02,C,49000.0,MORTGAGE,0
10500.0,18.36,682.0,MD,2.0,2017-08-01,0.0,15.05,C,61000.0,MORTGAGE,0
3000.0,10.55,662.0,MN,10.0,2017-08-01,0.0,10.42,B,60000.0,MORTGAGE,0
13000.0,31.62,672.0,CO,,2017-08-01,1.0,26.3,E,51700.0,MORTGAGE,0
8500.0,13.65,667.0,FL,7.0,2017-08-01,0.0,9.44,B,40000.0,OWN,0
3600.0,14.85,692.0,TX,7.0,2017-08-01,0.0,16.02,C,45000.0,MORTGAGE,0
17000.0,15.4,687.0,NY,10.0,2017-08-01,0.0,16.02,C,40815.0,RENT,0
2150.0,27.77,662.0,WI,1.0,2017-08-01,0.0,15.05,C,31200.0,RENT,0
16000.0,28.36,732.0,NJ,4.0,2017-08-01,0.0,9.44,B,56000.0,RENT,0
7000.0,27.58,682.0,TX,4.0,2017-08-01,0.0,13.59,C,56000.0,RENT,0
4800.0,24.48,672.0,NJ,1.0,2017-08-01,0.0,18.06,D,83200.0,RENT,0
19000.0,22.98,677.0,IL,,2017-08-01,1.0,26.3,E,46000.0,MORTGAGE,0
6000.0,6.73,667.0,NY,4.0,2017-08-01,0.0,9.93,B,50000.0,RENT,0
15000.0,6.43,722.0,NY,10.0,2017-08-01,0.0,7.21,A,65000.0,MORTGAGE,0
12000.0,27.51,712.0,CA,,2017-08-01,1.0,9.44,B,39440.0,RENT,0
16000.0,21.21,722.0,TN,1.0,2017-08-01,0.0,9.93,B,60000.0,MORTGAGE,0
25000.0,8.15,687.0,FL,1.0,2017-08-01,0.0,10.91,B,105000.0,RENT,0
12000.0,22.53,702.0,IN,1.0,2017-08-01,0.0,14.08,C,71000.0,RENT,0
11200.0,18.32,712.0,OR,,2017-08-01,0.0,7.35,A,67555.0,MORTGAGE,0
14250.0,19.83,737.0,MA,10.0,2017-08-01,0.0,12.62,C,40000.0,MORTGAGE,0
15000.0,29.19,682.0,NJ,5.0,2017-08-01,0.0,16.02,C,52000.0,RENT,0
13000.0,26.89,672.0,MI,5.0,2017-08-01,1.0,19.03,D,35000.0,RENT,0
12000.0,29.89,677.0,TX,10.0,2017-08-01,1.0,13.59,C,54000.0,MORTGAGE,0
5700.0,29.41,662.0,KY,4.0,2017-08-01,0.0,15.05,C,26520.0,MORTGAGE,0
1500.0,31.45,752.0,IL,5.0,2017-08-01,0.0,18.06,D,48000.0,RENT,0
40000.0,14.7,712.0,SC,10.0,2017-08-01,0.0,10.42,B,110000.0,MORTGAGE,0
10000.0,21.07,707.0,AZ,3.0,2017-08-01,0.0,14.08,C,47500.0,RENT,0
4000.0,27.01,672.0,PA,1.0,2017-08-01,0.0,16.02,C,49000.0,MORTGAGE,0
40000.0,43.05,687.0,TX,1.0,2017-08-01,0.0,16.02,C,55000.0,MORTGAGE,0
25200.0,29.02,727.0,TX,1.0,2017-08-01,0.0,10.91,B,110000.0,MORTGAGE,0
4800.0,5.69,687.0,MI,,2017-08-01,0.0,15.05,C,19000.0,MORTGAGE,0
35000.0,16.15,697.0,GA,5.0,2017-08-01,0.0,16.02,C,89000.0,MORTGAGE,0
7500.0,26.11,732.0,OR,1.0,2017-08-01,0.0,7.21,A,75000.0,MORTGAGE,0
20000.0,15.55,687.0,TX,10.0,2017-08-01,0.0,7.97,A,90000.0,MORTGAGE,0
6000.0,16.34,672.0,OH,10.0,2017-08-01,0.0,16.02,C,57000.0,MORTGAGE,0
11050.0,14.24,672.0,IN,10.0,2017-08-01,0.0,13.59,C,72000.0,MORTGAGE,0
12000.0,20.87,687.0,IL,10.0,2017-08-01,0.0,10.42,B,160000.0,MORTGAGE,0
2400.0,19.71,667.0,OH,10.0,2017-08-01,0.0,15.05,C,54000.0,OWN,0
18000.0,18.96,672.0,LA,7.0,2017-08-01,0.0,11.99,B,60000.0,RENT,0
7100.0,15.41,712.0,TX,10.0,2017-08-01,0.0,7.21,A,140000.0,MORTGAGE,0
6025.0,17.42,692.0,MA,2.0,2017-08-01,0.0,30.65,F,35000.0,RENT,0
28000.0,50.28,732.0,CO,10.0,2017-08-01,0.0,11.99,B,117000.0,MORTGAGE,0
40000.0,29.18,692.0,WA,1.0,2017-08-01,0.0,30.99,G,95000.0,RENT,0
12000.0,19.0,687.0,TN,1.0,2017-08-01,0.0,10.42,B,60000.0,MORTGAGE,0
24000.0,22.18,672.0,MA,4.0,2017-08-01,0.0,19.03,D,96000.0,MORTGAGE,0
4000.0,13.5,662.0,CA,10.0,2017-08-01,0.0,13.59,C,60000.0,RENT,0
10000.0,23.13,677.0,CA,6.0,2017-08-01,0.0,12.62,C,98200.0,MORTGAGE,0
23700.0,8.95,697.0,FL,3.0,2017-08-01,1.0,30.17,F,160000.0,RENT,0
40000.0,7.59,687.0,AZ,3.0,2017-08-01,0.0,7.21,A,500000.0,RENT,0
13500.0,18.62,702.0,OR,10.0,2017-08-01,0.0,10.42,B,124800.0,RENT,0
20000.0,13.21,692.0,GA,10.0,2017-08-01,1.0,9.93,B,140000.0,MORTGAGE,0
3025.0,9.94,662.0,GA,5.0,2017-08-01,0.0,13.59,C,67000.0,MORTGAGE,0
5000.0,7.84,672.0,RI,10.0,2017-08-01,0.0,10.42,B,54000.0,MORTGAGE,0
10000.0,33.09,692.0,OK,10.0,2017-08-01,0.0,24.85,E,45000.0,RENT,0
12000.0,18.28,707.0,VA,10.0,2017-08-01,0.0,7.21,A,75302.0,MORTGAGE,0
28000.0,29.66,697.0,NY,10.0,2017-08-01,0.0,22.91,E,100000.0,OWN,0
18900.0,16.91,667.0,MA,10.0,2017-08-01,0.0,19.03,D,45000.0,RENT,0
20000.0,21.88,712.0,IN,5.0,2017-08-01,0.0,16.02,C,72000.0,MORTGAGE,0
15000.0,25.23,672.0,GA,6.0,2017-08-01,0.0,10.91,B,48000.0,MORTGAGE,0
24550.0,15.25,692.0,FL,1.0,2017-08-01,0.0,9.93,B,145000.0,RENT,0
32000.0,21.81,662.0,OK,1.0,2017-08-01,0.0,21.45,D,45000.0,MORTGAGE,0
4800.0,29.02,712.0,MN,1.0,2017-08-01,0.0,11.99,B,42000.0,RENT,0
8000.0,16.15,697.0,AL,10.0,2017-08-01,0.0,18.06,D,45000.0,MORTGAGE,0
1000.0,26.34,682.0,IL,10.0,2017-08-01,0.0,13.59,C,40000.0,RENT,0
5800.0,33.64,677.0,PA,2.0,2017-08-01,0.0,10.42,B,29640.0,OWN,0
6000.0,12.54,707.0,MO,2.0,2017-08-01,0.0,18.06,D,49000.0,RENT,0
20000.0,45.09,712.0,WI,2.0,2017-08-01,0.0,14.08,C,33000.0,MORTGAGE,0
5000.0,25.16,677.0,PA,10.0,2017-08-01,0.0,9.44,B,53000.0,MORTGAGE,0
14400.0,14.73,747.0,VA,1.0,2017-08-01,0.0,7.21,A,160000.0,MORTGAGE,0
35000.0,7.04,777.0,NY,2.0,2017-08-01,0.0,7.07,A,75000.0,RENT,0
20000.0,9.91,667.0,DC,6.0,2017-08-01,0.0,10.42,B,70000.0,RENT,0
30000.0,1.61,722.0,NY,8.0,2017-08-01,0.0,12.62,C,96000.0,MORTGAGE,0
8000.0,10.22,707.0,IL,1.0,2017-08-01,0.0,10.42,B,80000.0,RENT,0
19200.0,3.5,822.0,MN,10.0,2017-08-01,0.0,7.07,A,160000.0,MORTGAGE,0
11750.0,22.14,722.0,FL,,2017-08-01,0.0,26.3,E,29000.0,RENT,0
20000.0,10.74,727.0,TX,8.0,2017-08-01,0.0,10.42,B,85000.0,OWN,0
9000.0,33.06,702.0,SC,,2017-08-01,0.0,13.59,C,69000.0,MORTGAGE,0
12000.0,7.54,712.0,MA,1.0,2017-08-01,0.0,11.99,B,50000.0,RENT,0
5000.0,19.66,672.0,GA,6.0,2017-07-01,0.0,10.91,B,37000.0,MORTGAGE,0
4000.0,12.86,782.0,NJ,10.0,2017-07-01,0.0,7.07,A,42000.0,RENT,0
27725.0,33.32,682.0,VA,10.0,2017-08-01,0.0,23.88,E,72000.0,MORTGAGE,0
24300.0,24.53,672.0,CA,9.0,2017-08-01,1.0,30.99,G,88400.0,RENT,0
16875.0,31.55,687.0,CA,10.0,2017-08-01,1.0,20.0,D,37500.0,RENT,0
24000.0,23.04,672.0,NM,10.0,2017-07-01,0.0,14.08,C,90000.0,MORTGAGE,0
12000.0,4.67,727.0,CA,2.0,2017-07-01,0.0,11.99,B,185000.0,MORTGAGE,0
10000.0,32.22,707.0,TX,10.0,2017-08-01,0.0,10.91,B,43000.0,OWN,0
20000.0,5.08,667.0,RI,1.0,2017-07-01,0.0,16.02,C,95000.0,MORTGAGE,0
12625.0,15.8,667.0,MN,5.0,2017-07-01,0.0,17.09,D,62000.0,MORTGAGE,0
24000.0,4.63,687.0,ID,,2017-07-01,0.0,16.02,C,120000.0,MORTGAGE,0
3025.0,28.88,707.0,GA,5.0,2017-07-01,0.0,16.02,C,50000.0,OWN,0
6025.0,16.66,672.0,MA,9.0,2017-08-01,1.0,10.42,B,52000.0,RENT,0
20000.0,13.9,672.0,OH,10.0,2017-07-01,0.0,19.03,D,110000.0,RENT,0
8400.0,30.13,662.0,NY,9.0,2017-08-01,1.0,23.88,E,28596.0,RENT,0
24000.0,20.7,677.0,FL,10.0,2017-07-01,0.0,9.44,B,155000.0,MORTGAGE,0
5000.0,15.08,687.0,CA,2.0,2017-07-01,0.0,9.44,B,120000.0,MORTGAGE,0
1500.0,10.28,702.0,NY,1.0,2017-07-01,0.0,11.99,B,16000.0,RENT,0
12000.0,16.54,687.0,AL,9.0,2017-07-01,0.0,30.75,F,125000.0,MORTGAGE,0
19200.0,20.71,662.0,GA,,2017-07-01,0.0,16.02,C,42000.0,MORTGAGE,0
18000.0,30.26,677.0,CA,8.0,2017-08-01,0.0,16.02,C,75000.0,RENT,0
1500.0,8.45,802.0,NY,10.0,2017-07-01,0.0,5.32,A,95000.0,MORTGAGE,0
2100.0,13.88,672.0,OH,,2017-07-01,0.0,10.91,B,16000.0,MORTGAGE,0
20000.0,10.72,702.0,VA,,2017-07-01,0.0,11.99,B,125000.0,MORTGAGE,0
4000.0,10.68,677.0,CA,10.0,2017-07-01,1.0,21.45,D,52800.0,MORTGAGE,0
16000.0,16.05,722.0,FL,2.0,2017-07-01,0.0,7.35,A,90000.0,RENT,0
27200.0,27.24,707.0,AL,4.0,2017-07-01,0.0,10.42,B,100000.0,MORTGAGE,0
2800.0,21.39,717.0,IL,2.0,2017-07-01,0.0,16.02,C,40000.0,RENT,0
10000.0,26.61,672.0,WI,3.0,2017-07-01,1.0,10.42,B,52000.0,MORTGAGE,0
20000.0,15.83,717.0,TX,3.0,2017-07-01,0.0,7.21,A,300000.0,MORTGAGE,0
20000.0,26.48,772.0,OR,10.0,2017-07-01,0.0,7.35,A,62000.0,MORTGAGE,0
30000.0,13.87,772.0,TX,9.0,2017-07-01,0.0,16.02,C,101600.0,MORTGAGE,0
6000.0,11.19,702.0,CA,3.0,2017-07-01,0.0,10.91,B,52000.0,RENT,0
11500.0,23.52,722.0,TX,10.0,2017-07-01,0.0,7.35,A,87000.0,MORTGAGE,0
21400.0,21.4,702.0,AZ,3.0,2017-08-01,0.0,15.05,C,71600.0,RENT,0
8000.0,12.35,687.0,OR,1.0,2017-07-01,0.0,7.35,A,28080.0,RENT,0
6000.0,18.9,707.0,IL,10.0,2017-07-01,0.0,7.35,A,35000.0,MORTGAGE,0
10000.0,30.47,662.0,OR,6.0,2017-07-01,0.0,20.0,D,51600.0,MORTGAGE,0
8000.0,9.15,677.0,GA,3.0,2017-07-01,0.0,19.03,D,32000.0,RENT,0
8000.0,8.58,727.0,CA,1.0,2017-07-01,0.0,5.32,A,82000.0,RENT,0
6000.0,23.92,682.0,AZ,9.0,2017-07-01,0.0,16.02,C,41000.0,MORTGAGE,0
35000.0,33.45,692.0,NC,4.0,2017-07-01,0.0,20.0,D,90000.0,MORTGAGE,0
4000.0,7.16,662.0,NJ,5.0,2017-07-01,0.0,9.93,B,90000.0,MORTGAGE,0
2000.0,15.57,732.0,NV,7.0,2017-07-01,0.0,5.32,A,38000.0,RENT,0
32000.0,25.35,742.0,NC,10.0,2017-07-01,0.0,25.82,E,82500.0,MORTGAGE,0
11000.0,20.46,747.0,AK,9.0,2017-07-01,0.0,9.44,B,110000.0,MORTGAGE,0
7200.0,25.42,687.0,WI,1.0,2017-07-01,0.0,18.06,D,50000.0,RENT,0
20000.0,22.41,707.0,FL,3.0,2017-07-01,0.0,14.08,C,76520.0,MORTGAGE,0
16000.0,27.33,712.0,TX,10.0,2017-07-01,1.0,14.08,C,65989.0,MORTGAGE,0
12000.0,20.56,777.0,NY,10.0,2017-07-01,0.0,5.32,A,72800.0,RENT,0
20000.0,23.42,682.0,NV,6.0,2017-07-01,1.0,24.85,E,70000.0,RENT,0
20000.0,21.49,747.0,NC,4.0,2017-07-01,0.0,7.35,A,78000.0,RENT,0
7200.0,5.8,757.0,NY,8.0,2017-07-01,0.0,5.32,A,60000.0,RENT,0
8400.0,12.98,802.0,MO,3.0,2017-07-01,0.0,5.32,A,83000.0,MORTGAGE,0
12000.0,10.18,677.0,WA,8.0,2017-07-01,0.0,9.44,B,87000.0,MORTGAGE,0
7500.0,23.88,707.0,TX,10.0,2017-08-01,0.0,12.62,C,92000.0,RENT,0
12000.0,6.53,682.0,NJ,10.0,2017-07-01,0.0,11.99,B,136715.0,MORTGAGE,0
3600.0,7.4,682.0,IN,,2017-07-01,0.0,7.97,A,18000.0,OWN,0
35000.0,32.02,697.0,VA,10.0,2017-07-01,0.0,13.59,C,103000.0,OWN,0
8000.0,21.17,742.0,MD,10.0,2017-07-01,0.0,7.07,A,102000.0,RENT,0
18600.0,19.31,707.0,TN,1.0,2017-07-01,0.0,9.93,B,91000.0,MORTGAGE,0
25000.0,16.46,732.0,CA,10.0,2017-07-01,0.0,17.09,D,89000.0,MORTGAGE,0
9000.0,23.62,787.0,NM,10.0,2017-07-01,0.0,7.07,A,34500.0,OWN,0
15000.0,23.15,747.0,CA,3.0,2017-07-01,0.0,7.97,A,82000.0,MORTGAGE,0
4500.0,12.82,682.0,MI,10.0,2017-07-01,0.0,9.93,B,54000.0,MORTGAGE,0
15525.0,7.78,682.0,FL,4.0,2017-07-01,0.0,19.03,D,54000.0,RENT,0
1000.0,15.83,712.0,NY,2.0,2017-07-01,0.0,12.62,C,160000.0,RENT,0
5000.0,21.43,672.0,TX,10.0,2017-07-01,0.0,10.42,B,74100.0,MORTGAGE,0
9000.0,21.53,692.0,NY,3.0,2017-07-01,0.0,12.62,C,54000.0,MORTGAGE,0
4500.0,24.52,692.0,NY,2.0,2017-07-01,1.0,7.97,A,70000.0,RENT,0
35000.0,13.95,702.0,DC,10.0,2017-07-01,0.0,7.97,A,156000.0,MORTGAGE,0
10000.0,9.41,667.0,FL,8.0,2017-07-01,1.0,10.42,B,106000.0,RENT,0
5500.0,27.71,692.0,OH,7.0,2017-07-01,0.0,10.42,B,72000.0,RENT,0
27000.0,21.56,712.0,TX,6.0,2017-07-01,0.0,15.05,C,171000.0,MORTGAGE,0
6400.0,29.8,707.0,MA,2.0,2017-07-01,0.0,9.44,B,56000.0,MORTGAGE,0
10000.0,25.26,687.0,IN,3.0,2017-07-01,0.0,10.91,B,40000.0,RENT,0
11200.0,22.14,682.0,MD,8.0,2017-07-01,0.0,11.99,B,38000.0,OWN,0
10000.0,14.12,702.0,AZ,10.0,2017-07-01,0.0,10.42,B,133052.0,MORTGAGE,0
16800.0,10.72,682.0,NY,3.0,2017-07-01,0.0,9.93,B,120000.0,RENT,0
10000.0,16.01,697.0,MS,10.0,2017-07-01,1.0,18.06,D,60798.0,MORTGAGE,0
4000.0,14.81,682.0,FL,1.0,2017-07-01,0.0,16.02,C,65000.0,OWN,0
15000.0,23.97,737.0,CT,1.0,2017-07-01,0.0,7.97,A,72000.0,MORTGAGE,0
16800.0,14.28,717.0,CA,10.0,2017-07-01,0.0,13.59,C,80000.0,MORTGAGE,0
10000.0,14.81,707.0,CA,9.0,2017-07-01,0.0,10.42,B,42000.0,RENT,0
1000.0,13.53,707.0,NC,2.0,2017-07-01,0.0,7.97,A,105000.0,OWN,0
9000.0,34.29,677.0,CA,2.0,2017-07-01,1.0,18.06,D,28000.0,RENT,0
25000.0,44.8,677.0,NC,1.0,2017-07-01,0.0,15.05,C,36000.0,RENT,0
10800.0,22.64,687.0,DC,5.0,2017-07-01,0.0,16.02,C,84000.0,RENT,0
15600.0,18.75,662.0,IN,5.0,2017-07-01,0.0,15.05,C,66000.0,OWN,0
30000.0,11.87,742.0,FL,10.0,2017-07-01,0.0,9.44,B,129560.0,RENT,0
9600.0,22.74,752.0,IL,6.0,2017-07-01,0.0,9.44,B,40000.0,OWN,0
10000.0,21.72,712.0,CA,4.0,2017-07-01,1.0,11.99,B,60000.0,RENT,0
12000.0,32.36,667.0,AL,6.0,2017-07-01,1.0,18.06,D,52000.0,RENT,0
11000.0,25.81,692.0,OH,5.0,2017-07-01,0.0,14.08,C,49000.0,MORTGAGE,0
15000.0,18.99,737.0,CA,10.0,2017-07-01,0.0,5.32,A,102000.0,MORTGAGE,0
8500.0,27.23,712.0,MO,1.0,2017-07-01,0.0,11.99,B,42000.0,RENT,0
20000.0,25.96,722.0,OR,3.0,2017-07-01,1.0,21.45,D,95000.0,RENT,0
19725.0,21.25,672.0,OH,2.0,2017-07-01,0.0,14.08,C,106000.0,RENT,0
15000.0,15.4,702.0,IL,10.0,2017-07-01,0.0,9.44,B,88000.0,MORTGAGE,0
18000.0,26.05,672.0,NY,4.0,2017-07-01,0.0,11.99,B,55400.0,OWN,0
30000.0,11.26,762.0,NJ,4.0,2017-07-01,0.0,9.44,B,106000.0,MORTGAGE,0
14000.0,23.8,667.0,VA,5.0,2017-08-01,0.0,12.62,C,47000.0,MORTGAGE,0
16000.0,12.9,697.0,CA,,2017-07-01,0.0,17.09,D,60000.0,RENT,0
35000.0,20.27,662.0,IN,10.0,2017-07-01,0.0,13.59,C,140000.0,MORTGAGE,0
13200.0,32.25,682.0,CO,4.0,2017-07-01,0.0,19.03,D,40000.0,MORTGAGE,0
10000.0,17.31,752.0,NC,6.0,2017-07-01,0.0,5.32,A,84700.0,MORTGAGE,0
12000.0,15.44,692.0,VA,6.0,2017-07-01,0.0,15.05,C,30000.0,RENT,0
40000.0,173.5,682.0,VA,,2017-07-01,1.0,26.3,E,9600.0,MORTGAGE,0
18375.0,20.44,697.0,IL,2.0,2017-07-01,0.0,14.08,C,95000.0,MORTGAGE,0
10000.0,13.77,807.0,AZ,10.0,2017-07-01,0.0,7.07,A,55000.0,MORTGAGE,0
15000.0,9.83,682.0,TX,4.0,2017-07-01,0.0,9.93,B,80000.0,RENT,0
7000.0,11.12,662.0,SC,6.0,2017-07-01,0.0,12.62,C,52000.0,OWN,0
10000.0,1.15,812.0,CA,1.0,2017-07-01,0.0,9.44,B,95000.0,MORTGAGE,0
12000.0,26.38,717.0,KS,3.0,2017-07-01,0.0,10.42,B,70000.0,MORTGAGE,0
10200.0,29.97,682.0,VA,10.0,2017-07-01,0.0,9.44,B,92000.0,MORTGAGE,0
12000.0,27.93,702.0,MD,8.0,2017-07-01,0.0,9.44,B,40000.0,RENT,0
12000.0,26.25,682.0,PA,8.0,2017-07-01,0.0,10.91,B,53404.0,MORTGAGE,0
5150.0,27.47,677.0,NH,3.0,2017-07-01,0.0,9.44,B,40500.0,RENT,0
15000.0,18.5,682.0,FL,6.0,2017-07-01,1.0,15.05,C,90000.0,MORTGAGE,0
24000.0,27.97,692.0,TX,4.0,2017-07-01,0.0,14.08,C,55000.0,OWN,0
10000.0,24.56,787.0,NY,2.0,2017-07-01,0.0,7.35,A,40000.0,RENT,0
2500.0,8.08,677.0,NC,7.0,2017-07-01,0.0,18.06,D,100000.0,MORTGAGE,0
6400.0,13.54,757.0,NV,10.0,2017-07-01,0.0,5.32,A,50000.0,MORTGAGE,0
10500.0,10.14,672.0,CT,10.0,2017-07-01,0.0,10.42,B,40000.0,RENT,0
31400.0,13.06,767.0,CA,10.0,2017-07-01,0.0,7.97,A,225000.0,RENT,0
3200.0,23.17,697.0,RI,10.0,2017-07-01,0.0,9.93,B,42000.0,RENT,0
12000.0,19.46,682.0,VA,7.0,2017-07-01,0.0,12.62,C,52000.0,MORTGAGE,0
40000.0,12.45,687.0,TX,2.0,2017-07-01,0.0,7.97,A,120000.0,MORTGAGE,0
16000.0,13.6,677.0,CA,10.0,2017-07-01,0.0,11.99,B,100000.0,RENT,0
16800.0,16.12,702.0,TN,10.0,2017-07-01,0.0,16.02,C,90000.0,RENT,0
12000.0,20.95,712.0,GA,2.0,2017-07-01,0.0,11.99,B,89900.0,RENT,0
10000.0,9.09,667.0,KY,10.0,2017-07-01,0.0,12.62,C,61000.0,MORTGAGE,0
6600.0,24.17,682.0,TX,1.0,2017-07-01,0.0,7.97,A,42000.0,RENT,0
28000.0,9.99,662.0,MA,10.0,2017-07-01,0.0,11.99,B,225000.0,MORTGAGE,0
22450.0,12.37,692.0,FL,10.0,2017-07-01,0.0,20.0,D,120000.0,RENT,0
24000.0,13.4,702.0,RI,10.0,2017-07-01,0.0,13.59,C,85000.0,MORTGAGE,0
20000.0,10.49,687.0,CA,7.0,2017-07-01,0.0,16.02,C,125000.0,RENT,0
22500.0,21.26,697.0,OH,6.0,2017-07-01,1.0,12.62,C,62500.0,MORTGAGE,0
8000.0,3.04,667.0,WA,1.0,2017-07-01,0.0,10.91,B,82000.0,RENT,0
20000.0,16.66,677.0,TN,,2017-07-01,0.0,16.02,C,50700.0,MORTGAGE,0
12000.0,7.04,727.0,CA,,2017-07-01,1.0,10.42,B,80000.0,OWN,0
6000.0,28.74,747.0,PA,5.0,2017-07-01,0.0,9.44,B,40000.0,MORTGAGE,0
8000.0,7.68,672.0,MA,1.0,2017-07-01,0.0,10.91,B,95000.0,MORTGAGE,0
15000.0,14.56,692.0,NY,1.0,2017-07-01,0.0,9.93,B,96000.0,MORTGAGE,0
18600.0,23.36,687.0,NY,6.0,2017-07-01,0.0,16.02,C,42900.0,RENT,0
9925.0,33.63,687.0,PA,10.0,2017-07-01,1.0,13.59,C,42000.0,RENT,0
18000.0,2.02,732.0,CO,1.0,2017-07-01,0.0,5.32,A,95000.0,MORTGAGE,0
21000.0,22.87,697.0,MA,1.0,2017-07-01,0.0,15.05,C,115000.0,MORTGAGE,0
17600.0,42.8,787.0,FL,,2017-07-01,0.0,11.99,B,19000.0,MORTGAGE,0
40000.0,11.33,697.0,NV,10.0,2017-07-01,0.0,7.35,A,180000.0,MORTGAGE,0
11000.0,16.56,687.0,MI,4.0,2017-07-01,0.0,16.02,C,55000.0,MORTGAGE,0
7800.0,15.53,812.0,CA,10.0,2017-07-01,0.0,5.32,A,100000.0,MORTGAGE,0
20000.0,24.29,717.0,NY,1.0,2017-07-01,0.0,16.02,C,50000.0,RENT,0
16000.0,3.94,772.0,CO,10.0,2017-07-01,0.0,12.62,C,85000.0,MORTGAGE,0
24000.0,7.24,782.0,AL,4.0,2017-07-01,0.0,12.62,C,100000.0,MORTGAGE,0
10000.0,1.7,667.0,NY,4.0,2017-07-01,0.0,16.02,C,70200.0,RENT,0
20000.0,9.63,672.0,MI,10.0,2017-07-01,0.0,17.09,D,58000.0,MORTGAGE,0
10000.0,20.47,772.0,MS,10.0,2017-07-01,0.0,5.32,A,66000.0,MORTGAGE,0
35000.0,26.83,667.0,FL,,2017-07-01,0.0,25.82,E,112824.0,MORTGAGE,0
8000.0,33.2,697.0,VT,10.0,2017-07-01,0.0,19.03,D,45000.0,MORTGAGE,0
16000.0,10.69,782.0,VA,10.0,2017-07-01,0.0,9.44,B,130000.0,RENT,0
4500.0,12.68,707.0,IL,10.0,2017-07-01,0.0,7.97,A,79000.0,RENT,0
6000.0,5.22,707.0,FL,10.0,2017-07-01,0.0,7.21,A,60000.0,OWN,0
7000.0,2.25,692.0,SC,6.0,2017-07-01,1.0,19.03,D,75000.0,RENT,0
10000.0,26.72,697.0,LA,6.0,2017-07-01,0.0,9.44,B,60000.0,RENT,0
5875.0,7.06,667.0,MI,10.0,2017-07-01,0.0,9.93,B,87668.0,MORTGAGE,0
10000.0,16.83,672.0,CA,8.0,2017-07-01,1.0,10.42,B,80000.0,RENT,0
10000.0,14.88,672.0,MA,1.0,2017-07-01,0.0,13.59,C,100000.0,MORTGAGE,0
12600.0,25.1,742.0,VA,10.0,2017-07-01,0.0,7.97,A,75000.0,MORTGAGE,0
40000.0,8.85,752.0,GA,3.0,2017-07-01,0.0,9.44,B,120000.0,OWN,0
8000.0,22.85,667.0,AL,,2017-07-01,0.0,16.02,C,45000.0,MORTGAGE,0
25775.0,14.75,692.0,FL,7.0,2017-07-01,0.0,14.08,C,48100.0,OWN,0
18000.0,4.63,702.0,IL,10.0,2017-07-01,0.0,11.99,B,135000.0,MORTGAGE,0
20000.0,10.55,702.0,CA,2.0,2017-07-01,0.0,9.44,B,95000.0,MORTGAGE,0
15000.0,19.52,772.0,VA,10.0,2017-07-01,0.0,7.07,A,45000.0,MORTGAGE,0
17700.0,30.36,722.0,CA,1.0,2017-07-01,0.0,10.42,B,70000.0,MORTGAGE,0
31125.0,14.41,722.0,CA,4.0,2017-07-01,0.0,14.08,C,120000.0,MORTGAGE,0
30000.0,14.19,747.0,WA,2.0,2017-07-01,0.0,11.99,B,250000.0,RENT,0
19200.0,16.02,662.0,KS,4.0,2017-07-01,0.0,10.42,B,65000.0,OWN,0
40000.0,42.82,682.0,IN,10.0,2017-07-01,1.0,16.02,C,75000.0,MORTGAGE,0
5000.0,21.39,777.0,CA,10.0,2017-07-01,0.0,5.32,A,28000.0,RENT,0
40000.0,27.88,692.0,IL,2.0,2017-07-01,0.0,21.45,D,162913.0,MORTGAGE,0
8400.0,28.63,667.0,PA,5.0,2017-07-01,0.0,10.91,B,48000.0,MORTGAGE,0
25000.0,22.64,687.0,MI,10.0,2017-07-01,0.0,15.05,C,155000.0,MORTGAGE,0
14000.0,22.97,672.0,WY,6.0,2017-07-01,1.0,30.65,F,120000.0,OWN,0
21000.0,12.39,667.0,IL,5.0,2017-07-01,0.0,12.62,C,265000.0,RENT,0
7800.0,12.5,682.0,NH,1.0,2017-07-01,0.0,11.99,B,58000.0,RENT,0
20000.0,11.21,712.0,MO,10.0,2017-07-01,0.0,7.97,A,126000.0,MORTGAGE,0
24000.0,29.79,682.0,NV,10.0,2017-07-01,0.0,9.44,B,59859.0,RENT,0
32000.0,7.43,697.0,AL,1.0,2017-07-01,0.0,7.35,A,117000.0,MORTGAGE,0
10000.0,12.38,677.0,GA,5.0,2017-07-01,0.0,20.0,D,235000.0,OWN,0
10000.0,30.43,662.0,FL,,2017-07-01,0.0,13.59,C,62000.0,MORTGAGE,0
12000.0,20.91,672.0,MD,7.0,2017-07-01,0.0,10.91,B,85000.0,MORTGAGE,0
35000.0,18.24,712.0,CT,10.0,2017-07-01,1.0,7.97,A,117000.0,RENT,0
12000.0,23.75,712.0,OH,,2017-07-01,0.0,11.99,B,40468.0,MORTGAGE,0
4800.0,26.27,667.0,AZ,1.0,2017-07-01,0.0,12.62,C,35000.0,RENT,0
15775.0,20.13,667.0,CA,3.0,2017-07-01,0.0,19.03,D,40000.0,RENT,0
17600.0,22.01,667.0,NY,,2017-07-01,0.0,13.59,C,40000.0,RENT,0
3600.0,15.24,742.0,TX,3.0,2017-07-01,0.0,10.42,B,30000.0,RENT,0
21000.0,22.18,672.0,MI,2.0,2017-07-01,0.0,14.08,C,55000.0,MORTGAGE,0
