amount_requested,application_date,loan_title,risk_score,zip_code,state,employment_length,policy_code,dti,rejected
5000.0,,debt_consolidation,495.0,080xx,NJ,< 1 year,0.0,8.09,1
2000.0,,other,594.0,633xx,MO,< 1 year,0.0,15.96,1
2000.0,,debt_consolidation,596.0,351xx,AL,< 1 year,0.0,22.29,1
3000.0,,vacation,608.0,021xx,MA,< 1 year,0.0,15.46,1
5000.0,,vacation,595.0,906xx,CA,< 1 year,0.0,2.28,1
25000.0,,other,613.0,770xx,TX,1 year,0.0,14.67,1
27000.0,,debt_consolidation,667.0,910xx,CA,< 1 year,0.0,35.33,1
35000.0,,credit_card,672.0,757xx,TX,< 1 year,0.0,42.15,1
35000.0,,other,621.0,891xx,NV,< 1 year,0.0,3.75,1
10000.0,,consolidation,707.0,301xx,GA,,0.0,11.37,1
5000.0,,moving,629.0,944xx,CA,< 1 year,0.0,2.16,1
7200.0,,other,709.0,247xx,WV,5 years,0.0,48.84,1
20000.0,,house,753.0,932xx,CA,< 1 year,0.0,31.8,1
19000.0,,debt_consolidation,715.0,294xx,SC,< 1 year,0.0,32.79,1
2000.0,,major_purchase,552.0,752xx,TX,< 1 year,0.0,19.85,1
20000.0,,house,616.0,902xx,CA,< 1 year,0.0,16.73,1
10000.0,,other,543.0,782xx,TX,< 1 year,0.0,36.62,1
6000.0,,other,698.0,078xx,NJ,< 1 year,0.0,9.98,1
12000.0,,home_improvement,719.0,180xx,PA,< 1 year,0.0,0.0,1
1000.0,,debt_consolidation,650.0,238xx,VA,< 1 year,0.0,19.32,1
34000.0,,other,693.0,628xx,IL,5 years,0.0,200.0,1
3000.0,,car,515.0,490xx,MI,< 1 year,0.0,3.79,1
20000.0,,home_improvement,566.0,381xx,TN,< 1 year,0.0,18.51,1
10000.0,,debt_consolidation,587.0,986xx,WA,< 1 year,0.0,9.36,1
5000.0,,debt_consolidation,615.0,890xx,NV,< 1 year,0.0,15.49,1
29700.0,,debt_consolidation,704.0,210xx,MD,< 1 year,0.0,39.37,1
6000.0,,credit_card,719.0,945xx,CA,< 1 year,0.0,49.17,1
6000.0,,home_improvement,527.0,120xx,NY,< 1 year,0.0,1.81,1
6000.0,,debt_consolidation,603.0,968xx,HI,< 1 year,0.0,0.56,1
8000.0,,debt_consolidation,612.0,606xx,IL,< 1 year,0.0,22.79,1
10000.0,,other,652.0,928xx,CA,< 1 year,0.0,11.96,1
20000.0,,debt_consolidation,612.0,923xx,CA,< 1 year,0.0,12.37,1
5000.0,,debt_consolidation,0.0,171xx,PA,< 1 year,0.0,0.0,1
10000.0,,debt_consolidation,545.0,344xx,FL,< 1 year,0.0,21.01,1
10000.0,,car,554.0,481xx,MI,< 1 year,0.0,13.56,1
35000.0,,home_improvement,799.0,631xx,MO,5 years,0.0,1.56,1
5000.0,,home_improvement,682.0,427xx,KY,< 1 year,0.0,26.04,1
1000.0,,other,558.0,302xx,GA,< 1 year,0.0,9.54,1
10000.0,,Business Launch,708.0,370xx,TN,< 1 year,0.0,10.2,1
6000.0,,other,724.0,482xx,MI,< 1 year,0.0,98.95,1
20000.0,,debt_consolidation,673.0,377xx,TN,< 1 year,0.0,23.0,1
17000.0,,debt_consolidation,,368xx,AL,< 1 year,0.0,-1.0,1
7500.0,,debt_consolidation,676.0,291xx,SC,< 1 year,0.0,32.99,1
5000.0,,other,754.0,774xx,TX,< 1 year,0.0,35.06,1
2000.0,,other,675.0,302xx,GA,< 1 year,0.0,0.0,1
5000.0,,small_business,698.0,492xx,MI,< 1 year,0.0,36.21,1
25000.0,,debt_consolidation,704.0,498xx,MI,< 1 year,0.0,32.46,1
25000.0,,debt_consolidation,653.0,770xx,TX,< 1 year,0.0,14.68,1
4950.0,,credit_card,662.0,850xx,AZ,< 1 year,0.0,9.02,1
25000.0,,debt_consolidation,583.0,266xx,WV,< 1 year,0.0,17.13,1
3500.0,,debt_consolidation,565.0,706xx,LA,< 1 year,0.0,18.56,1
5000.0,,other,670.0,921xx,CA,5 years,0.0,38.07,1
2000.0,,other,647.0,404xx,KY,< 1 year,0.0,39.13,1
1500.0,,other,566.0,462xx,IN,< 1 year,0.0,16.43,1
4000.0,,car,,212xx,MD,< 1 year,0.0,-1.0,1
15000.0,,debt_consolidation,611.0,364xx,AL,< 1 year,0.0,20.08,1
10000.0,,moving,626.0,200xx,DC,< 1 year,0.0,7.4,1
32000.0,,CreditCard,674.0,605xx,IL,2 years,0.0,17.37,1
30000.0,,credit_card,530.0,805xx,CO,< 1 year,0.0,44.45,1
2000.0,,medical,591.0,761xx,TX,< 1 year,0.0,23.72,1
12500.0,,credit_card,619.0,293xx,SC,5 years,0.0,12.46,1
1000.0,,other,557.0,993xx,WA,< 1 year,0.0,16.49,1
8500.0,,debt_consolidation,627.0,958xx,CA,< 1 year,0.0,12.32,1
3000.0,,major_purchase,483.0,760xx,TX,1 year,0.0,200.0,1
35000.0,,College Tuition Loan,682.0,921xx,CA,10+ years,0.0,14.86,1
5000.0,,debt_consolidation,544.0,073xx,NJ,< 1 year,0.0,1.6,1
10000.0,,debt_consolidation,700.0,282xx,NC,< 1 year,0.0,10.01,1
1000.0,,medical,611.0,441xx,OH,< 1 year,0.0,3.45,1
23000.0,,debt_consolidation,661.0,232xx,VA,< 1 year,0.0,35.45,1
25000.0,,debt_consolidation,689.0,951xx,CA,5 years,0.0,27.93,1
5000.0,,debt_consolidation,587.0,957xx,CA,< 1 year,0.0,6.58,1
5000.0,,moving,662.0,083xx,NJ,< 1 year,0.0,1.8,1
3000.0,,debt_consolidation,517.0,208xx,MD,< 1 year,0.0,0.0,1
20000.0,,medical,683.0,850xx,AZ,< 1 year,0.0,21.4,1
35000.0,,credit_card,682.0,109xx,NY,< 1 year,0.0,9.37,1
30000.0,,debt_consolidation,634.0,956xx,CA,< 1 year,0.0,21.67,1
5000.0,,vacation,551.0,301xx,GA,< 1 year,0.0,91.2,1
15000.0,,debt_consolidation,643.0,381xx,TN,< 1 year,0.0,32.54,1
35000.0,,credit_card,669.0,220xx,VA,< 1 year,0.0,43.89,1
30000.0,,debt_consolidation,580.0,070xx,NJ,< 1 year,0.0,3.93,1
3000.0,,medical,491.0,461xx,IN,< 1 year,0.0,1.27,1
35000.0,,debt_consolidation,581.0,605xx,IL,< 1 year,0.0,16.62,1
10000.0,,debt_consolidation,644.0,328xx,FL,< 1 year,0.0,24.83,1
5000.0,,other,588.0,774xx,TX,< 1 year,0.0,26.88,1
5000.0,,debt_consolidation,600.0,606xx,IL,< 1 year,0.0,14.84,1
27000.0,,other,656.0,945xx,CA,< 1 year,0.0,37.11,1
8000.0,,major_purchase,670.0,018xx,MA,5 years,0.0,1.68,1
2000.0,,credit_card,634.0,910xx,CA,< 1 year,0.0,4.55,1
1000.0,,medical,542.0,652xx,MO,< 1 year,0.0,11.54,1
35000.0,,debt_consolidation,696.0,027xx,MA,< 1 year,0.0,74.36,1
1000.0,,other,582.0,356xx,AL,10+ years,0.0,3.87,1
35000.0,,credit_card,690.0,272xx,NC,< 1 year,0.0,28.4,1
7000.0,,debt_consolidation,640.0,153xx,PA,< 1 year,0.0,22.23,1
5000.0,,other,0.0,891xx,NV,< 1 year,0.0,0.0,1
6000.0,,CREDIT LOAN,679.0,054xx,VT,9 years,0.0,10.58,1
5000.0,,other,595.0,371xx,TN,5 years,0.0,3.31,1
15000.0,,debt_consolidation,668.0,787xx,TX,< 1 year,0.0,16.99,1
6500.0,,debt_consolidation,668.0,986xx,WA,< 1 year,0.0,21.95,1
9500.0,,Loan for SEP IRA,691.0,943xx,CA,10+ years,0.0,13.73,1
13000.0,,credit_card,634.0,453xx,OH,< 1 year,0.0,15.0,1
25000.0,,debt_consolidation,634.0,748xx,OK,< 1 year,0.0,24.21,1
15000.0,,debt_consolidation,726.0,246xx,VA,< 1 year,0.0,42.39,1
6500.0,,small_business,541.0,774xx,TX,< 1 year,0.0,28.92,1
8000.0,,debt_consolidation,534.0,356xx,AL,< 1 year,0.0,14.34,1
5500.0,,debt_consolidation,504.0,611xx,IL,< 1 year,0.0,18.43,1
32000.0,,Credit card refinancing,746.0,136xx,NY,10+ years,0.0,27.69,1
15000.0,,credit_card,662.0,725xx,AR,< 1 year,0.0,48.6,1
7550.0,,debt_consolidation,614.0,926xx,CA,< 1 year,0.0,4.24,1
30000.0,,debt_consolidation,745.0,785xx,TX,< 1 year,0.0,37.57,1
10000.0,,debt_consolidation,575.0,985xx,WA,< 1 year,0.0,9.86,1
35000.0,,debt_consolidation,708.0,719xx,AR,< 1 year,0.0,88.69,1
13000.0,,other,0.0,926xx,CA,< 1 year,0.0,1.6,1
35000.0,,other,606.0,142xx,NY,< 1 year,0.0,18.29,1
35000.0,,debt consolidation,683.0,740xx,OK,,0.0,5.44,1
17000.0,,credit_card,702.0,068xx,CT,< 1 year,0.0,22.91,1
5000.0,,other,547.0,186xx,PA,< 1 year,0.0,22.25,1
7000.0,,home_improvement,0.0,190xx,PA,< 1 year,0.0,0.0,1
1000.0,,medical,528.0,601xx,IL,< 1 year,0.0,3.0,1
1500.0,,other,545.0,956xx,CA,< 1 year,0.0,12.25,1
35000.0,,debt_consolidation,706.0,480xx,MI,5 years,0.0,40.39,1
10000.0,,debt_consolidation,698.0,891xx,NV,5 years,0.0,54.89,1
23625.0,,car,557.0,300xx,GA,9 years,0.0,13.5,1
6000.0,,debt_consolidation,632.0,284xx,NC,< 1 year,0.0,25.25,1
5000.0,,debt_consolidation,646.0,891xx,NV,< 1 year,0.0,15.8,1
5000.0,,credit_card,619.0,750xx,TX,< 1 year,0.0,10.23,1
5000.0,,car,0.0,296xx,SC,< 1 year,0.0,0.0,1
1000.0,,other,649.0,338xx,FL,5 years,0.0,30.29,1
35000.0,,credit_card,684.0,378xx,TN,< 1 year,0.0,33.03,1
2000.0,,debt_consolidation,472.0,381xx,TN,< 1 year,0.0,11.91,1
30000.0,,debt_consolidation,676.0,488xx,MI,< 1 year,0.0,45.0,1
10000.0,,credit_card,620.0,462xx,IN,< 1 year,0.0,17.54,1
25250.0,,debt_consolidation,744.0,299xx,SC,5 years,0.0,31.15,1
6000.0,,debt_consolidation,641.0,325xx,FL,< 1 year,0.0,100.69,1
3550.0,,car,666.0,273xx,NC,3 years,0.0,0.64,1
2500.0,,other,524.0,211xx,MD,< 1 year,0.0,17.66,1
16000.0,,debt_consolidation,652.0,276xx,NC,< 1 year,0.0,25.71,1
20000.0,,credit_card,705.0,201xx,VA,< 1 year,0.0,37.35,1
1200.0,,debt_consolidation,490.0,700xx,LA,< 1 year,0.0,20.1,1
5000.0,,other,550.0,465xx,IN,< 1 year,0.0,42.21,1
10000.0,,car,653.0,607xx,IL,< 1 year,0.0,33.51,1
5000.0,,car,602.0,282xx,NC,< 1 year,0.0,0.0,1
35000.0,,moving,701.0,606xx,IL,< 1 year,0.0,40.15,1
2000.0,,other,663.0,630xx,MO,< 1 year,0.0,1.2,1
4500.0,,debt_consolidation,627.0,104xx,NY,< 1 year,0.0,6.58,1
4000.0,,medical,,075xx,NJ,< 1 year,0.0,-1.0,1
1000.0,,other,0.0,368xx,AL,< 1 year,0.0,0.0,1
20000.0,,debt_consolidation,676.0,312xx,GA,< 1 year,0.0,52.79,1
15000.0,,debt_consolidation,687.0,336xx,FL,< 1 year,0.0,43.02,1
16000.0,,credit_card,692.0,141xx,NY,< 1 year,0.0,56.17,1
15000.0,,other,493.0,405xx,KY,< 1 year,0.0,4.53,1
5000.0,,other,645.0,323xx,FL,< 1 year,0.0,10.68,1
8000.0,,debt_consolidation,576.0,215xx,MD,< 1 year,0.0,8.16,1
20000.0,,Debt consolidation,711.0,841xx,UT,10+ years,0.0,27.51,1
20000.0,,major_purchase,,100xx,NY,< 1 year,0.0,-1.0,1
5000.0,,other,454.0,245xx,VA,3 years,0.0,2.47,1
10000.0,,home_improvement,615.0,601xx,IL,< 1 year,0.0,12.31,1
15000.0,,debt_consolidation,554.0,920xx,CA,< 1 year,0.0,61.84,1
1400.0,,credit_card,0.0,361xx,AL,< 1 year,0.0,0.0,1
3000.0,,debt_consolidation,592.0,335xx,FL,< 1 year,0.0,5.45,1
35000.0,,debt_consolidation,610.0,496xx,MI,< 1 year,0.0,32.55,1
15000.0,,credit_card,779.0,531xx,WI,5 years,0.0,35.08,1
1000.0,,other,497.0,622xx,IL,< 1 year,0.0,24.29,1
10000.0,,home_improvement,625.0,900xx,CA,< 1 year,0.0,10.13,1
15000.0,,credit_card,711.0,347xx,FL,< 1 year,0.0,26.52,1
1000.0,,other,,730xx,OK,< 1 year,0.0,0.0,1
14000.0,,debt_consolidation,609.0,170xx,PA,10+ years,0.0,25.47,1
35000.0,,debt_consolidation,641.0,760xx,TX,5 years,0.0,49.86,1
20000.0,,debt_consolidation,,261xx,WV,< 1 year,0.0,-1.0,1
1200.0,,medical,612.0,330xx,FL,< 1 year,0.0,19.54,1
5000.0,,debt_consolidation,554.0,359xx,AL,< 1 year,0.0,24.74,1
1000.0,,other,526.0,448xx,OH,< 1 year,0.0,7.26,1
5500.0,,debt_consolidation,,283xx,NC,< 1 year,0.0,2.08,1
4000.0,,AIR CONDITIONER,811.0,346xx,FL,,0.0,9.25,1
35000.0,,home_improvement,683.0,273xx,NC,< 1 year,0.0,35.72,1
2500.0,,credit_card,671.0,903xx,CA,< 1 year,0.0,40.89,1
25000.0,,debt_consolidation,633.0,315xx,GA,< 1 year,0.0,24.14,1
3000.0,,home_improvement,795.0,487xx,MI,< 1 year,0.0,26.71,1
16000.0,,credit_card,611.0,370xx,TN,< 1 year,0.0,33.91,1
10000.0,,moving,664.0,799xx,TX,< 1 year,0.0,59.78,1
9000.0,,debt_consolidation,686.0,799xx,TX,< 1 year,0.0,39.38,1
2500.0,,debt_consolidation,654.0,785xx,TX,< 1 year,0.0,4.04,1
15000.0,,debt_consolidation,626.0,105xx,NY,< 1 year,0.0,15.25,1
25000.0,,debt_consolidation,520.0,853xx,AZ,< 1 year,0.0,0.66,1
35000.0,,debt_consolidation,695.0,734xx,OK,< 1 year,0.0,50.58,1
5000.0,,other,580.0,232xx,VA,< 1 year,0.0,2.42,1
5000.0,,other,525.0,968xx,HI,< 1 year,0.0,0.73,1
5000.0,,home_improvement,549.0,631xx,MO,< 1 year,0.0,31.3,1
10000.0,,other,644.0,441xx,OH,< 1 year,0.0,9.69,1
25000.0,,debt con.,683.0,480xx,MI,10+ years,0.0,20.44,1
1000.0,,other,537.0,327xx,FL,< 1 year,0.0,22.91,1
10000.0,,credit_card,588.0,350xx,AL,< 1 year,0.0,4.63,1
3800.0,,car,666.0,015xx,MA,< 1 year,0.0,8.68,1
35000.0,,home_improvement,683.0,486xx,MI,< 1 year,0.0,31.13,1
35000.0,,Business,649.0,786xx,TX,3 years,0.0,6.68,1
4900.0,,car,582.0,339xx,FL,10+ years,0.0,4.09,1
6000.0,,other,,618xx,IL,< 1 year,0.0,1.5,1
1500.0,,debt_consolidation,510.0,751xx,TX,< 1 year,0.0,0.21,1
3000.0,,debt_consolidation,,953xx,CA,< 1 year,0.0,17.37,1
35000.0,,debt_consolidation,650.0,217xx,MD,,0.0,165.54,1
15000.0,,debt_consolidation,712.0,342xx,FL,,0.0,34.32,1
25000.0,,debt_consolidation,709.0,373xx,TN,< 1 year,0.0,37.62,1
1000.0,,debt_consolidation,519.0,212xx,MD,< 1 year,0.0,21.72,1
4000.0,,credit_card,673.0,751xx,TX,< 1 year,0.0,50.4,1
5000.0,,other,,430xx,OH,< 1 year,0.0,0.0,1
3500.0,,major_purchase,700.0,285xx,NC,5 years,0.0,4.38,1
3000.0,,car,501.0,931xx,CA,< 1 year,0.0,20.16,1
8500.0,,bills,689.0,225xx,VA,4 years,0.0,13.17,1
20000.0,,credit_card,688.0,372xx,TN,< 1 year,0.0,31.4,1
1000.0,,Other,781.0,333xx,FL,2 years,0.0,22.8,1
35000.0,,credit_card,,617xx,IL,< 1 year,0.0,-1.0,1
35000.0,,KingmanLoan,652.0,015xx,MA,10+ years,0.0,12.81,1
6000.0,,debt_consolidation,703.0,125xx,NY,< 1 year,0.0,20.7,1
20000.0,,credit_card,633.0,234xx,VA,< 1 year,0.0,33.2,1
5000.0,,My loan,794.0,706xx,LA,10+ years,0.0,8.28,1
10000.0,,Consolidation,680.0,478xx,IN,10+ years,0.0,7.14,1
8000.0,,debt_consolidation,,281xx,NC,< 1 year,0.0,0.0,1
15000.0,,debt_consolidation,655.0,953xx,CA,< 1 year,0.0,7.26,1
10000.0,,credit_card,503.0,604xx,IL,< 1 year,0.0,9.29,1
5000.0,,other,569.0,402xx,KY,10+ years,0.0,20.77,1
10000.0,,debt_consolidation,612.0,944xx,CA,< 1 year,0.0,5.59,1
4000.0,,debt_consolidation,608.0,497xx,MI,< 1 year,0.0,5.61,1
25000.0,,debt_consolidation,633.0,775xx,TX,< 1 year,0.0,22.22,1
3000.0,,debt_consolidation,,496xx,MI,< 1 year,0.0,-1.0,1
2500.0,,other,,752xx,TX,< 1 year,0.0,0.0,1
6000.0,,debt_consolidation,,441xx,OH,< 1 year,0.0,0.0,1
1000.0,,other,604.0,701xx,LA,< 1 year,0.0,1.22,1
2500.0,,debt_consolidation,605.0,307xx,GA,< 1 year,0.0,14.93,1
20000.0,,debt_consolidation,644.0,141xx,NY,10+ years,0.0,24.46,1
5000.0,,other,595.0,491xx,MI,< 1 year,0.0,1.9,1
15000.0,,debt_consolidation,751.0,774xx,TX,< 1 year,0.0,72.59,1
20000.0,,debt_consolidation,582.0,088xx,NJ,< 1 year,0.0,12.99,1
35000.0,,debt_consolidation,639.0,711xx,LA,< 1 year,0.0,42.55,1
35000.0,,home_improvement,669.0,786xx,TX,< 1 year,0.0,19.9,1
30000.0,,debt_consolidation,686.0,781xx,TX,< 1 year,0.0,40.52,1
4000.0,,other,723.0,112xx,NY,< 1 year,0.0,8.68,1
35000.0,,major_purchase,,752xx,TX,< 1 year,0.0,-1.0,1
10000.0,,other,,900xx,CA,< 1 year,0.0,0.0,1
1500.0,,medical,624.0,291xx,SC,< 1 year,0.0,52.62,1
15000.0,,credit_card,607.0,810xx,CO,< 1 year,0.0,18.02,1
35000.0,,debt_consolidation,848.0,967xx,HI,< 1 year,0.0,41.62,1
20000.0,,credit_card,760.0,117xx,NY,< 1 year,0.0,16.14,1
12000.0,,debt_consolidation,629.0,930xx,CA,< 1 year,0.0,11.23,1
20000.0,,debt_consolidation,540.0,300xx,GA,10+ years,0.0,0.0,1
1500.0,,other,681.0,770xx,TX,5 years,0.0,26.85,1
10000.0,,debt_consolidation,680.0,146xx,NY,5 years,0.0,14.23,1
1000.0,,debt_consolidation,523.0,496xx,MI,< 1 year,0.0,4.28,1
10000.0,,moving,501.0,356xx,AL,10+ years,0.0,18.63,1
13000.0,,car,584.0,104xx,NY,< 1 year,0.0,2.0,1
10000.0,,debt_consolidation,653.0,891xx,NV,< 1 year,0.0,36.96,1
10000.0,,Loan for Large Purchases/Other Purposes,869.0,100xx,NY,,0.0,1.64,1
10000.0,,Other,658.0,631xx,MO,10+ years,0.0,15.1,1
7000.0,,credit_card,696.0,334xx,FL,< 1 year,0.0,28.75,1
12000.0,,debt_consolidation,617.0,773xx,TX,< 1 year,0.0,70.63,1
1100.0,,other,614.0,705xx,LA,< 1 year,0.0,19.25,1
15000.0,,home_improvement,629.0,774xx,TX,< 1 year,0.0,72.13,1
5000.0,,other,654.0,891xx,NV,< 1 year,0.0,9.53,1
25000.0,,credit_card,600.0,379xx,TN,< 1 year,0.0,20.34,1
10150.0,,debt_consolidation,738.0,850xx,AZ,< 1 year,0.0,59.53,1
35000.0,,debt_consolidation,672.0,956xx,CA,< 1 year,0.0,0.8,1
22000.0,,debt_consolidation,709.0,913xx,CA,< 1 year,0.0,40.95,1
5000.0,,moving,600.0,280xx,NC,10+ years,0.0,6.08,1
1000.0,,credit_card,592.0,132xx,NY,< 1 year,0.0,14.11,1
10000.0,,credit_card,632.0,117xx,NY,< 1 year,0.0,6.94,1
35000.0,,debt_consolidation,619.0,633xx,MO,< 1 year,0.0,85.98,1
20000.0,,colledge tuition,661.0,104xx,NY,5 years,0.0,3.99,1
15000.0,,car,593.0,720xx,AR,< 1 year,0.0,5.36,1
15000.0,,debt_consolidation,634.0,327xx,FL,< 1 year,0.0,9.14,1
35000.0,,debt_consolidation,710.0,142xx,NY,< 1 year,0.0,35.63,1
4000.0,,Moving and relocation,623.0,927xx,CA,10+ years,0.0,0.11,1
25000.0,,debt_consolidation,719.0,228xx,VA,< 1 year,0.0,29.95,1
10000.0,,debt_consolidation,501.0,065xx,CT,10+ years,0.0,2.55,1
12000.0,,debt_consolidation,596.0,349xx,FL,< 1 year,0.0,48.45,1
5000.0,,credit_card,690.0,017xx,MA,< 1 year,0.0,11.93,1
20000.0,,  consolidate,682.0,594xx,MT,10+ years,0.0,26.4,1
5000.0,,medical,689.0,908xx,CA,5 years,0.0,0.99,1
35000.0,,debt_consolidation,740.0,765xx,TX,< 1 year,0.0,49.39,1
25000.0,,other,503.0,720xx,AR,< 1 year,0.0,2.89,1
25000.0,,credit_card,833.0,294xx,SC,< 1 year,0.0,200.0,1
35000.0,,debt_consolidation,702.0,441xx,OH,< 1 year,0.0,39.96,1
13000.0,,debt_consolidation,756.0,302xx,GA,< 1 year,0.0,26.29,1
10000.0,,vacation,595.0,711xx,LA,10+ years,0.0,5.0,1
25000.0,,Credit Card Refinance,563.0,564xx,MN,3 years,0.0,15.47,1
1000.0,,debt_consolidation,576.0,069xx,CT,< 1 year,0.0,0.06,1
10000.0,,credit_card,696.0,339xx,FL,< 1 year,0.0,21.18,1
28000.0,,credit_card,788.0,860xx,AZ,< 1 year,0.0,18.17,1
5000.0,,credit_card,649.0,542xx,WI,< 1 year,0.0,19.58,1
2500.0,,other,598.0,778xx,TX,< 1 year,0.0,6.98,1
30000.0,,debt_consolidation,635.0,606xx,IL,< 1 year,0.0,33.2,1
1300.0,,debt_consolidation,686.0,775xx,TX,< 1 year,0.0,0.96,1
35000.0,,debt_consolidation,787.0,232xx,VA,< 1 year,0.0,0.53,1
35000.0,,Trying to Live Debt Free for My Family,721.0,600xx,IL,2 years,0.0,8.25,1
2500.0,,other,,120xx,NY,< 1 year,0.0,0.0,1
8500.0,,debt_consolidation,644.0,756xx,TX,< 1 year,0.0,28.57,1
35000.0,,credit_card,703.0,449xx,OH,< 1 year,0.0,42.65,1
4000.0,,debt_consolidation,724.0,157xx,PA,< 1 year,0.0,12.45,1
20000.0,,other,686.0,778xx,TX,< 1 year,0.0,22.78,1
5000.0,,other,712.0,180xx,PA,5 years,0.0,15.53,1
5000.0,,home_improvement,638.0,602xx,IL,10+ years,0.0,32.07,1
1000.0,,debt_consolidation,616.0,973xx,OR,< 1 year,0.0,26.99,1
25000.0,,small_business,515.0,112xx,NY,< 1 year,0.0,15.79,1
4000.0,,debt_consolidation,654.0,306xx,GA,< 1 year,0.0,7.92,1
15000.0,,debt_consolidation,624.0,088xx,NJ,< 1 year,0.0,9.6,1
2000.0,,other,630.0,352xx,AL,< 1 year,0.0,11.28,1
7000.0,,Debt consolidation,617.0,484xx,MI,10+ years,0.0,6.55,1
30000.0,,debt_consolidation,737.0,157xx,PA,< 1 year,0.0,25.62,1
35000.0,,other,679.0,785xx,TX,< 1 year,0.0,46.27,1
1500.0,,debt_consolidation,644.0,971xx,OR,10+ years,0.0,10.92,1
15000.0,,small_business,643.0,352xx,AL,< 1 year,0.0,4.78,1
35000.0,,debt_consolidation,668.0,981xx,WA,< 1 year,0.0,1.41,1
10000.0,,debt_consolidation,655.0,338xx,FL,< 1 year,0.0,23.75,1
15000.0,,credit_card,641.0,928xx,CA,< 1 year,0.0,5.85,1
1500.0,,other,654.0,630xx,MO,10+ years,0.0,16.54,1
32000.0,,credit_card,668.0,292xx,SC,< 1 year,0.0,26.36,1
20000.0,,medical,770.0,981xx,WA,1 year,0.0,0.44,1
15000.0,,debt_consolidation,681.0,597xx,MT,< 1 year,0.0,200.0,1
7000.0,,small_business,596.0,473xx,IN,< 1 year,0.0,5.29,1
20000.0,,moving,696.0,940xx,CA,< 1 year,0.0,0.18,1
10000.0,,debt_consolidation,600.0,306xx,GA,< 1 year,0.0,19.04,1
10000.0,,debt_consolidation,720.0,140xx,NY,< 1 year,0.0,8.72,1
22000.0,,home_improvement,670.0,902xx,CA,< 1 year,0.0,22.6,1
1000.0,,other,,012xx,MA,< 1 year,0.0,-1.0,1
15000.0,,credit_card,681.0,959xx,CA,< 1 year,0.0,15.33,1
25000.0,,debt_consolidation,678.0,301xx,GA,< 1 year,0.0,12.86,1
1000.0,,other,574.0,939xx,CA,< 1 year,0.0,-1.0,1
15000.0,,debt_consolidation,622.0,023xx,MA,< 1 year,0.0,44.52,1
20000.0,,debt_consolidation,731.0,444xx,OH,< 1 year,0.0,51.14,1
35000.0,,debt_consolidation,742.0,300xx,GA,< 1 year,0.0,39.53,1
10000.0,,debt_consolidation,681.0,128xx,NY,< 1 year,0.0,7.68,1
1500.0,,small_business,683.0,740xx,OK,< 1 year,0.0,29.84,1
3000.0,,Debt consolidation,639.0,402xx,KY,10+ years,0.0,24.14,1
8000.0,,debt_consolidation,670.0,723xx,AR,< 1 year,0.0,12.85,1
30000.0,,debt_consolidation,762.0,283xx,NC,< 1 year,0.0,33.89,1
10000.0,,debt_consolidation,536.0,160xx,PA,< 1 year,0.0,31.53,1
15000.0,,Debt consolidation,668.0,294xx,SC,6 years,0.0,15.51,1
3000.0,,car,554.0,330xx,FL,< 1 year,0.0,4.0,1
35000.0,,credit_card,561.0,109xx,NY,< 1 year,0.0,21.7,1
15000.0,,debt_consolidation,685.0,920xx,CA,< 1 year,0.0,20.8,1
15000.0,,debt_consolidation,708.0,272xx,NC,< 1 year,0.0,64.64,1
8000.0,,debt_consolidation,691.0,267xx,WV,< 1 year,0.0,1.37,1
10000.0,,credit_card,671.0,470xx,IN,< 1 year,0.0,12.19,1
3000.0,,car,681.0,916xx,CA,< 1 year,0.0,6.99,1
8000.0,,debt_consolidation,637.0,610xx,IL,< 1 year,0.0,44.4,1
1000.0,,medical,522.0,931xx,CA,< 1 year,0.0,2.46,1
15000.0,,credit_card,631.0,724xx,AR,< 1 year,0.0,4.9,1
15000.0,,Debt consolidation,634.0,960xx,CA,10+ years,0.0,4.92,1
35000.0,,debt_consolidation,647.0,785xx,TX,< 1 year,0.0,45.07,1
2100.0,,other,560.0,762xx,TX,< 1 year,0.0,15.57,1
10000.0,,debt_consolidation,607.0,030xx,NH,< 1 year,0.0,45.94,1
35000.0,,credit_card,634.0,721xx,AR,< 1 year,0.0,41.78,1
12000.0,,Debt consolidation,685.0,230xx,VA,10+ years,0.0,27.66,1
1000.0,,major_purchase,615.0,654xx,MO,< 1 year,0.0,-1.0,1
8000.0,,credit_card,653.0,752xx,TX,< 1 year,0.0,18.1,1
2500.0,,home_improvement,562.0,722xx,AR,10+ years,0.0,82.33,1
4000.0,,debt_consolidation,607.0,300xx,GA,< 1 year,0.0,15.23,1
29000.0,,credit_card,647.0,322xx,FL,< 1 year,0.0,33.48,1
3500.0,,other,610.0,316xx,GA,< 1 year,0.0,20.78,1
15000.0,,debt_consolidation,631.0,199xx,DE,< 1 year,0.0,57.57,1
3000.0,,debt_consolidation,623.0,628xx,IL,< 1 year,0.0,12.96,1
35000.0,,credit_card,581.0,077xx,NJ,< 1 year,0.0,35.13,1
20000.0,,home_improvement,717.0,601xx,IL,< 1 year,0.0,70.48,1
10000.0,,debt_consolidation,503.0,541xx,WI,< 1 year,0.0,0.89,1
25000.0,,debt_consolidation,727.0,488xx,MI,< 1 year,0.0,41.1,1
2000.0,,other,573.0,750xx,TX,< 1 year,0.0,2.81,1
10000.0,,other,659.0,166xx,PA,< 1 year,0.0,32.96,1
