loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,deferral_term,disbursement_method,bad_loan,fico_score,had_hardship,debt_settlement,had_delinquency
25000.0,25000.0,25000.0,60.0,15.05,595.41,C,C4,10.0,OWN,135000.0,Not Verified,2017-09-01,Current,n,debt_consolidation,CA,33.67,0.0,1981-06-01,705.0,709.0,0.0,35.0,,17.0,0.0,52338.0,59.9,30.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,790904.0,1.0,3.0,0.0,1.0,17.0,38101.0,65.0,0.0,1.0,24511.0,62.0,87400.0,0.0,0.0,3.0,4.0,49432.0,18134.0,70.3,0.0,0.0,83.0,434.0,18.0,1.0,3.0,18.0,35.0,2.0,35.0,0.0,5.0,7.0,7.0,12.0,4.0,11.0,21.0,7.0,17.0,0.0,0.0,0.0,1.0,93.3,42.9,0,0.0,864127.0,108904.0,61000.0,58989.0,,,,,,,,,,,,,,,Cash,0,707.0,0,0,1
33000.0,33000.0,33000.0,36.0,26.3,1334.87,E,E5,,RENT,92000.0,Verified,2017-09-01,Late (31-120 days),n,debt_consolidation,NY,34.71,0.0,1976-02-01,695.0,699.0,1.0,,102.0,42.0,1.0,29091.0,35.4,58.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,90306.0,2.0,4.0,2.0,3.0,2.0,61215.0,62.0,4.0,14.0,11032.0,46.0,82100.0,2.0,0.0,2.0,17.0,2376.0,16367.0,63.1,0.0,0.0,85.0,498.0,2.0,2.0,0.0,7.0,,2.0,,0.0,11.0,12.0,14.0,19.0,6.0,38.0,52.0,12.0,42.0,0.0,0.0,0.0,6.0,100.0,35.7,1,0.0,182963.0,90306.0,44300.0,100863.0,,,,,,,,,,,,,,,Cash,1,697.0,0,1,0
24000.0,24000.0,24000.0,36.0,15.05,832.56,C,C4,2.0,RENT,125000.0,Verified,2017-09-01,Current,n,debt_consolidation,WA,15.75,0.0,2007-11-01,680.0,684.0,1.0,,,11.0,0.0,50478.0,64.4,17.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,58881.0,0.0,1.0,0.0,0.0,40.0,8403.0,30.0,0.0,2.0,14956.0,56.0,78400.0,0.0,3.0,3.0,2.0,5353.0,16376.0,72.0,0.0,0.0,73.0,117.0,16.0,16.0,0.0,16.0,,4.0,,0.0,7.0,9.0,8.0,10.0,3.0,10.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,100.0,50.0,0,0.0,106168.0,58881.0,58400.0,27768.0,,,,,,,,,,,,,,,Cash,0,682.0,0,0,0
15000.0,15000.0,14950.0,36.0,14.08,513.25,C,C3,8.0,MORTGAGE,42000.0,Source Verified,2017-09-01,Current,n,other,LA,2.57,0.0,2003-05-01,690.0,694.0,1.0,31.0,,5.0,0.0,6008.0,52.7,14.0,f,2019-03-01,0.0,31.0,1.0,Individual,,,,0.0,0.0,173422.0,1.0,0.0,0.0,0.0,119.0,0.0,,2.0,2.0,4591.0,53.0,11400.0,2.0,0.0,2.0,3.0,34684.0,992.0,85.8,0.0,0.0,119.0,171.0,6.0,6.0,1.0,6.0,31.0,6.0,31.0,0.0,2.0,2.0,2.0,8.0,1.0,4.0,12.0,2.0,5.0,0.0,0.0,0.0,2.0,100.0,50.0,0,0.0,190000.0,6008.0,7000.0,0.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,1
14000.0,14000.0,14000.0,36.0,25.82,562.73,E,E4,1.0,RENT,100000.0,Source Verified,2017-09-01,Current,n,debt_consolidation,CA,28.83,0.0,1973-10-01,690.0,694.0,0.0,,,6.0,0.0,6223.0,79.8,19.0,f,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,190692.0,1.0,1.0,1.0,1.0,8.0,184469.0,,1.0,3.0,1291.0,80.0,7800.0,1.0,1.0,3.0,4.0,38138.0,209.0,86.1,0.0,0.0,124.0,526.0,5.0,5.0,3.0,41.0,,7.0,,0.0,1.0,2.0,2.0,4.0,5.0,5.0,10.0,2.0,6.0,0.0,0.0,0.0,2.0,100.0,100.0,0,0.0,192800.0,190692.0,1500.0,185000.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,0
5600.0,5600.0,5600.0,36.0,19.03,205.36,D,D3,1.0,MORTGAGE,90000.0,Source Verified,2017-08-01,Current,n,other,PA,7.08,0.0,2003-09-01,715.0,719.0,1.0,,,9.0,0.0,14520.0,62.1,13.0,f,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,340992.0,0.0,3.0,1.0,2.0,7.0,28624.0,108.0,0.0,1.0,8134.0,86.0,23400.0,4.0,2.0,2.0,3.0,37888.0,3220.0,76.3,0.0,0.0,25.0,60.0,22.0,7.0,5.0,22.0,,1.0,,0.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,9.0,0.0,0.0,0.0,1.0,100.0,50.0,0,0.0,393457.0,43144.0,13600.0,26605.0,,,,,,,,,,,,,,,Cash,0,717.0,0,0,0
20000.0,20000.0,20000.0,60.0,21.45,546.15,D,D5,3.0,RENT,76000.0,Source Verified,2017-09-01,Current,n,debt_consolidation,IL,15.62,0.0,2006-05-01,660.0,664.0,3.0,,,23.0,0.0,22228.0,59.0,24.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,43199.0,2.0,8.0,0.0,0.0,66.0,20971.0,87.0,3.0,3.0,4463.0,70.0,37700.0,1.0,0.0,3.0,3.0,1878.0,3726.0,78.1,0.0,0.0,135.0,89.0,2.0,2.0,0.0,28.0,,1.0,,0.0,5.0,11.0,6.0,6.0,9.0,15.0,15.0,11.0,23.0,0.0,0.0,0.0,3.0,100.0,66.7,0,0.0,61950.0,43199.0,17000.0,24250.0,,,,,,,,,,,,,,,Cash,0,662.0,0,0,0
30000.0,30000.0,30000.0,60.0,19.03,778.72,D,D3,1.0,RENT,37650.0,Not Verified,2017-08-01,Current,n,debt_consolidation,CA,52.25,0.0,2005-09-01,675.0,679.0,1.0,,,17.0,0.0,25841.0,38.3,29.0,w,2019-03-01,0.0,,1.0,Joint App,122650.0,24.01,Not Verified,0.0,0.0,75722.0,1.0,1.0,0.0,1.0,23.0,49881.0,,2.0,3.0,7147.0,38.0,67400.0,3.0,1.0,1.0,4.0,4454.0,16658.0,60.1,0.0,0.0,143.0,67.0,3.0,3.0,0.0,3.0,,5.0,,0.0,7.0,10.0,9.0,11.0,6.0,16.0,23.0,10.0,17.0,0.0,0.0,0.0,2.0,100.0,44.4,0,0.0,131219.0,75722.0,41800.0,63819.0,41102.0,645.0,649.0,2008-02-01,0.0,0.0,11.0,65.7,1.0,12.0,0.0,0.0,,,Cash,0,677.0,0,0,0
12000.0,12000.0,12000.0,36.0,9.44,384.06,B,B1,10.0,OWN,63450.0,Source Verified,2017-08-01,Current,n,other,NC,22.24,0.0,2004-01-01,710.0,714.0,0.0,33.0,,16.0,0.0,18519.0,32.3,39.0,f,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,37405.0,4.0,2.0,2.0,2.0,4.0,18886.0,73.0,4.0,6.0,3705.0,45.0,57300.0,1.0,9.0,2.0,8.0,2338.0,18579.0,41.0,0.0,0.0,158.0,163.0,5.0,4.0,0.0,8.0,33.0,4.0,33.0,0.0,8.0,11.0,8.0,11.0,18.0,14.0,20.0,11.0,16.0,0.0,0.0,0.0,6.0,97.4,0.0,0,0.0,83161.0,37405.0,31500.0,25861.0,,,,,,,,,,,,,,,Cash,0,712.0,0,0,1
9600.0,9600.0,9600.0,36.0,12.62,321.71,C,C1,,RENT,45000.0,Not Verified,2017-08-01,Charged Off,n,debt_consolidation,NM,12.48,0.0,1985-11-01,705.0,709.0,0.0,,,22.0,0.0,11980.0,67.7,22.0,w,2019-03-01,0.0,,1.0,Joint App,98100.0,17.35,Not Verified,0.0,0.0,76407.0,0.0,19.0,0.0,0.0,125.0,64427.0,134.0,0.0,0.0,6852.0,116.0,17700.0,2.0,0.0,3.0,0.0,3473.0,208.0,98.3,0.0,0.0,191.0,381.0,34.0,34.0,0.0,34.0,,4.0,,0.0,2.0,3.0,2.0,2.0,19.0,3.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,100.0,100.0,0,0.0,65861.0,76407.0,12000.0,48161.0,21464.0,590.0,594.0,2000-12-01,2.0,0.0,19.0,96.1,16.0,11.0,0.0,1.0,25.0,,Cash,1,707.0,0,0,0
9350.0,9350.0,9350.0,36.0,24.85,371.02,E,E3,10.0,MORTGAGE,30000.0,Verified,2017-08-01,Fully Paid,n,debt_consolidation,CA,28.44,0.0,1989-12-01,690.0,694.0,1.0,,,19.0,0.0,22536.0,42.8,38.0,f,2018-12-01,0.0,,1.0,Individual,,,,0.0,482.0,181586.0,1.0,0.0,0.0,1.0,18.0,0.0,,1.0,9.0,3661.0,43.0,52600.0,0.0,0.0,2.0,12.0,10088.0,19832.0,39.0,0.0,0.0,195.0,332.0,6.0,6.0,4.0,6.0,,6.0,,0.0,9.0,14.0,9.0,13.0,4.0,18.0,30.0,14.0,19.0,0.0,0.0,0.0,2.0,100.0,0.0,0,0.0,212712.0,22536.0,32500.0,0.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,0
9000.0,9000.0,9000.0,36.0,9.44,288.05,B,B1,1.0,MORTGAGE,75000.0,Source Verified,2017-08-01,Fully Paid,n,credit_card,WI,19.1,1.0,1999-07-01,660.0,664.0,2.0,20.0,,6.0,0.0,6453.0,86.0,15.0,w,2019-03-01,0.0,21.0,1.0,Individual,,,,0.0,206.0,230480.0,1.0,3.0,2.0,3.0,2.0,60041.0,84.0,0.0,0.0,6453.0,85.0,7500.0,1.0,3.0,5.0,3.0,38413.0,1047.0,86.0,0.0,0.0,114.0,217.0,33.0,2.0,1.0,33.0,52.0,2.0,20.0,0.0,1.0,1.0,1.0,4.0,6.0,1.0,7.0,1.0,6.0,0.0,0.0,1.0,2.0,78.6,100.0,0,0.0,240834.0,66719.0,7500.0,63109.0,,,,,,,,,,,,,,,Cash,0,662.0,0,0,1
10000.0,10000.0,10000.0,60.0,17.09,249.01,D,D1,1.0,RENT,78000.0,Not Verified,2017-08-01,Fully Paid,n,debt_consolidation,CA,11.98,0.0,2006-04-01,670.0,674.0,0.0,47.0,,8.0,0.0,13247.0,71.2,17.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,19316.0,0.0,3.0,0.0,1.0,19.0,6069.0,47.0,0.0,0.0,12090.0,61.0,18600.0,0.0,4.0,1.0,1.0,3219.0,5410.0,69.1,0.0,0.0,129.0,136.0,38.0,19.0,0.0,38.0,,7.0,47.0,0.0,1.0,2.0,3.0,4.0,7.0,5.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,94.1,50.0,0,0.0,31439.0,19316.0,17500.0,12839.0,,,,,,,,,,,,,,,Cash,0,672.0,0,0,1
12000.0,12000.0,12000.0,36.0,7.97,375.88,A,A5,,RENT,40000.0,Not Verified,2017-08-01,Current,n,car,TX,14.4,0.0,1993-05-01,715.0,719.0,0.0,29.0,,7.0,0.0,23427.0,45.1,24.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,137619.0,0.0,0.0,1.0,6.0,11.0,0.0,,1.0,2.0,7960.0,45.0,51900.0,0.0,10.0,0.0,9.0,22937.0,8040.0,49.8,0.0,0.0,144.0,291.0,9.0,9.0,1.0,36.0,,20.0,29.0,0.0,1.0,2.0,1.0,1.0,16.0,6.0,7.0,2.0,7.0,0.0,0.0,0.0,2.0,95.8,0.0,0,0.0,171900.0,23427.0,16000.0,0.0,,,,,,,,,,,,,,,Cash,0,717.0,0,0,1
3500.0,3500.0,3500.0,36.0,18.06,126.64,D,D2,3.0,MORTGAGE,45000.0,Source Verified,2017-08-01,Fully Paid,n,car,VA,7.15,0.0,2004-07-01,670.0,674.0,0.0,31.0,,10.0,0.0,4488.0,35.3,24.0,w,2018-09-01,0.0,31.0,1.0,Individual,,,,0.0,0.0,150625.0,1.0,1.0,1.0,3.0,8.0,11827.0,100.0,3.0,4.0,3581.0,67.0,12700.0,3.0,1.0,3.0,10.0,15063.0,2337.0,65.6,0.0,0.0,157.0,66.0,10.0,1.0,3.0,11.0,,2.0,,3.0,3.0,4.0,4.0,6.0,8.0,8.0,12.0,4.0,10.0,0.0,0.0,0.0,7.0,87.5,50.0,0,0.0,158822.0,16315.0,6800.0,11812.0,,,,,,,,,,,,,,,Cash,0,672.0,0,0,1
10000.0,10000.0,10000.0,36.0,10.42,324.65,B,B3,10.0,RENT,108000.0,Verified,2017-08-01,Current,n,other,IL,32.07,2.0,1999-03-01,675.0,679.0,0.0,,76.0,9.0,1.0,6879.0,61.0,31.0,w,2019-03-01,0.0,24.0,1.0,Individual,,,,0.0,0.0,123087.0,1.0,5.0,2.0,5.0,5.0,116208.0,83.0,1.0,3.0,2490.0,61.0,11300.0,0.0,0.0,2.0,8.0,13676.0,2100.0,73.0,0.0,0.0,145.0,221.0,10.0,5.0,2.0,10.0,,5.0,,0.0,3.0,4.0,4.0,10.0,13.0,4.0,15.0,4.0,9.0,,0.0,2.0,3.0,55.0,33.3,1,0.0,150685.0,123087.0,6300.0,139385.0,,,,,,,,,,,,,,,Cash,0,677.0,0,0,0
10000.0,10000.0,10000.0,36.0,7.35,310.38,A,A4,10.0,MORTGAGE,85000.0,Not Verified,2017-08-01,Current,n,small_business,SC,20.53,0.0,1997-08-01,690.0,694.0,0.0,58.0,,9.0,0.0,18452.0,62.8,28.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,152921.0,0.0,2.0,0.0,1.0,22.0,39341.0,67.0,1.0,1.0,10783.0,64.0,29400.0,0.0,4.0,1.0,2.0,16991.0,7647.0,70.5,0.0,0.0,186.0,196.0,12.0,12.0,4.0,12.0,,12.0,,0.0,4.0,5.0,5.0,6.0,15.0,6.0,9.0,5.0,9.0,0.0,0.0,0.0,1.0,96.2,80.0,0,0.0,195404.0,57793.0,25900.0,61613.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,1
8000.0,8000.0,8000.0,36.0,21.45,303.26,D,D5,10.0,OWN,60000.0,Verified,2017-08-01,Fully Paid,n,credit_card,NJ,29.0,2.0,1993-11-01,690.0,694.0,3.0,14.0,,21.0,0.0,17141.0,41.6,60.0,f,2019-03-01,0.0,26.0,1.0,Individual,,,,0.0,0.0,43307.0,7.0,1.0,3.0,5.0,3.0,26166.0,94.0,9.0,9.0,3752.0,63.0,41200.0,2.0,0.0,7.0,14.0,2707.0,13105.0,35.4,0.0,0.0,107.0,285.0,1.0,1.0,1.0,3.0,14.0,1.0,14.0,1.0,4.0,8.0,7.0,18.0,11.0,20.0,48.0,8.0,21.0,0.0,0.0,0.0,12.0,83.3,16.7,0,0.0,68905.0,43307.0,20300.0,27705.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,1
1200.0,1200.0,1200.0,36.0,10.42,38.96,B,B3,10.0,MORTGAGE,105000.0,Not Verified,2017-08-01,Charged Off,n,vacation,IL,8.3,0.0,2010-07-01,750.0,754.0,1.0,,,14.0,0.0,4759.0,11.8,20.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,225149.0,3.0,2.0,1.0,2.0,6.0,17480.0,50.0,3.0,5.0,2411.0,30.0,40500.0,2.0,0.0,5.0,8.0,17319.0,29643.0,11.8,0.0,0.0,85.0,77.0,2.0,2.0,1.0,2.0,,0.0,,0.0,2.0,4.0,7.0,8.0,6.0,11.0,13.0,4.0,14.0,0.0,0.0,0.0,5.0,100.0,0.0,0,0.0,278963.0,22239.0,33600.0,34763.0,,,,,,,,,,,,,,,Cash,1,752.0,0,0,0
8000.0,8000.0,8000.0,36.0,7.07,247.28,A,A2,10.0,RENT,39000.0,Not Verified,2017-08-01,Current,n,debt_consolidation,OR,14.52,0.0,2001-05-01,755.0,759.0,0.0,69.0,,4.0,0.0,4409.0,35.3,14.0,w,2019-03-01,0.0,69.0,1.0,Individual,,,,0.0,0.0,7710.0,0.0,1.0,0.0,0.0,26.0,3301.0,39.0,0.0,0.0,3547.0,37.0,12500.0,0.0,0.0,0.0,0.0,1928.0,5591.0,44.1,0.0,0.0,88.0,195.0,29.0,26.0,0.0,29.0,,,,1.0,2.0,2.0,2.0,8.0,3.0,3.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,92.9,0.0,0,0.0,21025.0,7710.0,10000.0,8525.0,,,,,,,,,,,,,,,Cash,0,757.0,0,0,1
3000.0,3000.0,3000.0,36.0,19.03,110.02,D,D3,4.0,RENT,35000.0,Source Verified,2017-08-01,Fully Paid,n,debt_consolidation,NY,14.23,3.0,2013-10-01,660.0,664.0,0.0,4.0,,11.0,0.0,1092.0,15.2,14.0,w,2017-09-01,0.0,,1.0,Individual,,,,0.0,0.0,20091.0,2.0,7.0,2.0,2.0,4.0,18999.0,57.0,2.0,4.0,1092.0,50.0,7200.0,2.0,1.0,0.0,6.0,2009.0,6108.0,15.2,0.0,0.0,46.0,36.0,10.0,4.0,0.0,14.0,4.0,14.0,4.0,0.0,1.0,1.0,3.0,6.0,7.0,4.0,7.0,1.0,11.0,0.0,0.0,0.0,4.0,84.6,0.0,0,0.0,40473.0,20091.0,7200.0,33273.0,,,,,,,,,,,,,,,Cash,0,662.0,0,0,1
12000.0,12000.0,12000.0,60.0,7.97,243.15,A,A5,10.0,MORTGAGE,86000.0,Not Verified,2017-08-01,Current,n,credit_card,IL,18.68,0.0,1985-04-01,790.0,794.0,0.0,,,17.0,0.0,45513.0,15.0,34.0,w,2019-03-01,0.0,,1.0,Joint App,133500.0,23.75,Not Verified,0.0,0.0,179176.0,0.0,4.0,0.0,0.0,31.0,13177.0,29.0,0.0,0.0,16222.0,18.0,237100.0,1.0,0.0,0.0,0.0,11199.0,96125.0,17.4,0.0,0.0,96.0,388.0,27.0,27.0,3.0,27.0,,15.0,,0.0,5.0,7.0,7.0,11.0,11.0,12.0,20.0,7.0,17.0,0.0,0.0,0.0,0.0,100.0,14.3,0,0.0,451144.0,58690.0,116400.0,46044.0,49424.0,605.0,609.0,1998-12-01,1.0,2.0,9.0,60.8,5.0,10.0,0.0,0.0,46.0,,Cash,0,792.0,0,0,0
2500.0,2500.0,2500.0,36.0,13.59,84.95,C,C2,1.0,RENT,26000.0,Source Verified,2017-09-01,Current,n,credit_card,KY,15.84,1.0,2012-06-01,675.0,679.0,0.0,23.0,,3.0,0.0,613.0,12.0,8.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,99.0,9522.0,0.0,1.0,1.0,1.0,7.0,8909.0,78.0,0.0,1.0,613.0,58.0,5100.0,1.0,0.0,4.0,2.0,3174.0,4487.0,12.0,0.0,0.0,52.0,62.0,18.0,7.0,0.0,18.0,23.0,7.0,23.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,87.5,0.0,0,0.0,16554.0,9522.0,5100.0,11454.0,,,,,,,,,,,,,,,Cash,0,677.0,0,0,1
10000.0,10000.0,10000.0,36.0,11.99,332.1,B,B5,10.0,RENT,30000.0,Not Verified,2017-08-01,Current,n,debt_consolidation,TN,2.8,0.0,2001-08-01,675.0,679.0,0.0,47.0,,7.0,0.0,1101.0,15.1,17.0,w,2019-03-01,0.0,47.0,1.0,Individual,,,,0.0,0.0,1101.0,0.0,0.0,0.0,0.0,65.0,0.0,,0.0,3.0,636.0,15.0,7300.0,1.0,0.0,2.0,3.0,184.0,599.0,64.8,0.0,0.0,111.0,165.0,16.0,16.0,3.0,21.0,47.0,9.0,47.0,1.0,2.0,2.0,2.0,3.0,3.0,7.0,11.0,2.0,7.0,0.0,0.0,0.0,0.0,70.6,50.0,0,0.0,7300.0,1101.0,1700.0,0.0,,,,,,,,,,,,,,,Cash,0,677.0,0,0,1
5000.0,5000.0,5000.0,36.0,20.0,185.82,D,D4,10.0,MORTGAGE,200000.0,Verified,2017-08-01,Fully Paid,n,debt_consolidation,IL,17.6,1.0,2003-02-01,680.0,684.0,0.0,10.0,,12.0,0.0,26091.0,92.9,34.0,f,2018-07-01,0.0,51.0,1.0,Individual,,,,0.0,0.0,252208.0,1.0,5.0,3.0,3.0,7.0,52270.0,48.0,1.0,2.0,12036.0,58.0,28100.0,4.0,1.0,8.0,5.0,22928.0,1887.0,92.7,0.0,0.0,154.0,174.0,4.0,4.0,4.0,29.0,,7.0,10.0,3.0,3.0,5.0,3.0,5.0,12.0,5.0,17.0,5.0,12.0,0.0,0.0,0.0,4.0,88.2,100.0,0,0.0,344700.0,78361.0,26000.0,108150.0,,,,,,,,,,,,,,,Cash,0,682.0,0,0,1
40000.0,40000.0,40000.0,60.0,15.05,952.65,C,C4,5.0,MORTGAGE,140000.0,Verified,2017-08-01,Current,n,home_improvement,CA,6.39,0.0,2004-04-01,700.0,704.0,0.0,,88.0,8.0,1.0,10515.0,36.0,13.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,389.0,13369.0,0.0,1.0,0.0,0.0,27.0,2854.0,32.0,0.0,1.0,3749.0,35.0,29200.0,1.0,2.0,2.0,1.0,1671.0,12128.0,34.8,0.0,0.0,56.0,79.0,24.0,24.0,0.0,42.0,,1.0,,0.0,4.0,7.0,4.0,5.0,4.0,7.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,1,0.0,38200.0,13369.0,18600.0,9000.0,,,,,,,,,,,,,,,Cash,0,702.0,0,0,0
8000.0,8000.0,8000.0,36.0,15.05,277.52,C,C4,10.0,RENT,28000.0,Source Verified,2017-08-01,Current,n,debt_consolidation,CA,23.62,0.0,2005-03-01,735.0,739.0,2.0,,,9.0,0.0,10769.0,34.3,9.0,f,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,15081.0,3.0,1.0,1.0,1.0,6.0,4312.0,86.0,4.0,6.0,150.0,41.0,31400.0,0.0,0.0,3.0,7.0,1676.0,10050.0,1.5,0.0,0.0,6.0,149.0,4.0,4.0,0.0,4.0,,6.0,,0.0,1.0,2.0,6.0,6.0,1.0,8.0,8.0,2.0,9.0,0.0,0.0,0.0,5.0,100.0,0.0,0,0.0,36400.0,15081.0,10200.0,5000.0,,,,,,,,,,,,,,,Cash,0,737.0,0,0,0
6025.0,6025.0,6025.0,36.0,18.06,218.0,D,D2,3.0,RENT,25000.0,Verified,2017-08-01,Fully Paid,n,other,MA,24.32,0.0,2005-05-01,665.0,669.0,0.0,24.0,,6.0,0.0,1451.0,38.2,18.0,w,2019-03-01,0.0,24.0,1.0,Individual,,,,0.0,0.0,35918.0,0.0,3.0,0.0,0.0,46.0,34467.0,80.0,0.0,0.0,554.0,76.0,3800.0,1.0,0.0,1.0,0.0,5986.0,193.0,83.9,0.0,0.0,143.0,147.0,25.0,25.0,0.0,25.0,42.0,6.0,38.0,4.0,2.0,3.0,2.0,5.0,10.0,3.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,58.8,100.0,0,0.0,47144.0,35918.0,1200.0,43344.0,,,,,,,,,,,,,,,Cash,0,667.0,0,0,1
4200.0,4200.0,4200.0,36.0,7.97,131.56,A,A5,1.0,OWN,45000.0,Not Verified,2017-08-01,Current,n,debt_consolidation,PA,15.55,0.0,1994-04-01,660.0,664.0,0.0,26.0,,14.0,0.0,1395.0,24.5,38.0,f,2019-03-01,2.0,71.0,1.0,Individual,,,,0.0,1444.0,51230.0,1.0,8.0,0.0,1.0,22.0,49835.0,92.0,2.0,3.0,926.0,85.0,5700.0,0.0,0.0,0.0,4.0,3659.0,1074.0,46.3,0.0,0.0,129.0,280.0,2.0,2.0,0.0,17.0,,22.0,26.0,1.0,1.0,2.0,2.0,5.0,22.0,6.0,15.0,2.0,14.0,0.0,0.0,0.0,2.0,91.2,50.0,0,0.0,60053.0,51230.0,2000.0,54353.0,,,,,,,,,,,,,,,Cash,0,662.0,0,0,1
3600.0,3600.0,3600.0,36.0,12.62,120.65,C,C1,9.0,RENT,41000.0,Source Verified,2017-08-01,Fully Paid,n,debt_consolidation,VA,21.66,0.0,2006-05-01,675.0,679.0,0.0,,,8.0,0.0,7571.0,41.4,17.0,w,2019-01-01,0.0,,1.0,Individual,,,,0.0,0.0,64754.0,1.0,3.0,2.0,2.0,4.0,57183.0,91.0,1.0,2.0,4044.0,58.0,18300.0,0.0,5.0,2.0,4.0,9251.0,3029.0,71.4,0.0,0.0,135.0,82.0,10.0,4.0,0.0,10.0,,9.0,,0.0,3.0,3.0,3.0,3.0,12.0,5.0,5.0,3.0,8.0,0.0,0.0,0.0,3.0,100.0,66.7,0,0.0,73380.0,64754.0,10600.0,55080.0,,,,,,,,,,,,,,,Cash,0,677.0,0,0,0
10000.0,10000.0,10000.0,36.0,9.44,320.05,B,B1,2.0,MORTGAGE,68000.0,Source Verified,2017-08-01,Fully Paid,n,debt_consolidation,FL,29.49,1.0,2001-12-01,660.0,664.0,1.0,19.0,81.0,24.0,1.0,18640.0,40.9,35.0,w,2018-07-01,0.0,,1.0,Individual,,,,0.0,0.0,126037.0,4.0,5.0,1.0,1.0,8.0,107397.0,90.0,5.0,7.0,4221.0,66.0,45600.0,4.0,6.0,5.0,8.0,5480.0,18186.0,46.2,0.0,0.0,188.0,152.0,3.0,3.0,0.0,3.0,,5.0,,0.0,12.0,15.0,14.0,18.0,9.0,19.0,26.0,15.0,24.0,0.0,0.0,0.0,6.0,94.3,7.1,1,0.0,124845.0,126037.0,33800.0,79245.0,,,,,,,,,,,,,,3.0,Cash,0,662.0,0,0,1
