loan_amnt,term,int_rate,grade,annual_inc,dti,fico_score,open_acc,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,home_ownership,addr_state,emp_length,acc_now_delinq,mort_acc,had_hardship,purpose,bad_loan
1000.0, 36 months,11.99,C,36522.0,35.72,662.0,23.0,78.0,0.0,0.0,0.0,MORTGAGE,NY,10.0,0.0,0.0,0,other,0
12000.0, 60 months,13.99,C,35000.0,32.68,702.0,10.0,67.9,0.0,0.0,0.0,OWN,OH,10.0,0.0,0.0,0,debt_consolidation,1
35000.0, 60 months,10.78,B,103500.0,21.24,737.0,12.0,49.0,0.0,0.0,0.0,MORTGAGE,MI,2.0,0.0,2.0,0,credit_card,0
24000.0, 36 months,5.32,A,200000.0,22.55,712.0,16.0,61.6,0.0,0.0,0.0,MORTGAGE,FL,10.0,0.0,2.0,0,debt_consolidation,0
8500.0, 36 months,9.17,B,35500.0,5.88,702.0,5.0,38.4,0.0,0.0,0.0,OWN,IL,1.0,0.0,0.0,0,credit_card,0
3500.0, 36 months,6.49,A,56000.0,19.03,682.0,10.0,11.5,0.0,3.0,0.0,MORTGAGE,MN,8.0,0.0,3.0,0,debt_consolidation,0
16100.0, 36 months,17.27,D,50000.0,15.96,687.0,10.0,97.5,0.0,0.0,0.0,MORTGAGE,NY,10.0,0.0,1.0,0,debt_consolidation,0
12000.0, 60 months,8.49,B,185000.0,15.06,712.0,12.0,80.6,1.0,0.0,0.0,MORTGAGE,MA,10.0,0.0,2.0,0,debt_consolidation,0
10000.0, 60 months,19.48,E,117000.0,12.73,737.0,8.0,14.5,0.0,0.0,0.0,MORTGAGE,CA,1.0,0.0,2.0,0,small_business,0
6000.0, 36 months,8.49,B,42000.0,26.06,732.0,22.0,20.8,0.0,0.0,0.0,OWN,MI,4.0,0.0,0.0,0,debt_consolidation,0
5000.0, 36 months,6.99,A,61000.0,30.53,712.0,15.0,29.5,0.0,4.0,0.0,MORTGAGE,MI,10.0,0.0,3.0,0,debt_consolidation,0
18000.0, 36 months,6.49,A,100000.0,10.49,722.0,11.0,33.4,0.0,0.0,0.0,MORTGAGE,LA,10.0,0.0,3.0,0,debt_consolidation,0
1000.0, 36 months,13.99,C,30000.0,31.08,682.0,13.0,57.1,0.0,0.0,0.0,RENT,TN,10.0,0.0,0.0,0,other,1
3850.0, 36 months,13.44,C,45000.0,22.59,692.0,19.0,55.4,0.0,1.0,0.0,MORTGAGE,NE,1.0,0.0,3.0,0,debt_consolidation,0
2000.0, 36 months,11.99,C,35000.0,4.01,662.0,7.0,17.1,2.0,0.0,1.0,RENT,MI,4.0,0.0,0.0,0,debt_consolidation,0
20000.0, 60 months,10.78,B,56000.0,21.8,762.0,9.0,35.9,0.0,0.0,0.0,OWN,FL,7.0,0.0,5.0,0,debt_consolidation,0
10175.0, 60 months,19.89,E,63900.0,20.28,687.0,27.0,31.5,1.0,1.0,0.0,MORTGAGE,PA,3.0,0.0,2.0,0,credit_card,0
10000.0, 36 months,6.99,A,70000.0,21.79,732.0,14.0,25.9,0.0,0.0,1.0,MORTGAGE,AZ,1.0,0.0,4.0,0,home_improvement,0
20000.0, 60 months,9.8,B,52000.0,17.75,747.0,15.0,33.0,0.0,0.0,0.0,MORTGAGE,VA,5.0,0.0,2.0,0,debt_consolidation,0
35000.0, 36 months,10.78,B,110000.0,25.38,707.0,12.0,88.2,1.0,0.0,0.0,MORTGAGE,GA,10.0,0.0,2.0,0,credit_card,0
20000.0, 36 months,12.88,C,93534.0,13.95,752.0,6.0,26.1,1.0,0.0,0.0,RENT,CA,10.0,0.0,0.0,0,debt_consolidation,0
14000.0, 60 months,20.5,E,45000.0,24.8,672.0,12.0,78.9,0.0,0.0,0.0,MORTGAGE,SC,8.0,0.0,0.0,0,debt_consolidation,0
20000.0, 36 months,6.49,A,95000.0,12.63,742.0,9.0,35.5,1.0,0.0,0.0,MORTGAGE,TN,2.0,0.0,3.0,0,debt_consolidation,0
12250.0, 36 months,14.85,C,26679.38,34.1,712.0,14.0,41.3,0.0,0.0,0.0,RENT,CA,4.0,0.0,0.0,0,debt_consolidation,1
15000.0, 36 months,5.32,A,90000.0,16.91,767.0,20.0,30.3,1.0,0.0,0.0,MORTGAGE,MO,8.0,0.0,1.0,0,credit_card,0
10000.0, 36 months,5.32,A,80000.0,5.27,687.0,6.0,47.2,0.0,0.0,0.0,RENT,CA,10.0,0.0,1.0,0,credit_card,0
3600.0, 36 months,10.78,B,39000.0,9.48,767.0,4.0,33.6,0.0,0.0,0.0,MORTGAGE,IL,7.0,0.0,3.0,0,credit_card,0
5000.0, 36 months,11.99,C,68500.0,16.36,677.0,20.0,61.8,0.0,3.0,0.0,MORTGAGE,NJ,10.0,0.0,4.0,0,home_improvement,0
35000.0, 60 months,11.99,C,80000.0,26.84,727.0,12.0,32.5,1.0,0.0,0.0,MORTGAGE,TN,10.0,0.0,2.0,0,credit_card,0
13000.0, 36 months,12.88,C,38000.0,25.89,677.0,13.0,49.3,1.0,0.0,1.0,MORTGAGE,MS,10.0,0.0,3.0,0,home_improvement,0
4000.0, 36 months,16.59,D,35000.0,11.45,667.0,8.0,55.7,1.0,0.0,2.0,OWN,TX,5.0,0.0,1.0,0,debt_consolidation,1
22450.0, 60 months,18.99,E,74000.0,33.18,677.0,10.0,80.6,0.0,1.0,0.0,MORTGAGE,WA,10.0,0.0,4.0,0,debt_consolidation,1
4800.0, 36 months,11.99,C,45000.0,10.29,672.0,11.0,78.2,0.0,0.0,0.0,RENT,TX,1.0,0.0,0.0,0,credit_card,0
21275.0, 36 months,14.85,C,56035.0,32.79,687.0,12.0,65.1,1.0,0.0,0.0,MORTGAGE,MN,4.0,0.0,0.0,0,debt_consolidation,0
15000.0, 36 months,5.32,A,100000.0,15.76,747.0,24.0,19.6,0.0,0.0,0.0,RENT,CA,10.0,0.0,0.0,0,credit_card,0
12000.0, 36 months,12.88,C,110000.0,9.44,682.0,9.0,21.9,2.0,0.0,0.0,MORTGAGE,TX,4.0,0.0,0.0,0,credit_card,0
34125.0, 60 months,17.27,D,132000.0,28.86,692.0,14.0,25.9,0.0,0.0,0.0,MORTGAGE,NC,10.0,0.0,0.0,0,home_improvement,0
9650.0, 36 months,12.88,C,55500.0,15.18,662.0,19.0,61.2,0.0,1.0,1.0,RENT,MA,1.0,0.0,1.0,0,debt_consolidation,0
24000.0, 36 months,9.8,B,100000.0,15.46,667.0,14.0,65.9,0.0,0.0,0.0,MORTGAGE,FL,10.0,0.0,2.0,0,debt_consolidation,0
35000.0, 36 months,10.78,B,134000.0,23.09,727.0,10.0,88.6,1.0,0.0,0.0,MORTGAGE,TX,10.0,0.0,5.0,0,debt_consolidation,0
25000.0, 36 months,5.32,A,125000.0,6.66,717.0,11.0,60.7,0.0,1.0,0.0,MORTGAGE,MN,10.0,0.0,2.0,0,credit_card,0
9100.0, 36 months,7.91,A,40000.0,12.57,742.0,11.0,22.3,1.0,0.0,0.0,MORTGAGE,MI,10.0,0.0,1.0,0,debt_consolidation,0
25000.0, 60 months,14.85,C,118450.0,25.97,697.0,12.0,87.1,0.0,0.0,0.0,MORTGAGE,MA,2.0,0.0,2.0,0,debt_consolidation,0
18000.0, 36 months,7.49,A,60000.0,35.0,742.0,22.0,47.0,0.0,0.0,0.0,OWN,FL,6.0,0.0,0.0,0,credit_card,0
10800.0, 36 months,11.48,B,123000.0,23.62,682.0,13.0,79.4,4.0,0.0,0.0,OWN,AZ,10.0,0.0,1.0,0,credit_card,0
9600.0, 36 months,9.17,B,150000.0,5.54,662.0,6.0,55.5,0.0,0.0,1.0,MORTGAGE,FL,2.0,0.0,5.0,0,debt_consolidation,0
3600.0, 36 months,11.48,B,55000.0,14.1,722.0,16.0,58.6,0.0,0.0,1.0,MORTGAGE,OH,3.0,0.0,1.0,0,debt_consolidation,0
12000.0, 60 months,12.88,C,100000.0,12.31,662.0,12.0,49.6,0.0,3.0,0.0,OWN,NY,10.0,0.0,1.0,0,credit_card,1
35000.0, 60 months,11.99,C,88000.0,13.3,697.0,6.0,64.0,0.0,1.0,0.0,MORTGAGE,OR,6.0,0.0,3.0,0,credit_card,0
12000.0, 36 months,6.49,A,65000.0,19.24,767.0,4.0,46.5,1.0,0.0,0.0,MORTGAGE,PA,10.0,0.0,2.0,0,home_improvement,0
18000.0, 36 months,6.99,A,89000.0,13.88,682.0,8.0,70.2,0.0,1.0,0.0,MORTGAGE,MN,8.0,0.0,4.0,0,credit_card,0
22925.0, 60 months,16.59,D,51000.0,31.04,722.0,16.0,65.3,0.0,0.0,0.0,RENT,CA,1.0,0.0,0.0,0,debt_consolidation,0
8000.0, 36 months,6.49,A,120000.0,4.91,777.0,5.0,15.5,0.0,0.0,0.0,RENT,CA,3.0,0.0,0.0,0,credit_card,0
7000.0, 36 months,8.49,B,100000.0,29.75,677.0,18.0,90.5,1.0,2.0,0.0,MORTGAGE,MI,3.0,0.0,1.0,0,home_improvement,0
4500.0, 36 months,9.8,B,39600.0,22.82,707.0,9.0,77.5,0.0,0.0,0.0,MORTGAGE,MD,5.0,0.0,1.0,0,debt_consolidation,0
11500.0, 36 months,19.48,E,33888.0,39.16,662.0,6.0,59.1,0.0,0.0,1.0,RENT,VA,,0.0,0.0,0,other,0
18725.0, 60 months,17.97,D,50000.0,25.83,697.0,6.0,77.8,1.0,0.0,0.0,MORTGAGE,FL,10.0,0.0,3.0,0,home_improvement,0
19500.0, 60 months,19.89,E,85000.0,25.4,667.0,11.0,73.9,1.0,2.0,0.0,MORTGAGE,TN,10.0,0.0,2.0,0,debt_consolidation,0
5000.0, 36 months,9.17,B,52000.0,24.79,757.0,9.0,28.1,0.0,0.0,0.0,MORTGAGE,TX,4.0,0.0,1.0,0,other,0
5000.0, 36 months,8.49,B,141934.0,25.58,712.0,23.0,53.9,0.0,1.0,1.0,MORTGAGE,TX,2.0,0.0,2.0,0,credit_card,1
2800.0, 36 months,17.27,D,114400.0,6.34,697.0,7.0,0.0,5.0,0.0,0.0,RENT,FL,7.0,0.0,0.0,0,debt_consolidation,0
14150.0, 60 months,13.44,C,28321.0,13.56,722.0,4.0,81.1,0.0,0.0,0.0,OWN,NY,,0.0,1.0,0,credit_card,0
12000.0, 36 months,9.8,B,75000.0,14.11,687.0,8.0,49.7,0.0,0.0,0.0,RENT,WI,8.0,0.0,0.0,0,small_business,0
16075.0, 36 months,12.88,C,66666.0,13.29,667.0,12.0,56.2,3.0,0.0,0.0,OWN,OH,3.0,0.0,0.0,0,debt_consolidation,0
21000.0, 36 months,9.17,B,85000.0,14.65,687.0,12.0,83.7,0.0,1.0,0.0,MORTGAGE,PA,4.0,0.0,6.0,0,credit_card,0
20000.0, 36 months,5.32,A,71665.0,12.31,717.0,11.0,56.0,0.0,0.0,0.0,MORTGAGE,IL,10.0,0.0,2.0,0,debt_consolidation,0
19200.0, 60 months,9.17,B,132000.0,20.33,707.0,8.0,74.8,0.0,0.0,0.0,MORTGAGE,CA,10.0,0.0,1.0,0,home_improvement,0
28000.0, 60 months,8.49,B,95000.0,19.6,712.0,24.0,31.8,0.0,0.0,0.0,MORTGAGE,TX,5.0,0.0,2.0,0,credit_card,1
15000.0, 36 months,9.8,B,89000.0,19.5,762.0,11.0,26.4,1.0,0.0,0.0,RENT,CA,2.0,0.0,1.0,0,debt_consolidation,0
15000.0, 36 months,17.27,D,101000.0,39.87,662.0,16.0,71.3,3.0,0.0,1.0,RENT,CA,7.0,0.0,2.0,0,debt_consolidation,0
35000.0, 60 months,19.48,E,84000.0,14.93,677.0,7.0,37.6,0.0,1.0,0.0,RENT,LA,2.0,0.0,3.0,0,debt_consolidation,0
24000.0, 36 months,13.99,C,120000.0,8.91,702.0,10.0,40.0,0.0,0.0,0.0,MORTGAGE,LA,10.0,0.0,2.0,0,debt_consolidation,0
35000.0, 36 months,15.77,D,120000.0,13.34,692.0,12.0,73.0,1.0,0.0,0.0,MORTGAGE,VA,4.0,0.0,5.0,0,credit_card,0
17125.0, 60 months,27.99,G,45000.0,17.44,662.0,30.0,40.6,3.0,0.0,1.0,RENT,RI,4.0,0.0,0.0,0,debt_consolidation,0
30000.0, 60 months,13.99,C,70000.0,19.9,692.0,7.0,54.8,0.0,0.0,0.0,MORTGAGE,MO,9.0,0.0,4.0,0,debt_consolidation,1
8000.0, 36 months,10.78,B,43500.0,11.98,667.0,15.0,43.0,2.0,0.0,0.0,MORTGAGE,TX,2.0,0.0,1.0,0,debt_consolidation,1
5000.0, 36 months,9.17,B,113000.0,26.45,672.0,12.0,72.2,0.0,1.0,0.0,MORTGAGE,OH,3.0,0.0,1.0,0,credit_card,0
9100.0, 36 months,9.17,B,70000.0,25.6,727.0,8.0,93.3,0.0,0.0,0.0,MORTGAGE,MA,5.0,0.0,3.0,0,credit_card,0
1800.0, 36 months,7.49,A,50000.0,8.28,692.0,6.0,63.2,0.0,0.0,0.0,MORTGAGE,FL,10.0,0.0,1.0,0,credit_card,0
4850.0, 36 months,7.49,A,56000.0,6.15,772.0,13.0,13.3,0.0,0.0,0.0,MORTGAGE,MN,1.0,0.0,5.0,0,debt_consolidation,0
24000.0, 36 months,6.99,A,127000.0,12.07,712.0,11.0,38.3,0.0,1.0,0.0,MORTGAGE,GA,10.0,0.0,6.0,0,home_improvement,0
8000.0, 36 months,5.32,A,31500.0,15.62,752.0,12.0,15.6,0.0,0.0,0.0,OWN,TX,10.0,0.0,0.0,0,debt_consolidation,0
10000.0, 36 months,9.17,B,35000.0,11.69,677.0,9.0,59.1,0.0,0.0,2.0,MORTGAGE,WA,3.0,0.0,4.0,0,credit_card,0
30000.0, 60 months,10.78,B,89000.0,17.72,682.0,15.0,62.9,0.0,0.0,0.0,MORTGAGE,TX,10.0,0.0,3.0,0,debt_consolidation,0
9600.0, 36 months,6.49,A,64567.05,10.48,682.0,7.0,44.8,0.0,0.0,0.0,RENT,FL,4.0,0.0,0.0,0,credit_card,0
35000.0, 60 months,19.48,E,100000.0,22.28,707.0,10.0,81.2,0.0,0.0,0.0,MORTGAGE,IL,10.0,0.0,1.0,0,debt_consolidation,0
20000.0, 60 months,18.99,E,52000.0,26.93,667.0,17.0,52.2,1.0,0.0,0.0,OWN,MS,1.0,0.0,1.0,0,credit_card,0
10000.0, 36 months,5.32,A,32500.0,12.15,797.0,6.0,26.0,1.0,0.0,0.0,OWN,DE,10.0,0.0,1.0,0,credit_card,0
6000.0, 36 months,5.32,A,80000.0,13.5,747.0,20.0,20.0,1.0,0.0,0.0,MORTGAGE,WV,10.0,0.0,3.0,0,credit_card,0
22000.0, 36 months,5.32,A,110000.0,7.21,772.0,7.0,40.9,0.0,0.0,0.0,MORTGAGE,TX,,0.0,4.0,0,credit_card,0
28000.0, 60 months,11.99,C,82000.0,10.57,822.0,15.0,2.0,0.0,0.0,0.0,MORTGAGE,CA,1.0,0.0,2.0,0,home_improvement,0
5000.0, 36 months,7.91,A,93000.0,14.3,682.0,9.0,24.3,0.0,2.0,0.0,RENT,FL,4.0,0.0,2.0,0,credit_card,0
12500.0, 60 months,9.17,B,85000.0,9.3,732.0,10.0,29.1,0.0,0.0,1.0,OWN,ME,,0.0,0.0,0,debt_consolidation,0
18000.0, 36 months,5.32,A,76000.0,18.44,752.0,14.0,8.7,1.0,1.0,0.0,OWN,GA,10.0,0.0,3.0,0,home_improvement,0
10000.0, 36 months,5.32,A,80000.0,25.73,732.0,16.0,47.5,0.0,0.0,0.0,MORTGAGE,SC,10.0,0.0,4.0,0,credit_card,0
11200.0, 36 months,11.99,C,37000.0,7.78,677.0,11.0,49.3,0.0,0.0,0.0,RENT,IN,1.0,0.0,0.0,0,debt_consolidation,1
2150.0, 36 months,17.27,D,18300.0,11.74,697.0,11.0,13.1,1.0,0.0,0.0,OWN,OH,3.0,0.0,0.0,0,medical,1
9000.0, 36 months,12.88,C,110000.0,17.29,677.0,16.0,34.6,4.0,0.0,1.0,RENT,MO,10.0,0.0,8.0,0,debt_consolidation,0
12500.0, 36 months,7.49,A,99500.0,12.18,707.0,6.0,83.1,0.0,0.0,0.0,MORTGAGE,RI,10.0,0.0,1.0,0,debt_consolidation,0
6000.0, 36 months,5.32,A,52000.0,15.82,767.0,13.0,28.7,1.0,0.0,0.0,MORTGAGE,NM,1.0,0.0,1.0,0,credit_card,0
20000.0, 36 months,14.85,C,60000.0,26.02,717.0,18.0,19.5,4.0,0.0,0.0,RENT,SC,6.0,0.0,0.0,0,debt_consolidation,1
21000.0, 60 months,16.59,D,90000.0,12.09,712.0,9.0,16.2,1.0,1.0,0.0,RENT,CA,10.0,0.0,0.0,0,debt_consolidation,1
35000.0, 60 months,11.99,C,148000.0,13.33,737.0,11.0,54.0,0.0,0.0,0.0,MORTGAGE,NC,1.0,0.0,5.0,0,credit_card,0
30000.0, 60 months,16.59,D,94000.0,33.15,687.0,14.0,70.7,0.0,1.0,0.0,MORTGAGE,TN,10.0,0.0,5.0,0,debt_consolidation,0
6000.0, 36 months,8.49,B,36000.0,23.84,712.0,15.0,36.6,0.0,2.0,0.0,RENT,NJ,3.0,0.0,0.0,0,debt_consolidation,0
28000.0, 36 months,7.91,A,111000.0,17.76,717.0,9.0,88.1,1.0,0.0,0.0,MORTGAGE,GA,10.0,0.0,3.0,0,debt_consolidation,0
6000.0, 36 months,11.99,C,51000.0,25.04,707.0,12.0,32.8,0.0,0.0,1.0,RENT,OR,10.0,0.0,0.0,0,debt_consolidation,0
15000.0, 60 months,13.44,C,120000.0,28.77,677.0,32.0,69.3,1.0,0.0,0.0,RENT,NY,10.0,0.0,0.0,0,debt_consolidation,0
14000.0, 60 months,9.17,B,105000.0,9.11,687.0,12.0,63.4,0.0,0.0,0.0,RENT,MA,2.0,0.0,0.0,0,credit_card,0
15000.0, 60 months,11.99,C,103000.0,32.33,682.0,16.0,77.0,2.0,0.0,0.0,MORTGAGE,TX,10.0,0.0,1.0,0,home_improvement,1
30800.0, 60 months,17.97,D,111000.0,33.98,702.0,7.0,80.6,0.0,0.0,0.0,MORTGAGE,VA,10.0,0.0,1.0,0,credit_card,0
12000.0, 36 months,10.78,B,86308.0,19.13,692.0,9.0,36.2,1.0,0.0,0.0,RENT,MD,10.0,0.0,0.0,0,debt_consolidation,1
2000.0, 36 months,12.88,C,86564.0,27.73,662.0,25.0,89.7,2.0,0.0,0.0,RENT,VA,6.0,0.0,0.0,0,credit_card,0
4275.0, 36 months,17.27,D,38500.0,28.55,662.0,10.0,59.0,2.0,1.0,1.0,MORTGAGE,NY,1.0,0.0,3.0,0,debt_consolidation,0
6000.0, 36 months,5.32,A,42000.0,16.11,747.0,6.0,42.3,0.0,0.0,0.0,MORTGAGE,MD,2.0,0.0,0.0,0,home_improvement,0
18000.0, 36 months,7.91,A,45000.0,10.48,692.0,15.0,37.5,0.0,1.0,0.0,RENT,MN,1.0,0.0,0.0,0,credit_card,0
25000.0, 36 months,11.99,C,70000.0,23.21,672.0,18.0,57.2,1.0,0.0,0.0,MORTGAGE,TX,10.0,0.0,2.0,0,debt_consolidation,0
6000.0, 36 months,9.8,B,41500.0,19.81,677.0,9.0,22.1,2.0,1.0,0.0,RENT,NJ,3.0,1.0,0.0,0,credit_card,0
9900.0, 36 months,9.17,B,57000.0,21.71,692.0,13.0,49.5,0.0,0.0,0.0,RENT,MA,10.0,0.0,1.0,0,credit_card,0
35000.0, 36 months,7.49,A,125000.0,21.72,722.0,17.0,45.7,0.0,0.0,0.0,MORTGAGE,WA,5.0,0.0,4.0,0,credit_card,0
18250.0, 60 months,19.89,E,36500.0,27.52,672.0,25.0,45.5,1.0,0.0,0.0,OWN,TN,1.0,0.0,2.0,0,debt_consolidation,1
12000.0, 36 months,5.32,A,110000.0,16.19,747.0,21.0,25.0,2.0,0.0,0.0,MORTGAGE,PA,,0.0,5.0,0,credit_card,0
30000.0, 36 months,12.88,C,139000.0,21.38,662.0,20.0,80.2,1.0,1.0,0.0,RENT,WA,10.0,0.0,5.0,0,credit_card,0
21000.0, 36 months,9.17,B,80000.0,23.42,707.0,13.0,37.2,1.0,0.0,0.0,RENT,GA,4.0,0.0,0.0,0,debt_consolidation,0
1000.0, 36 months,12.88,C,45000.0,39.11,697.0,5.0,89.3,0.0,0.0,0.0,RENT,VA,10.0,0.0,0.0,0,other,0
3600.0, 36 months,11.99,C,55000.0,27.93,662.0,15.0,42.1,0.0,0.0,0.0,RENT,FL,10.0,0.0,0.0,0,debt_consolidation,1
12000.0, 36 months,11.48,B,47140.0,33.1,697.0,11.0,56.7,0.0,2.0,0.0,MORTGAGE,NJ,3.0,0.0,1.0,0,debt_consolidation,0
20000.0, 36 months,6.99,A,100000.0,7.1,762.0,8.0,5.8,0.0,0.0,0.0,MORTGAGE,NY,1.0,0.0,2.0,0,debt_consolidation,0
15000.0, 36 months,5.32,A,55000.0,25.25,692.0,10.0,70.2,0.0,0.0,0.0,RENT,NJ,1.0,0.0,0.0,0,credit_card,0
30000.0, 60 months,15.77,D,80000.0,36.05,662.0,19.0,62.0,1.0,1.0,0.0,RENT,MN,3.0,0.0,2.0,0,debt_consolidation,0
7000.0, 36 months,11.48,B,41000.0,19.79,672.0,10.0,20.4,2.0,0.0,0.0,OWN,MI,4.0,0.0,0.0,0,home_improvement,0
30000.0, 36 months,14.85,C,112000.0,19.07,672.0,23.0,47.6,0.0,2.0,0.0,MORTGAGE,FL,10.0,0.0,1.0,0,debt_consolidation,0
2000.0, 36 months,13.44,C,43500.0,27.61,687.0,11.0,25.8,0.0,6.0,0.0,MORTGAGE,AR,10.0,0.0,5.0,0,debt_consolidation,0
13000.0, 36 months,10.78,B,45000.0,26.64,697.0,16.0,24.0,0.0,0.0,0.0,MORTGAGE,KY,10.0,0.0,1.0,0,debt_consolidation,0
15000.0, 36 months,7.91,A,170000.0,7.24,747.0,5.0,77.2,0.0,0.0,0.0,OWN,PA,10.0,0.0,5.0,0,credit_card,0
17000.0, 36 months,12.88,C,89000.0,21.02,682.0,10.0,78.1,0.0,0.0,0.0,RENT,CA,9.0,0.0,0.0,0,debt_consolidation,0
14000.0, 36 months,6.99,A,65000.0,15.22,737.0,10.0,11.2,0.0,1.0,0.0,OWN,NJ,5.0,0.0,1.0,0,debt_consolidation,0
10500.0, 60 months,18.49,D,47000.0,29.55,687.0,10.0,68.8,0.0,0.0,0.0,MORTGAGE,NC,8.0,0.0,1.0,0,debt_consolidation,1
15000.0, 60 months,13.44,C,43500.0,24.61,667.0,10.0,57.9,0.0,0.0,0.0,OWN,TX,7.0,0.0,1.0,0,debt_consolidation,0
12600.0, 36 months,7.91,A,73000.0,21.58,687.0,9.0,51.0,1.0,0.0,0.0,RENT,IN,7.0,0.0,0.0,0,credit_card,0
12000.0, 36 months,5.32,A,98000.0,17.73,777.0,20.0,19.8,0.0,0.0,0.0,MORTGAGE,CA,9.0,0.0,2.0,0,major_purchase,0
28000.0, 60 months,15.77,D,118000.0,35.91,712.0,12.0,21.5,0.0,0.0,0.0,RENT,IN,1.0,0.0,1.0,0,debt_consolidation,0
11750.0, 60 months,28.49,G,28000.0,22.16,692.0,11.0,25.1,1.0,0.0,0.0,OWN,MS,1.0,0.0,0.0,0,debt_consolidation,1
24000.0, 60 months,9.8,B,105000.0,8.32,707.0,13.0,28.2,0.0,0.0,0.0,MORTGAGE,TX,2.0,0.0,5.0,0,debt_consolidation,0
8300.0, 36 months,7.91,A,52000.0,9.46,672.0,8.0,35.1,1.0,0.0,1.0,RENT,CO,,0.0,2.0,0,debt_consolidation,0
15000.0, 36 months,7.49,A,67879.0,29.6,732.0,18.0,40.4,0.0,0.0,0.0,MORTGAGE,NY,10.0,0.0,5.0,0,credit_card,0
24000.0, 60 months,14.85,C,65000.0,22.29,677.0,11.0,79.9,0.0,0.0,0.0,RENT,TX,5.0,0.0,2.0,0,debt_consolidation,0
8000.0, 36 months,10.78,B,53000.0,20.13,672.0,9.0,50.9,1.0,0.0,1.0,MORTGAGE,FL,5.0,0.0,1.0,0,debt_consolidation,0
24000.0, 60 months,18.99,E,230000.0,14.44,677.0,13.0,39.7,2.0,0.0,2.0,RENT,OR,4.0,0.0,5.0,0,debt_consolidation,1
35000.0, 60 months,14.85,C,90000.0,19.13,727.0,12.0,66.4,0.0,0.0,0.0,OWN,OH,10.0,0.0,2.0,0,debt_consolidation,0
12000.0, 36 months,11.48,B,85000.0,22.87,722.0,35.0,31.5,3.0,1.0,0.0,MORTGAGE,PA,7.0,0.0,4.0,0,debt_consolidation,0
13050.0, 60 months,26.06,F,43500.0,22.79,717.0,8.0,88.3,0.0,0.0,0.0,MORTGAGE,NC,10.0,0.0,3.0,0,debt_consolidation,0
14000.0, 60 months,11.99,C,160000.0,12.98,732.0,17.0,22.7,2.0,1.0,0.0,MORTGAGE,AL,10.0,0.0,2.0,0,debt_consolidation,0
8400.0, 36 months,5.32,A,95000.0,21.79,727.0,10.0,29.5,0.0,0.0,0.0,MORTGAGE,NJ,10.0,0.0,3.0,0,debt_consolidation,1
9600.0, 36 months,9.17,B,90000.0,15.15,707.0,13.0,31.3,1.0,1.0,1.0,MORTGAGE,KY,8.0,0.0,0.0,0,debt_consolidation,0
10000.0, 36 months,9.17,B,35000.0,10.55,707.0,7.0,37.0,0.0,0.0,0.0,RENT,FL,4.0,0.0,0.0,0,debt_consolidation,0
1800.0, 36 months,9.17,B,72000.0,13.42,757.0,22.0,9.9,1.0,0.0,0.0,MORTGAGE,GA,1.0,0.0,1.0,0,debt_consolidation,0
15000.0, 36 months,12.88,C,94000.0,13.21,672.0,19.0,52.0,5.0,0.0,2.0,MORTGAGE,OH,5.0,0.0,3.0,0,debt_consolidation,0
6000.0, 36 months,9.17,B,20000.0,16.99,717.0,2.0,79.3,0.0,0.0,0.0,RENT,WA,1.0,0.0,0.0,0,debt_consolidation,0
10000.0, 36 months,6.49,A,35000.0,19.44,757.0,3.0,19.7,0.0,0.0,0.0,MORTGAGE,MI,1.0,0.0,2.0,0,home_improvement,0
25000.0, 36 months,5.32,A,99000.0,18.47,747.0,20.0,43.3,0.0,0.0,0.0,RENT,IL,10.0,0.0,0.0,0,credit_card,0
8675.0, 36 months,19.89,E,36000.0,33.93,677.0,15.0,54.0,1.0,0.0,1.0,MORTGAGE,MD,,0.0,2.0,0,debt_consolidation,0
14000.0, 36 months,14.85,C,44500.0,20.05,672.0,12.0,82.3,0.0,0.0,0.0,RENT,LA,2.0,0.0,0.0,0,debt_consolidation,1
16000.0, 60 months,12.88,C,64000.0,5.76,687.0,5.0,79.2,1.0,0.0,0.0,MORTGAGE,FL,10.0,0.0,1.0,0,debt_consolidation,0
21700.0, 60 months,22.45,F,60300.0,24.74,672.0,10.0,71.1,0.0,1.0,0.0,OWN,MD,10.0,0.0,0.0,0,debt_consolidation,0
2800.0, 36 months,17.97,D,58000.0,18.6,697.0,6.0,53.9,1.0,0.0,0.0,RENT,CA,2.0,0.0,0.0,0,small_business,0
3600.0, 36 months,6.99,A,150000.0,28.08,727.0,11.0,58.8,0.0,0.0,0.0,MORTGAGE,MA,10.0,0.0,3.0,0,debt_consolidation,0
20000.0, 36 months,6.99,A,105000.0,19.02,712.0,11.0,66.9,1.0,0.0,0.0,RENT,OH,10.0,0.0,0.0,0,credit_card,0
30000.0, 60 months,19.48,E,88000.0,18.47,667.0,9.0,69.2,0.0,0.0,0.0,MORTGAGE,TX,10.0,0.0,1.0,0,debt_consolidation,0
20000.0, 36 months,7.49,A,105000.0,9.71,702.0,4.0,65.8,0.0,1.0,0.0,RENT,NC,4.0,0.0,1.0,0,debt_consolidation,0
30000.0, 60 months,20.5,E,98000.0,7.96,662.0,7.0,69.3,0.0,2.0,0.0,MORTGAGE,MA,1.0,0.0,2.0,0,debt_consolidation,0
